ra_x,dec_x,R_MAG_AB,Y_MAG_AB,J_MAG_AB,H_MAG_AB,K_MAG_AB,ch1_mag,ch2_mag,gj,rj,jk,rk,Fpk,Hpk,redshift,specObjID,class,JNAME,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID,mode,q_mode,class_x,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_x,RAdeg_x,DEdeg_x,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,objID_x,mode_x,q_mode_x,class_xa,SDSS12_x,m_SDSS12_x,flags_x,ObsDate_x,Q_x,umag_x,e_umag_x,gmag_x,e_gmag_x,rmag_x,e_rmag_x,imag_x,e_imag_x,zmag_x,e_zmag_x,zsp_x,e_zsp_x,f_zsp_x,zph_x,e_zph_x,avg_zph_x,pmRA_x,e_pmRA_x,pmDE_x,e_pmDE_x,SpObjID_x,spType_x,spCl_x,subClass_x,angDist_xa
4.97458,0.534297,21.4346,19.590584,19.424898,19.037031,18.715292,18.622532,18.253471,4.187202,2.0097024,0.70960605,2.7193084,-999.0,-999.0,-999.0,0,none,J001953.89+003203.4,0.342,0.299,117.0,15.824,14.717,11.286,8.969,,,,0.069,0.08,0.157,0.474,,,,45100001241029027,0000,0,00nn,AABC,,0.982332,4.974727,0.534057,0.034,0.034,90.0,1237667173465194941,2,,6,J001953.93+003202.6,*,35253360001296,2004.9504,3,24.304,0.66,23.831,0.301,21.287,0.057,20.444,0.045,19.556,0.07,,,,,,,,,,,0,,,,1.012585,4.97473,0.534055,0.023,0.022,90.0,1237663784736457102,2,,6,J001953.93+003202.5,*,105622104314128,2003.8855,3,25.02,0.53,23.471,0.22,21.34,0.05,20.514,0.039,19.792,0.067,,,,,,,,,,,0,,,,0.122796
5.225146,0.225382,21.5391,20.198078,19.671373,19.165905,18.602667,19.037373,18.97446,3.5325258,1.867727,1.0687064,2.9364333,-999.0,-999.0,999.0,NIRES080418_0922,?,J002054.03+001331.3,0.575,0.538,133.0,16.272,15.88,12.082,8.96,,,,0.094,0.233,,,,,,45100001241026397,0000,0,0nnn,ABUU,,0.384108,5.225114,0.225312,0.065,0.065,90.0,1237663741249520416,2,,3,J002054.02+001331.1,,281543964623104,2003.8827,3,23.329,0.637,23.27,0.289,21.447,0.088,20.817,0.069,20.527,0.223,,,,,,,,,,,0,,,,0.275738,5.225128,0.225287,0.097,0.077,90.0,1237666339720856005,2,,3,J002054.03+001331.0,*,105624251662608,2004.732,3,24.012,1.501,22.861,0.306,21.326,0.098,20.76,0.081,20.367,0.238,,,,,,,,,,,0,,,,0.033763
5.323058,0.251594,21.445,20.046766,19.897892,19.115116,18.766512,17.920576,17.905872,3.1793077,1.5471075,1.13138,2.6784873,-999.0,-999.0,-999.0,0,none,J002117.53+001505.7,0.26,0.243,138.0,15.256,14.547,11.879,8.671,,,,0.05,0.075,0.297,0.416,,,,60100001241022100,0000,0,11nn,AABC,,0.350585,5.323061,0.251592,0.099,0.093,90.0,1237656852122894931,2,,3,J002117.53+001505.7,*,176027355710296,2001.786,3,25.884,0.688,22.75,0.178,21.42,0.084,20.574,0.059,19.972,0.153,,,,,,,,,,,0,,,,0.014059,5.323102,0.251518,0.088,0.057,90.0,1237660008940110501,2,,3,J002117.54+001505.4,*,35255507616016,2002.7744,3,25.776,0.93,23.074,0.306,21.508,0.095,20.74,0.074,20.023,0.181,,,,,,,,,,,0,,,,0.092758
5.386331,0.727336,21.2211,20.135817,19.563522,19.0333,18.48406,17.640324,17.274273,3.057577,1.6575773,1.0794619,2.737039,-999.0,-999.0,-999.0,0,none,J002132.71+004338.4,0.18,0.166,132.0,14.885,13.837,11.171,8.496,,,,0.038,0.048,0.141,0.306,,,,60100001241035456,0000,0,00nn,AABB,,0.110076,5.386311,0.727336,0.189,0.17,90.0,1237666499150741938,2,,3,J002132.71+004338.4,,103347785984,2004.7921,1,23.933,1.292,22.705,0.24,21.042,0.094,20.294,0.071,19.627,0.118,,,,,,,,,,,0,,,,0.071806,5.38634,0.727307,0.106,0.105,0.0,1237663312289989288,2,,3,J002132.72+004338.3,*,140806476398848,2003.7435,3,23.171,0.807,22.527,0.228,21.057,0.09,20.222,0.073,19.592,0.131,,,,,,,,,,,0,,,,0.024601
5.428998,-0.10199,21.4839,20.649193,19.832794,19.161688,18.693705,18.775902,18.722273,3.0774057,1.6511056,1.1390895,2.790195,-999.0,-999.0,2.1,NIRES092318,QSO,J002142.95-000607.1,0.418,0.379,120.0,16.058,15.636,11.653,8.792,,,,0.073,0.165,0.206,,,,,60100001241020781,0000,0,0nnn,ABBU,,0.146859,5.429003,-0.10199,0.188,0.097,90.0,1237645877947663097,2,,3,J002142.96-000607.1,*,281543964623104,1998.7169,3,22.953,0.518,23.148,0.297,21.592,0.114,20.788,0.093,20.466,0.282,,,,,,,,,,,0,,,,0.019756,5.428987,-0.102018,0.17,0.109,0.0,1237656851586089419,2,,3,J002142.95-000607.2,,2381827801344,2001.786,3,23.545,1.242,22.624,0.262,21.116,0.105,20.481,0.087,19.792,0.198,,,,,,,,,,,0,,,,0.121256
5.601909,0.867079,21.6555,20.419792,19.605831,19.046354,18.59778,19.033134,18.982973,3.5725687,2.049669,1.0080508,3.0577197,-999.0,-999.0,-999.0,0,none,J002224.45+005201.4,0.521,0.479,135.0,16.2,15.83,12.044,8.644,,,,0.086,0.217,0.312,,,,,60101501241004884,0000,0,0nnn,ABBU,,0.597334,5.601906,0.866927,0.149,0.144,0.0,1237659906934178445,2,,3,J002224.45+005200.9,*,2279352566088,2002.7607,3,23.595,1.13,23.313,0.342,21.572,0.125,21.018,0.116,20.155,0.208,,,,,,,,,,,0,,,,0.548061,5.601877,0.866915,0.086,0.053,0.0,1237660027190575490,2,,3,J002224.45+005200.8,*,217164283904,2002.7771,3,24.0,0.956,22.904,0.166,21.684,0.097,21.144,0.087,20.482,0.166,,,,,,,,,,,0,,,,0.008401
5.687998,0.416876,21.3845,20.160418,19.575296,19.088362,18.56883,17.666836,17.54623,2.8501031,1.8092039,1.0064658,2.8156695,-999.0,-999.0,-999.0,0,none,J002245.11+002500.7,0.198,0.184,120.0,14.996,14.18,10.999,8.793,,,,0.042,0.054,0.123,0.458,,,,60100001241023598,0000,0,111n,AABC,,0.149839,5.68797,0.416889,0.119,0.114,90.0,1237663204379787853,2,,3,J002245.11+002500.8,*,68987912448,2003.7353,3,23.239,1.035,22.35,0.196,21.145,0.107,20.259,0.073,19.77,0.209,,,,,,,,,,,0,,,,0.111674,5.68797,0.416889,0.119,0.114,90.0,1237663204379787853,2,,3,J002245.11+002500.8,*,68987912448,2003.7353,3,23.239,1.035,22.35,0.196,21.145,0.107,20.259,0.073,19.77,0.209,,,,,,,,,,,0,,,,0.041736
5.798651,0.637199,21.8579,20.167677,19.786095,19.002449,18.42485,18.676977,18.7132,3.5816057,2.0718057,1.3612441,3.4330497,-999.0,-999.0,-999.0,Gemini18B,none,J002311.67+003813.9,0.443,0.396,120.0,15.963,15.528,12.398,8.636,,,,0.075,0.161,0.444,,,,,60100001241034162,0000,0,0nnn,ABCU,,0.236006,5.798677,0.637192,0.122,0.081,0.0,1237663505580098068,2,,3,J002311.68+003813.8,*,217164284160,2003.8063,3,24.445,1.559,22.837,0.277,21.23,0.092,20.546,0.078,19.796,0.158,,,,,,,,,,,0,,,,0.096694,5.798642,0.637137,0.179,0.109,0.0,1237666499150938889,2,,3,J002311.67+003813.6,,68987912448,2004.7922,1,25.023,1.293,22.733,0.232,21.177,0.095,20.373,0.068,20.038,0.156,,,,,,,,,,,0,,,,0.06046
5.847391,0.834918,21.3112,20.369282,19.609398,19.12661,18.706873,19.053808,19.138788,3.408901,1.7018011,0.9025248,2.6043258,-999.0,-999.0,-999.0,0,none,J002323.37+005005.7,0.53,0.495,133.0,16.166,15.512,12.23,9.027,,,,0.092,0.171,0.409,,,,,60101501241004810,0000,0,0nnn,ABCU,,0.541437,5.847333,0.83484,0.125,0.089,0.0,1237666499150938376,2,,3,J002323.35+005005.4,*,35253360132368,2004.7922,1,25.029,1.246,22.861,0.239,21.131,0.082,20.537,0.074,20.141,0.153,,,,,,,,,,,0,,,,0.349492,5.847291,0.834811,0.109,0.09,0.0,1237666662381125807,2,,3,J002323.34+005005.3,*,35253360001808,2004.8466,3,25.72,0.742,22.694,0.186,21.272,0.092,20.627,0.08,20.154,0.177,,,,,,,,,,,0,,,,0.018678
6.014925,-0.072698,21.4831,20.295824,19.942816,19.524878,18.641287,19.234577,18.920824,2.7674844,1.5402849,1.3015288,2.8418136,-999.0,-999.0,999.0,NIRES080418_0923,?,J002403.58-000421.7,0.457,0.411,124.0,16.153,15.733,11.735,8.926,,,,0.079,0.172,0.216,,,,,60100001241017459,0000,0,0nnn,ABBU,,0.199281,6.014957,-0.072776,0.096,0.092,0.0,1237663543161782579,2,,3,J002403.58-000421.9,,35191082975504,2003.8118,3,24.425,1.309,22.873,0.228,21.567,0.104,20.774,0.075,20.071,0.159,,,,,,,,,,,0,,,,0.302988,6.014934,-0.072797,0.188,0.135,90.0,1237666541024707301,2,,3,J002403.58-000422.0,*,35255507484944,2004.8031,1,23.935,2.028,22.753,0.33,20.885,0.125,20.27,0.1,19.98,0.279,,,,,,,,,,,0,,,,0.341334
6.242966,0.500108,22.1628,20.401876,19.716919,19.025162,18.792313,18.128263,17.662277,3.6971815,2.4458807,0.9246062,3.3704867,-999.0,-999.0,-999.0,0,none,J002458.31+003000.3,0.266,0.242,121.0,15.563,14.335,11.463,8.286,,,,0.056,0.062,0.185,0.255,,,,60100001241031073,0000,0,11nn,AABB,,0.338112,6.242942,0.500125,0.161,0.131,90.0,1237646012159623839,2,,6,J002458.30+003000.4,,281543964623104,1998.7332,3,25.858,0.776,23.901,0.541,22.314,0.192,21.427,0.128,21.193,0.364,,,,,,,,,,,0,,,,0.106404,6.242957,0.500016,0.075,0.075,0.0,1237663277930513171,2,,3,J002458.30+003000.0,,68988044032,2003.7408,3,23.533,0.594,23.527,0.301,21.956,0.102,21.376,0.111,20.421,0.156,,,,,,,,,,,0,,,,0.150036
6.466119,0.353917,21.1335,19.855371,19.519297,19.030584,18.423338,18.573938,18.621902,3.0458028,1.6142023,1.0959586,2.7101607,-999.0,-999.0,-999.0,0,none,J002551.86+002114.0,0.367,0.347,134.0,15.781,15.455,11.57,8.914,,,,0.064,0.152,0.204,,,,,60100001241026742,0000,0,0nnn,ABBU,,0.200976,6.466187,0.353898,0.051,0.048,0.0,1237660236572131987,2,,3,J002551.88+002114.0,*,68987912960,2002.8316,3,25.886,0.78,22.376,0.134,20.993,0.064,20.388,0.058,19.846,0.148,,,,,,,,,,,0,,,,0.254241,6.466157,0.353843,0.078,0.067,0.0,1237663311753642461,2,,3,J002551.87+002113.8,*,281543964623616,2003.7436,3,23.313,0.987,22.689,0.275,21.209,0.079,20.376,0.068,20.132,0.295,,,,,,,,,,,0,,,,0.131658
6.566959,0.504818,21.6697,20.304832,20.140182,19.317274,18.841904,17.98598,17.808239,2.626417,1.5295179,1.2982787,2.8277965,-999.0,-999.0,-999.0,0,none,J002616.07+003017.3,0.268,0.242,121.0,15.458,14.693,11.432,8.593,,,,0.052,0.077,0.174,,,,,60100001241029565,0000,0,00nn,AABU,,0.245962,6.566979,0.504804,0.109,0.1,0.0,1237663527058080143,2,,3,J002616.07+003017.2,,217164284160,2003.809,3,24.628,1.177,22.727,0.188,21.905,0.138,20.963,0.1,20.104,0.162,,,,,,,,,,,0,,,,0.088147,6.566941,0.504757,0.277,0.135,90.0,1237663479810228955,2,,3,J002616.06+003017.1,,68988047616,2003.7981,3,25.614,1.528,22.214,0.23,21.09,0.122,20.075,0.077,19.401,0.148,,,,,,,,,,,0,,,,0.068717
6.656223,-0.3897,21.7125,19.682829,19.535555,19.251791,18.810768,18.466146,18.51755,3.020044,2.1769445,0.72478664,2.901731,-999.0,-999.0,-999.0,0,none,J002637.49-002322.9,0.437,0.403,133.0,15.93,15.208,12.054,9.028,,,,0.075,0.133,,,,,,60100001241012777,0000,0,0nnn,ABUU,,0.3717,6.656205,-0.389645,0.155,0.088,90.0,1237646011086078227,2,,3,J002637.48-002322.7,,2381895041352,1998.7333,3,22.695,0.59,22.257,0.175,21.562,0.132,20.94,0.109,19.779,0.15,,,,,,,,,,,0,,,,0.209837,6.656127,-0.389677,0.119,0.082,0.0,1237663525984338487,2,,3,J002637.47-002322.8,,68987912960,2003.809,3,24.073,1.183,22.188,0.126,21.555,0.117,20.902,0.097,19.716,0.136,,,,,,,,,,,0,,,,0.037621
7.5207,0.417092,22.1429,19.825134,19.30157,18.621954,18.00772,17.517044,16.839203,3.6954286,2.8413293,1.2938498,4.135179,-999.0,-999.0,-999.0,0,none,J003004.96+002501.5,0.153,0.143,127.0,15.055,13.501,9.626,6.965,,,,0.043,0.04,0.041,0.087,,,,75100001241023172,0000,0,2101,AAAA,,0.332363,7.520693,0.417118,0.17,0.105,90.0,1237660236572590865,2,,3,J003004.96+002501.6,*,2278815695176,2002.8316,3,23.918,0.895,23.183,0.223,22.11,0.141,21.279,0.103,20.247,0.176,,,,,,,,,,,0,,,,0.09882,7.520721,0.417018,0.13,0.077,90.0,1237666382661944180,2,,3,J003004.97+002501.2,,281543964623104,2004.7702,1,23.095,0.798,24.263,0.664,22.324,0.216,21.408,0.121,20.558,0.268,,,,,,,,,,,0,,,,0.08002
7.62865,-0.572964,21.4104,20.252615,19.41549,19.010408,18.311056,17.27934,16.989735,3.3796098,1.994911,1.104433,3.0993438,7.81,-999.0,-999.0,0,none,J003030.87-003422.6,0.162,0.151,106.0,14.692,13.73,11.181,8.674,,,,0.036,0.042,0.174,,,,,75100001241002691,0000,0,001n,AABU,,0.275827,7.628654,-0.572958,0.2,0.187,0.0,1237666381588267786,2,,3,J003030.87-003422.6,,217164284160,2004.7702,1,24.283,2.139,22.526,0.251,21.484,0.14,20.382,0.073,19.513,0.121,,,,,,,,,,,0,,,,0.027069,7.628695,-0.572917,0.202,0.146,0.0,1237666407372030734,2,,3,J003030.88-003422.5,,217164284672,2004.7756,3,25.125,2.047,22.775,0.306,21.043,0.104,20.228,0.069,19.748,0.167,,,,,,,,,,,0,,,,0.143681
8.686897,-0.815649,21.5015,20.031553,19.727467,19.18467,18.213379,17.300392,16.852503,3.2398336,1.7740324,1.5140876,3.2881198,-999.0,-999.0,-999.0,0,none,J003444.85-004856.3,0.158,0.147,146.0,14.695,13.503,10.599,8.534,,,,0.037,0.04,0.09,0.325,,,,90001601241029257,0000,0,100n,AAAB,,0.154471,8.686909,-0.815681,0.055,0.051,90.0,1237663714407547282,2,,3,J003444.85-004856.4,*,68987912960,2003.8746,3,23.62,0.626,22.963,0.178,21.497,0.075,20.623,0.049,20.22,0.12,,,,,,,,,,,0,,,,0.124826,8.68694,-0.815674,0.052,0.051,0.0,1237653011366543614,2,,3,J003444.86-004856.4,*,35253360132880,2000.754,3,24.96,1.321,23.197,0.319,21.428,0.085,20.642,0.06,19.987,0.132,,,,,,,,,,,0,,,,0.241043
8.894525,-0.351774,21.6114,19.96295,19.662773,19.345064,18.798473,18.160852,18.1016,3.057327,1.9486272,0.86429965,2.8129268,-999.0,-999.0,-999.0,0,none,J003534.68-002106.3,0.339,0.309,130.0,15.549,15.01,12.421,8.769,,,,0.06,0.115,,,,,,90100001241008321,0000,0,00nn,ABUU,,0.231271,8.894519,-0.351789,0.071,0.063,0.0,1237667172393157292,2,,3,J003534.68-002106.4,*,105622137733392,2004.9505,3,23.277,0.433,22.811,0.142,21.761,0.089,20.811,0.06,20.633,0.207,,,,,,,,,,,0,,,,0.059473,8.894503,-0.351832,0.039,0.037,0.0,1237663783664419414,1,+,3,J003534.68-002106.5,*,68987912448,2003.8855,3,24.896,0.651,22.628,0.121,21.646,0.072,20.716,0.045,20.004,0.093,,,,0.63895,0.09956,0.59858,,,,,0,,,,0.011201
9.054472,-0.8752,21.8578,20.31352,19.822058,19.249277,18.864023,19.327871,19.262728,3.7676427,2.0357416,0.9580344,2.9937758,-999.0,-999.0,-999.0,0,none,J003613.07-005230.7,0.551,0.512,138.0,16.173,16.259,12.509,8.693,,,,0.086,0.333,,,,,,90001601241028100,0000,0,0nnn,ABUU,,0.269512,9.054494,-0.875204,0.116,0.084,0.0,1237657355701060247,2,,3,J003613.07-005230.7,,68987912448,2001.9415,3,23.716,0.899,24.389,0.577,22.064,0.141,21.144,0.088,20.298,0.133,,,,,,,,,,,0,,,,0.079284,9.054466,-0.875261,0.101,0.081,0.0,1237656970763436786,2,,3,J003613.07-005230.9,*,68987912960,2001.8161,3,24.263,1.365,24.345,0.733,21.633,0.119,20.696,0.076,20.02,0.171,,,,,,,,,,,0,,,,0.18138
9.47431,-0.864465,21.7524,19.709091,18.755983,18.263372,17.356277,15.874057,15.2813,3.4286172,2.9964159,1.3997067,4.3961225,-999.0,-999.0,0.860,TSPEC082718,QSO,J003753.83-005152.0,0.084,0.08,153.0,13.41,11.913,9.014,7.042,18.345,16.874,15.379,0.025,0.023,0.029,0.095,,,0.15,90001601241026744,0000,0,0001,AAAA,0.577,0.324274,9.474326,-0.864501,0.114,0.068,90.0,1237666660235215237,2,,3,J003753.83-005152.2,*,140806476398592,2004.8467,3,22.693,0.383,22.175,0.114,21.542,0.105,20.587,0.066,19.633,0.113,,,,,,,,,,,0,,,,0.14045,9.474388,-0.864525,0.091,0.068,90.0,1237663542089548193,2,,3,J003753.85-005152.2,*,140806476399360,2003.8118,3,22.104,0.215,22.103,0.095,21.736,0.101,20.662,0.056,19.724,0.087,,,,,,,,,,,0,,,,0.047664
10.314594,-0.742058,21.5817,20.469414,19.6422,19.084064,18.842009,19.396353,19.481527,3.9810998,1.9394987,0.80019176,2.7396903,-999.0,-999.0,-999.0,0,none,J004115.50-004431.4,0.723,0.669,134.0,16.55,16.61,12.626,8.414,,,,0.114,,,,,,,105100001241003940,0000,0,0nnn,BUUU,,0.457296,10.314568,-0.742077,0.214,0.21,0.0,1237646010550780501,2,,3,J004115.49-004431.4,,217164284160,1998.7333,3,26.912,0.961,23.198,0.915,20.77,0.149,19.832,0.091,19.253,0.194,,,,,,,,,,,0,,,,0.116983,10.314475,-0.742032,0.208,0.09,0.0,1237663478201254560,2,,3,J004115.47-004431.3,,2450547278080,2003.7981,3,23.354,1.215,24.07,0.948,21.302,0.134,20.39,0.086,19.539,0.148,,,,,,,,,,,0,,,,0.234535
10.372874,0.133633,21.3517,19.978182,19.558575,18.967634,18.608295,18.639807,18.708858,3.3864248,1.7931249,0.9502791,2.743404,-999.0,-999.0,2.1?,NIRES080418_0922,QSO?,J004129.48+000801.0,0.422,0.384,120.0,15.933,15.874,11.518,8.597,,,,0.071,0.224,0.212,,,,,105100001241016621,0000,0,0nnn,ABBU,,0.170871,10.372841,0.133575,0.042,0.037,90.0,1237663784201945704,1,,3,J004129.48+000800.8,*,105656464048472,2003.8855,3,24.854,0.933,23.464,0.284,21.28,0.071,20.646,0.056,20.205,0.156,,,,0.37276,0.04506,0.4121,,,,,0,,,,0.240508,10.372861,0.133563,0.09,0.059,0.0,1237660223689589443,2,,3,J004129.48+000800.8,*,105624251794192,2002.8289,3,24.674,1.567,24.587,0.83,21.117,0.079,20.477,0.07,19.719,0.148,,,,,,,,,,,0,,,,0.265118
11.777908,-0.831792,21.445,19.892275,19.672117,19.120352,18.818233,19.134884,19.119205,2.7627828,1.7728822,0.8538836,2.6267657,-999.0,-999.0,-999.0,0,none,J004706.69-004954.4,0.543,0.493,125.0,16.274,15.374,11.769,8.296,,,,0.091,0.176,,,,,,121001601241031638,0000,0,0nnn,ABUU,,0.502518,11.777957,-0.831865,0.078,0.065,0.0,1237663478201844404,2,,3,J004706.70-004954.7,*,68987912448,2003.7981,3,23.872,1.035,22.445,0.147,21.005,0.062,20.502,0.058,19.921,0.123,,,,,,,,,,,0,,,,0.315454,11.777963,-0.831872,0.05,0.047,90.0,1237645876876738818,2,,3,J004706.71-004954.7,*,160608490226504,1998.7169,3,23.057,0.465,22.491,0.149,21.009,0.058,20.522,0.059,19.922,0.142,,,,,,,,,,,0,,,,0.316344
11.819037,0.380541,21.1434,19.91221,19.479342,18.916168,18.47449,18.79018,18.857439,3.059858,1.6640584,1.0048522,2.6689105,-999.0,-999.0,-999.0,Gemini18B,QSO??,J004716.56+002249.9,0.499,0.449,121.0,16.163,15.265,11.817,8.172,,,,0.088,0.159,0.357,,,,,121100001241019808,0000,0,1nnn,ABCU,,0.34953,11.819014,0.380419,0.059,0.059,90.0,1237663204382474778,2,,3,J004716.56+002249.5,,68987912448,2003.7353,3,25.337,1.068,22.487,0.142,21.032,0.066,20.299,0.052,19.766,0.134,,,,,,,,,,,0,,,,0.445888,11.819014,0.380419,0.059,0.059,90.0,1237663204382474778,2,,3,J004716.56+002249.5,,68987912448,2003.7353,3,25.337,1.068,22.487,0.142,21.032,0.066,20.299,0.052,19.766,0.134,,,,,,,,,,,0,,,,0.135491
12.161527,0.28031,21.5359,20.1275,19.552826,19.139894,18.81935,18.422325,18.116707,2.3694742,1.983074,0.7334765,2.7165504,-999.0,-999.0,-999.0,0,none,J004838.76+001649.1,0.191,0.169,121.0,15.874,14.736,11.39,8.704,,,,0.071,0.106,0.241,0.442,,,,121100001241021111,0000,0,03nn,AABC,,0.152352,12.161527,0.280294,0.067,0.053,90.0,1237660236574622429,2,,3,J004838.76+001649.0,*,68987912192,2002.8316,3,22.839,0.494,21.89,0.091,21.273,0.083,20.732,0.079,20.144,0.206,,,,,,,,,,,0,,,,0.056953,12.161504,0.280279,0.086,0.058,90.0,1237663204382605896,2,,3,J004838.76+001649.0,*,68987912448,2003.7353,3,23.115,0.497,22.05,0.088,21.538,0.087,21.057,0.087,20.908,0.317,,,,,,,,,,,0,,,,0.013725
12.242047,-0.259671,21.428,20.205864,19.821133,19.118395,18.69751,18.420877,18.223461,4.2481666,1.6068666,1.1236228,2.7304893,-999.0,-999.0,999.0,NIRES092318,?,J004858.09-001534.8,0.216,0.197,121.0,15.831,15.462,11.985,8.697,,,,0.073,0.21,0.411,,,,,121100001241008545,0000,0,0nnn,ABCU,,0.274632,12.24206,-0.25966,0.162,0.094,90.0,1237646646734422531,2,,3,J004858.09-001534.7,,281543964623616,1998.8835,1,22.381,0.599,23.521,0.814,20.854,0.139,20.07,0.112,19.225,0.214,,,,,,,,,,,0,,,,0.060213,12.241994,-0.259626,0.145,0.064,90.0,1237663783665861415,1,+,3,J004858.07-001534.6,,268435712,2003.8855,3,26.205,0.516,23.217,0.323,21.478,0.108,20.472,0.063,19.796,0.132,,,,0.57133,0.03488,0.56483,,,,,0,,,,0.058021
12.480781,-0.786624,21.459,20.070227,19.792374,19.226503,18.75854,18.96958,19.012737,3.3446252,1.6666257,1.0338343,2.70046,-999.0,-999.0,-999.0,0,none,J004955.38-004711.8,0.474,0.428,126.0,16.149,15.59,12.051,8.482,,,,0.078,0.22,0.391,,,,,121001601241029253,0000,0,0nnn,ABCU,,0.06541,12.480799,-0.786637,0.087,0.063,0.0,1237660222616764812,2,,3,J004955.39-004711.8,,68987912960,2002.8289,3,25.125,0.993,22.863,0.184,21.462,0.087,20.805,0.073,20.49,0.198,,,,,,,,,,,0,,,,0.079517,12.480799,-0.786637,0.087,0.063,0.0,1237660222616764812,2,,3,J004955.39-004711.8,,68987912960,2002.8289,3,25.125,0.993,22.863,0.184,21.462,0.087,20.805,0.073,20.49,0.198,,,,,,,,,,,0,,,,0.026123
12.515489,-0.202029,21.5985,19.41552,18.999687,18.589474,18.230623,18.57537,18.57858,3.9636133,2.5988119,0.76906383,3.3678756,-999.0,-999.0,-999.0,Gemini,none,J005003.71-001207.3,0.288,0.263,122.0,15.305,15.255,12.019,8.809,,,,0.05,0.169,0.439,,,,,121100001241009595,h000,0,2nnn,ABCU,,0.260807,12.515468,-0.202057,0.079,0.071,0.0,1237656907434295772,2,,3,J005003.71-001207.4,*,68987912192,2001.7888,3,22.382,0.383,21.742,0.097,20.421,0.046,19.604,0.036,19.05,0.085,,,,,,,,,,,0,,,,0.127132,12.515429,-0.20205,0.053,0.036,0.0,1237660236037947778,2,,3,J005003.70-001207.3,*,68987912704,2002.8316,3,23.059,0.539,21.741,0.081,20.459,0.042,19.708,0.034,19.376,0.099,,,,,,,,,,,0,,,,0.091913
12.585739,-0.430182,21.1146,19.916998,19.537792,18.88238,18.449102,18.361729,18.370527,3.2422082,1.5768068,1.0886897,2.6654963,-999.0,-999.0,-999.0,0,none,J005020.57-002548.6,0.374,0.34,122.0,15.609,15.514,11.887,8.568,,,,0.063,0.215,0.348,0.399,,,,121100001241011022,0000,0,0nnn,ABBC,,0.277055,12.585716,-0.430206,0.099,0.051,90.0,1237653011905118579,2,,3,J005020.57-002548.7,,68987912960,2000.754,3,24.521,1.753,22.251,0.172,20.899,0.073,19.976,0.045,19.628,0.135,,,,,,,,,,,0,,,,0.120076,12.585675,-0.430165,0.06,0.039,90.0,1237663542627729993,2,,3,J005020.56-002548.5,,68987912704,2003.8118,3,23.215,0.541,22.686,0.152,21.268,0.065,20.275,0.041,19.759,0.09,,,,,,,,,,,0,,,,0.228814
12.702896,0.456551,21.2488,20.038279,19.534382,19.237791,18.31422,16.821789,16.27835,2.3249185,1.7144182,1.2201613,2.9345794,1.0799999,0.71,-999.0,0,none,J005048.69+002723.5,0.128,0.123,112.0,14.313,12.855,9.836,6.795,,,,0.032,0.034,0.088,0.107,,,,121100001241023720,0000,0,01nn,AAAA,,0.074692,12.7029,0.456511,0.059,0.054,90.0,1237663527060767060,2,,3,J005048.69+002723.4,,68987912192,2003.8091,3,22.919,0.463,21.809,0.079,21.16,0.074,20.564,0.066,19.99,0.139,,,,,,,,,,,0,,,,0.145821,12.702925,0.45652,0.11,0.083,90.0,1237646647808361007,2,,3,J005048.70+002723.4,*,140806476399360,1998.8835,1,22.159,0.237,21.961,0.116,21.162,0.101,20.437,0.08,19.824,0.157,,,,,,,,,,,0,,,,0.130106
13.01886,0.331275,20.9057,19.13795,19.150032,18.646292,18.090773,17.164408,16.80752,2.9980676,1.7556684,1.0592593,2.8149276,-999.0,-999.0,-999.0,0,none,J005204.52+001952.5,0.077,0.073,116.0,14.592,13.271,10.737,7.908,,,,0.034,0.045,0.189,,,,,136100001241018645,0000,0,0nnn,AABU,,0.294363,13.018872,0.331248,0.049,0.042,0.0,1237660008943452555,2,,3,J005204.52+001952.4,,68987912192,2002.7744,3,23.097,0.622,22.432,0.123,20.924,0.056,20.048,0.036,19.725,0.111,,,,,,,,,,,0,,,,0.105078,13.018903,0.331259,0.059,0.055,0.0,1237666408448131440,2,,3,J005204.53+001952.5,*,68987912448,2004.7756,3,24.766,1.332,22.008,0.1,20.903,0.059,20.089,0.038,19.362,0.08,,,,,,,,,,,0,,,,0.272875
