counter,RA,DEC,G_mag,R_mag,J_mag,K_mag,W1mag,W2mag,petro_g,petro_r,Fpk,Hpk,redshift,specObjID,class,U_mag,I_mag,Z_mag
5,00:00:35.67,+00:57:16.6,22.5714,21.4646,19.176252,18.133766,17.54958,17.5643,4.633912937164307,3.947581569671631,-999.0,-999.0,-999.0,0,none,23.912,20.691,19.999
236,23:55:45.45,-00:11:21.8,22.4901,22.6377,20.213734,18.047157,17.674706,17.11865,3.339135509490967,3.3213626861572267,25.24,-999.0,2.53,Gemini,QSO,24.651,22.554,21.701
120,22:20:13.89,+00:11:48.0,23.0467,21.4978,19.955538,18.891333,19.3694,19.223328,4.6600485534667975,3.6987669525146485,-999.0,-999.0,1.93?,NIRES092218,QSO?,24.533,20.604,20.15
47,00:48:58.08,-00:15:34.6,24.0693,21.428,19.821133,18.69751,18.420877,18.223461,0.0,14.167803955078126,-999.0,-999.0,999.0,NIRES092318,?,26.21,20.484,19.812
53,00:52:37.69,+00:22:34.7,23.4212,21.7223,19.65363,18.301104,17.348104,17.021675,4.976294609069824,5.207859455108643,-999.0,-999.0,-999.0,0,none,25.068,20.748,20.278
161,22:53:00.94,+00:06:13.2,21.7819,20.8818,18.756773,17.888144,16.709618,16.375813,4.160851295471192,3.8158562507629394,-999.0,0.35,0.820,TSPEC082818,QSO,25.021,19.76,19.743
91,02:10:50.30,+00:09:36.3,23.5632,22.3757,20.576773,18.546062,17.060972,16.695597,3.9776380004882816,3.165592638015747,-999.0,-999.0,0.59,Gemini,QSO/AGN,25.818,21.108,21.51
75,01:59:07.42,-00:00:28.1,22.7116,21.8037,18.999475,18.190443,18.31191,18.279144,6.788564414978028,5.680659381866455,-999.0,-999.0,999.0,TSPEC082918,NL??,23.012,19.629,19.177
223,23:47:46.28,+00:17:18.7,23.0721,21.4338,19.83519,18.58587,19.20618,19.183153,6.643771476745606,6.1628685836792,-999.0,-999.0,-999.0,0,none,25.162,20.706,20.407
88,02:08:15.52,+00:24:20.6,22.1142,21.132,19.566977,18.530066,17.7003,17.527111,5.42165185546875,3.7928563041687013,-999.0,-999.0,0.551,Gemini18B,QSO,23.038,20.373,20.087
175,23:08:31.85,-00:18:43.0,22.3634,20.7532,19.131529,18.049341,18.006533,17.978643,5.426617641448975,5.246018096923828,-999.0,-999.0,999.0,TSPEC082918,??,26.078,20.128,19.587
100,02:20:24.54,+00:20:00.0,24.1987,23.1083,19.858755,18.855892,18.560385,18.136868,4.60411784362793,3.438975036621094,-999.0,-999.0,2.26,Gemini,QSO,25.699,21.397,21.197
181,23:17:37.44,+00:36:09.2,23.462,21.5359,19.866264,18.80444,18.880075,18.975649,4.798308437347412,6.318116901397706,-999.0,-999.0,999.0,NIRES080318,?,22.719,20.382,19.703
204,23:35:48.47,-00:13:58.1,22.9896,21.5389,19.81245,18.87862,18.787828,18.653955,4.457494789123535,4.450437927246094,-999.0,-999.0,-999.0,0,none,24.815,20.971,20.627
170,23:05:04.11,+00:50:12.6,22.6179,21.0459,19.357265,18.364195,18.233847,18.073605,5.600683753967285,4.863387084960937,-999.0,-999.0,-999.0,0,none,25.983,20.438,19.601
42,00:41:15.48,-00:44:31.1,23.6233,21.5817,19.6422,18.842009,19.396353,19.481527,5.147485256195068,6.604567108154297,-999.0,-999.0,-999.0,0,none,23.352,20.403,19.56
197,23:28:11.55,+00:13:16.7,22.5696,21.5636,19.985415,18.857218,18.152271,18.05265,4.5764138259887694,5.619240211486817,-999.0,-999.0,-999.0,0,none,25.82,20.754,20.204
179,23:15:42.01,+00:13:04.0,22.5182,21.826,19.542757,18.647974,17.687464,17.762646,5.1819847984313965,6.271071659088135,-999.0,-999.0,999.0,NIRES091818,?,21.886,20.241,19.921
35,00:26:37.47,-00:23:22.8,22.5556,21.7125,19.535555,18.810768,18.466146,18.51755,5.373561641693115,4.546880069732667,-999.0,-999.0,-999.0,0,none,24.072,20.912,19.73
99,02:20:16.96,-00:29:16.5,22.9192,21.5821,20.02377,18.86577,19.209831,19.1034,5.047906688690186,5.294891944885254,-999.0,-999.0,-999.0,0,none,25.503,21.001,20.716
44,00:47:06.73,-00:49:54.6,22.4349,21.445,19.672117,18.818233,19.134884,19.119205,3.7217665214538576,4.024944202423096,-999.0,-999.0,-999.0,0,none,,,
153,22:49:00.14,-00:18:04.3,23.9491,21.6459,19.870897,18.817608,18.98873,18.921543,4.700559608459473,7.371920585632324,-999.0,-999.0,-999.0,0,none,24.957,21.766,21.462
59,01:50:32.51,+00:58:34.5,22.3923,21.8449,19.753225,18.826435,18.119349,17.587133,3.3119541664123537,3.245046157836914,-999.0,-999.0,-999.0,0,none,23.177,20.742,20.407
129,22:25:10.73,+00:37:25.0,22.4233,21.0541,19.360802,17.154995,20.263508,20.360723,4.223577907562256,3.3830439491271975,-999.0,-999.0,-999.0,0,none,24.638,20.232,19.833
241,23:59:05.67,-00:17:38.2,23.0456,21.4479,19.723139,18.637936,19.01207,18.926954,4.3986886138916015,4.104397911071778,-999.0,-999.0,-999.0,NIRES092218,none,22.999,20.758,20.515
221,23:46:51.15,+00:50:37.0,22.4964,21.4684,19.481907,18.613375,17.799837,17.882986,4.678605388641357,5.165519416809082,-999.0,-999.0,.866,NIRES080318,QSO,22.651,20.459,19.714
225,23:49:11.85,-00:13:00.8,22.8922,21.497,19.51373,18.746956,19.407831,19.131176,4.35164412689209,3.6694945335388187,-999.0,-999.0,-999.0,0,none,23.873,20.839,19.998
107,22:11:30.28,-00:49:53.2,22.2006,21.1637,19.185528,18.322132,18.5239,18.499638,5.410151882171631,6.666248748779298,-999.0,-999.0,-999.0,0,none,26.402,19.405,19.117
14,00:15:11.16,+00:46:17.2,22.7267,21.7316,19.629282,18.54679,17.985064,17.977507,6.769223945617676,5.5771611328125,-999.0,-999.0,-999.0,Gemini18B,none,24.859,20.839,20.028
144,22:42:39.82,-00:38:47.7,23.4932,22.0036,19.875326,18.172308,17.212803,16.93403,5.351346462249756,5.8821681747436525,1.34,0.83,0.61,Gemini,NLAGN,25.026,21.479,21.437
228,23:51:03.46,-00:13:38.9,23.2486,22.1326,20.11738,18.899805,18.02873,18.040573,4.067022903442383,3.989399311065674,-999.0,-999.0,-999.0,0,none,22.699,20.742,20.256
210,23:39:23.31,+00:38:19.9,23.08,21.3445,19.843487,18.616552,18.704168,18.59565,6.77340609741211,6.1887436180114745,-999.0,-999.0,999.0,NIRES092318,?,23.411,20.346,19.453
61,01:51:12.70,-00:41:59.3,23.1224,21.4989,19.827023,18.819948,18.81853,18.772259,3.941309097290039,5.710715812683106,-999.0,-999.0,-999.0,0,none,25.671,20.375,19.907
28,00:22:45.11,+00:25:00.8,22.4254,21.3845,19.575296,18.56883,17.666836,17.54623,5.467651371002198,5.614013088226319,-999.0,-999.0,-999.0,0,none,23.221,20.267,19.78
72,01:57:26.77,-00:09:38.7,22.6741,21.3599,19.746346,18.470629,18.689508,18.614697,6.912971534729004,5.520706993103028,-999.0,-999.0,-999.0,Gemini18B,none,25.554,20.79,20.076
142,22:38:54.51,-00:46:48.6,23.318,21.6493,19.63393,18.777521,18.080412,18.011179,5.6665460357666015,5.508946060180664,-999.0,-999.0,-999.0,NIRES080318,weak-det,23.773,19.755,19.109
98,02:19:24.01,+00:09:31.6,23.3084,21.7237,20.20349,18.886705,18.14731,18.209833,7.166491355895997,7.216149971008301,-999.0,-999.0,-999.0,0,none,23.8,20.688,19.963
154,22:49:25.58,+00:40:31.8,23.8438,21.9546,19.999817,18.897232,18.730165,18.808495,4.407313877105713,5.161859939575195,-999.0,-999.0,-999.0,0,none,23.193,20.122,19.872
137,22:31:40.36,+00:26:24.3,22.9179,21.5276,19.536808,18.790472,17.990324,17.861074,3.2513182525634767,3.5900412025451662,-999.0,-999.0,-999.0,0,none,25.076,20.321,19.827
87,02:07:09.82,+01:00:00.0,22.8359,21.5775,20.065105,18.785833,17.80008,17.530842,5.736851806640625,5.673602897644043,-999.0,-999.0,0.614,NIRES092318,QSO,22.63,20.804,20.519
173,23:07:07.46,-00:22:37.4,22.9015,21.4061,19.835749,18.801311,19.03053,18.933851,4.909124507904053,5.471310092926026,-999.0,-999.0,-999.0,0,none,,,
101,02:20:52.74,+00:12:32.2,22.6398,21.2897,19.590958,18.388466,17.174377,16.862614,7.695745422363282,7.908753433227539,-999.0,-999.0,-999.0,0,none,23.382,20.152,19.51
134,22:27:59.75,+00:37:08.4,22.3075,21.0265,19.264458,18.350256,18.041807,18.13056,5.031179969787598,4.441029407501221,-999.0,-999.0,-999.0,0,none,22.197,20.237,19.643
143,22:40:30.68,-00:54:20.0,23.6087,21.538,19.724396,18.710655,18.534485,18.585701,5.610092273712159,7.3389883117675785,-999.0,-999.0,0,NIRES092218,star,26.129,21.235,20.564
68,01:56:24.81,-00:14:58.7,22.6757,22.2178,19.703093,18.6483,17.489199,16.820826,3.8365034065246584,3.7217665214538576,-999.0,-999.0,1.528,NIRES080418_0922,QSO,23.342,21.16,20.355
119,22:19:31.16,+00:26:29.8,22.5225,20.9277,19.205976,18.257269,18.544968,18.419746,4.98204440689087,5.1937461090087895,-999.0,-999.0,999.0,TSPEC083018,??,24.371,20.213,20.361
54,00:53:12.69,+00:00:28.5,21.026,20.8156,18.985386,18.093754,18.002626,18.075323,6.851814079284669,6.870631874084473,-999.0,-999.0,-999.0,0,none,21.943,18.967,18.563
8,00:03:35.28,-00:51:11.5,22.7775,21.6727,19.68032,18.82614,18.495144,18.555216,4.977339580535889,4.570402313232422,-999.0,-999.0,-999.0,0,none,22.421,20.545,19.892
235,23:55:36.85,-00:16:00.1,22.1121,21.2792,19.534441,18.671068,18.602219,18.268713,4.342757904052735,4.107011283874512,-999.0,-999.0,-999.0,0,none,23.448,20.473,19.669
148,22:44:42.43,+00:13:55.8,23.5527,21.8584,19.961582,18.726618,17.940624,18.015509,8.357246726989747,5.901508266448975,-999.0,-999.0,999.0,NIRES092218,?,26.752,20.603,19.909
69,01:56:54.09,-00:16:59.1,23.359,22.0483,19.548601,18.845137,17.718231,17.39633,3.6600856361389162,3.544041687011719,-999.0,-999.0,-999.0,0,none,23.685,21.078,20.378
103,22:06:27.64,+00:33:32.0,22.9048,21.2536,19.728151,18.629257,18.134697,18.218039,6.598817687988282,6.079233478546143,-999.0,-999.0,999.0,NIRES080218,??,24.117,20.127,19.516
157,22:50:48.71,-00:28:18.2,22.6612,21.377,19.73506,18.711393,19.144758,18.869888,7.723188102722168,4.791512912750244,-999.0,-999.0,999.0,NIRES092218,?,25.712,20.615,19.892
111,22:14:33.20,-00:33:55.9,23.0674,21.4581,19.703657,18.550323,18.480854,18.491678,6.247288455963135,6.358104904174805,-999.0,-999.0,-999.0,Gemini,??,27.153,20.489,20.909
113,22:15:46.88,-01:01:21.2,23.2509,21.4481,19.943037,18.72312,18.765358,18.647976,6.715906608581543,6.170709835052491,-999.0,-999.0,-999.0,0,none,25.269,20.988,20.326
193,23:27:08.60,-00:24:57.4,23.2947,21.5335,19.628942,18.893177,19.144272,19.218428,5.678307346343995,6.193447689056397,-999.0,-999.0,-999.0,0,none,26.593,20.12,19.821
231,23:54:13.88,-00:59:47.8,23.747,21.9869,20.294317,18.862354,18.756699,18.797974,3.5307123527526856,6.250163166046143,-999.0,-999.0,-999.0,Gemini,none,22.895,20.349,19.68
174,23:07:10.93,+00:49:22.5,23.7588,21.8108,20.15876,18.586742,18.616959,18.658789,6.445660446166992,7.014902137756348,-999.0,-999.0,-999.0,Gemini18B,??,24.349,20.435,20.43
218,23:45:42.89,-00:18:06.5,23.4904,21.5446,20.01014,18.768414,18.729773,18.819674,4.069375316619873,5.35003902053833,-999.0,-999.0,-999.0,0,none,25.15,20.56,19.968
158,22:51:06.19,-00:35:09.2,23.2218,21.4543,19.675415,18.644983,18.759281,18.759615,9.889862983703614,4.810331085205078,-999.0,-999.0,-999.0,NIRES092218,none,25.488,20.618,19.723
96,02:18:22.69,+00:25:38.8,22.0105,21.4954,19.616907,18.607805,19.080065,19.137821,6.565101402282715,5.879554801940918,-999.0,-999.0,999.0,NIRES092218,?,23.706,19.922,19.457
3,00:00:16.67,+00:05:22.5,23.3576,21.6781,19.708937,18.771132,18.017138,17.556839,5.721170059204102,6.595680885314942,-999.0,-999.0,999.0,NIRES080218,?,24.172,20.331,19.949
82,02:03:36.57,+00:41:51.7,22.9165,21.3897,19.685446,18.74491,19.061583,19.056417,4.135237976074219,4.223577907562256,-999.0,-999.0,-999.0,NIRES092218,none,24.393,20.634,19.948
209,23:38:19.14,+00:25:37.5,22.7039,21.4185,19.545547,18.476404,18.622126,18.66442,3.9538544197082524,4.991453304290772,-999.0,-999.0,-999.0,Gemini18B,none,26.351,20.393,19.806
92,02:13:45.44,+00:24:36.4,23.3875,23.2332,19.695654,18.355148,17.307598,16.699816,4.189339702606201,4.37777974319458,1.36,1.09,-999.0,0,none,26.354,21.735,21.519
77,01:59:33.91,+00:22:30.6,23.6137,21.6956,19.909418,18.669964,18.890892,18.727045,5.56174072265625,4.871489295959472,-999.0,-999.0,999.0,NIRES092318,?,25.042,21.149,19.92
162,22:55:30.02,-00:39:06.6,22.9867,21.2927,19.713392,18.670637,18.865507,18.671917,4.8456142616271975,5.196098522186279,-999.0,-999.0,999.0,NIRES091818,?,23.585,20.517,19.89
22,00:19:53.94,+00:32:02.7,23.6121,21.4346,19.424898,18.715292,18.622532,18.253471,3.2413866806030276,3.0610484733581544,-999.0,-999.0,-999.0,0,none,23.157,20.176,19.309
217,23:44:18.71,-00:36:09.6,23.5552,22.2729,20.008617,18.816364,18.055857,18.073925,4.292315654754639,4.104658870697022,-999.0,-999.0,-999.0,0,none,25.279,21.211,20.433
93,02:16:26.11,-00:13:01.0,22.4859,21.6544,19.642962,18.694187,18.135307,17.726,3.996455795288086,3.263863952636719,-999.0,-999.0,999.0,NIRES092318,?,23.732,,
183,23:22:10.18,-00:14:50.2,22.9699,21.3655,19.660084,18.333895,18.217361,18.272192,5.195053173065186,4.885602264404297,-999.0,-999.0,-999.0,0,none,22.722,20.621,20.321
7,00:02:16.11,+00:37:17.9,22.115,22.3845,19.731567,18.790096,18.9538,18.83985,9.14132805633545,6.2263795852661135,-999.0,-999.0,-999.0,0,none,,,
27,00:22:24.45,+00:52:00.9,23.1784,21.6555,19.605831,18.59778,19.033134,18.982973,4.010569519042969,4.325769470214844,-999.0,-999.0,-999.0,0,none,24.006,21.156,20.498
147,22:44:30.21,+00:32:31.2,23.3099,21.7897,19.615976,18.8566,17.827799,17.109653,2.966174732208252,2.987867614746094,-999.0,-999.0,-999.0,0,none,23.982,20.803,20.233
86,02:05:25.48,+01:02:07.6,22.4725,21.5082,19.950455,18.821999,17.087954,16.438395,5.7159433135986335,5.751226867675782,95.87,68.43,-999.0,0,none,22.787,21.007,19.84
58,01:50:04.17,-00:48:54.6,22.9078,21.7119,19.672216,18.832945,18.857979,18.336483,3.7753451957702637,3.008776485443115,-999.0,-999.0,-999.0,0,none,25.299,21.022,19.927
21,00:19:49.63,+00:41:16.5,21.9286,21.0621,19.548784,18.11601,16.779903,16.25257,6.330138793945313,7.30605754852295,-999.0,-999.0,-999.0,0,none,,,
149,22:45:30.70,+00:00:48.1,23.1277,21.7985,20.037848,18.781353,17.91845,17.8081,4.782888027191162,4.706832080841065,-999.0,-999.0,-999.0,0,none,24.904,21.259,20.598
94,02:17:08.72,+00:19:29.2,23.3835,21.6818,19.951826,18.865675,18.773642,18.806326,11.441296279907228,8.415792320251466,-999.0,-999.0,-999.0,0,none,27.108,20.83,20.369
156,22:50:18.05,-00:12:12.5,22.4923,20.868,19.175581,18.219614,18.58247,18.631426,6.280480934143067,5.896281520843506,-999.0,-999.0,999.0,TSPEC083018,??,22.668,20.077,19.446
138,22:32:29.33,+00:52:16.1,24.5428,22.4393,19.513147,18.722,17.447687,16.908815,2.4902381916046146,2.749507432937622,-999.0,-999.0,1.374,Gemini,QSO,24.959,21.052,20.443
155,22:50:17.18,+00:41:53.0,22.3299,21.221,19.523342,18.447979,17.709066,17.595415,4.368109886169433,4.112761081695557,-999.0,-999.0,-999.0,0,none,23.589,20.463,20.059
169,23:03:30.54,-00:21:55.6,23.1977,21.3927,19.336523,18.465664,17.904568,17.980604,4.068068252563477,3.640222492218018,-999.0,-999.0,-999.0,0,none,22.583,20.533,20.114
159,22:51:13.12,-00:45:55.8,22.8015,21.309,19.41985,18.704971,18.505428,18.58494,4.620844562530518,4.462199237823486,-999.0,-999.0,-999.0,NIRES092218,none,23.399,20.073,19.583
222,23:46:58.42,-00:38:06.5,23.2825,22.2705,19.330584,17.262726,15.530456,14.790944,5.241051933288574,4.667889427185059,-999.0,-999.0,-999.0,0,none,25.211,21.078,20.088
122,22:22:15.16,+00:38:47.0,23.0037,21.3099,19.6581,18.424793,18.299309,18.373543,5.19374573135376,6.962630905151368,-999.0,-999.0,-999.0,0,none,24.634,20.599,19.677
114,22:16:19.55,-00:49:09.0,23.3471,21.4086,19.533133,18.320763,18.241446,18.321165,5.611922012329102,6.301650764465332,-999.0,-999.0,-999.0,0,none,25.436,20.643,19.877
46,00:48:38.76,+00:16:49.0,21.9223,21.5359,19.552826,18.81935,18.422325,18.116707,4.884295955657959,4.668935153961182,-999.0,-999.0,-999.0,0,none,23.112,21.066,20.919
117,22:18:33.98,-00:31:41.9,22.6182,21.5453,19.909595,18.715322,17.99036,17.7839,7.57944051361084,5.316062530517578,-999.0,2.235,-999.0,NIRES092218,QSO?,24.457,19.08,18.31
66,01:55:32.45,+00:00:27.4,22.0488,21.0772,19.253906,18.28835,18.618723,18.49646,5.97207612991333,4.798569774627686,-999.0,-999.0,-999.0,0,none,23.003,19.999,19.499
115,22:17:07.76,+00:09:24.5,22.9335,21.0136,19.458551,18.305244,18.29643,18.372522,4.77347912979126,6.5556925048828125,-999.0,-999.0,-999.0,0,none,22.687,20.261,19.694
90,02:09:30.43,+00:24:00.3,23.0074,21.3728,19.523605,18.196886,17.13543,16.662699,3.6694941558837892,4.165033069610596,-999.0,-999.0,999.0,TSPEC083018,??,23.303,20.213,19.606
215,23:43:12.41,+00:02:16.8,23.1499,21.4187,19.694263,18.549038,18.228247,18.035093,4.464551651000977,4.7280022888183595,-999.0,-999.0,0.415?,Gemini18B,AGN,25.396,20.881,19.985
177,23:14:16.62,+00:06:13.8,22.9303,22.8443,19.860361,18.223532,16.894344,16.395842,4.045852695465088,3.0971158504486085,-999.0,-999.0,-999.0,Gemini,?,23.265,21.577,20.984
67,01:55:32.84,+00:06:34.2,22.5862,21.2838,19.543222,18.550753,18.114252,18.003977,5.657921527862549,5.050259479522706,-999.0,-999.0,-999.0,Gemini18B,none,24.798,20.29,20.021
2,00:00:15.00,-00:34:43.5,24.2109,22.2703,19.78327,18.481094,17.63439,17.652925,3.165592638015747,5.445174476623535,-999.0,-999.0,-999.0,Gemini,none,26.408,20.528,19.48
136,22:29:27.38,+00:19:56.0,23.7023,22.126,20.285515,18.564192,17.807322,17.590422,4.997203102111817,5.101747455596924,-999.0,-999.0,0.615,Gemini,QSO,26.816,20.58,20.545
29,00:23:11.67,+00:38:13.7,23.3677,21.8579,19.786095,18.42485,18.676977,18.7132,4.035921123504639,3.996455795288086,-999.0,-999.0,-999.0,Gemini18B,none,25.03,20.378,20.04
240,23:58:59.67,-00:20:31.5,24.1739,22.1638,20.045828,18.689875,17.564264,17.57074,6.77026929473877,5.146701244354248,-999.0,-999.0,-999.0,NIRES091818,none,23.076,21.251,20.014
184,23:22:50.27,+00:55:01.3,22.4816,21.1675,19.51542,18.558062,18.733658,18.824621,4.261213874816895,4.706832080841065,-999.0,-999.0,-999.0,0,none,25.529,20.521,20.088
234,23:55:33.86,-00:12:10.0,22.9461,21.5711,19.306894,18.12852,16.99459,16.607683,4.004819343566894,4.306690338134766,-999.0,-999.0,-999.0,0,none,23.742,20.04,19.858
