RA,DEC,U_mag,G_mag,R_mag,I_mag,Z_mag,J_mag,H_mag,K_mag,W1mag,W2mag,SPEC_Z,SPEC_CLASS
18.64420319,-0.06110511,21.977886,20.524366,19.619535,19.162802,18.850441,18.439688,18.236525,18.062298,18.54507,18.72395,0.17850646,GALAXY
20.55695915,-0.420422792,22.742554,20.942364,19.618982,19.109556,18.766226,18.413551,18.21107,17.940853,18.69558,18.823706,0.24030887,GALAXY
19.4020462,0.052000333,25.427958,20.955782,19.617697,19.140894,18.822443,18.559597,18.343697,18.299828,18.686491,18.85531,0.30659986,GALAXY
322.3617526,0.071528118,21.772707,20.833755,19.604689,19.107351,18.721819,18.39786,18.051794,17.724918,,,0.4217528,GALAXY
19.76322556,-0.428810477,21.203249,20.286514,19.603685,19.213894,18.981098,18.574905,18.398048,18.272823,18.865513,19.092066,0.1608668,GALAXY
343.6499329,1.061346412,20.2807,20.558144,19.598677,19.191751,18.767189,18.52864,18.222038,17.91831,18.174566,18.082584,0.328,GALAXY
15.62463951,-0.438500702,21.55143,20.051779,19.598257,19.346455,19.14429,19.386429,19.249546,,19.740314,20.018599,0.050019793,GALAXY
322.2989524,-0.077813624,21.942139,20.810265,19.575846,18.923857,18.569603,18.22332,17.833708,17.61264,,,0.43,GALAXY
356.7995676,1.032000191,21.262497,20.418865,19.565544,19.219437,18.894323,18.617586,18.4863,18.094427,,,0.266286,GALAXY
25.04975891,-0.303771794,21.31945,20.561232,19.564688,19.138527,18.83835,18.57858,18.18717,17.947533,18.432327,18.483282,0.391486,GALAXY
27.48651886,0.093284145,21.770525,20.659672,19.526697,19.03878,18.696,18.407207,18.031677,17.735271,18.102882,18.035324,0.34977093,GALAXY
334.672821,-0.152660802,23.096014,20.926674,19.511644,19.041178,18.608578,18.33434,18.022322,17.773869,18.153746,18.047441,0.37,GALAXY
16.73449516,-0.247635648,21.167126,19.90284,19.49155,19.249393,19.170324,19.10813,19.013273,19.148987,19.695093,19.905512,0.07996698,GALAXY
14.83764553,0.517114699,23.019222,21.024878,19.49051,18.923038,18.58436,18.47225,18.118734,17.786806,18.039051,18.056704,0.3748477,GALAXY
334.3772278,0.152426153,22.156265,20.705349,19.472801,18.968157,18.635872,18.373821,18.090017,17.771202,18.390411,18.444975,0.322,GALAXY
9.744305923,1.027134765,21.406454,20.491236,19.443779,19.039238,18.727291,18.357683,18.00592,17.721922,18.056227,17.949179,0.3566064,GALAXY
359.3340149,0.670105755,21.28156,20.461685,19.423018,18.984503,18.707685,18.372723,18.247358,17.96162,18.289272,18.179789,0.2206938,GALAXY
27.04214478,0.012920031,22.679085,20.97083,19.420868,18.83053,18.35024,18.13478,17.661795,17.296001,17.28578,17.116133,0.37124,GALAXY
44.21487808,-0.064277925,20.504118,20.051052,19.42063,19.050453,18.800562,18.924145,18.789707,18.764051,,,0.3940777,GALAXY
25.00784302,0.470602602,21.795631,20.781475,19.409676,18.839104,18.471062,18.207146,17.937693,17.706284,18.032906,18.144249,0.402822,GALAXY
19.45505333,-0.090356119,21.274433,20.232262,19.409628,19.0099,18.7943,18.458944,18.226343,18.032114,18.475533,18.408508,0.23413797,GALAXY
16.5220108,-0.549532771,23.09189,20.80531,19.405989,18.882362,18.551723,18.161062,17.941364,17.714958,18.351387,18.50754,0.25908074,GALAXY
19.42974854,-0.189205274,23.47324,20.902594,19.398624,18.352345,17.928274,18.081533,17.468187,17.140041,16.855675,17.120113,0.5581191,GALAXY
26.75279045,0.178956553,21.291174,20.438055,19.385574,18.9742,18.693968,18.449173,18.184319,18.00865,18.29032,18.408043,0.35330546,GALAXY
26.56946182,0.140146047,21.075745,20.14376,19.384119,19.002113,18.772268,18.453213,18.392216,18.242798,18.874887,19.046719,0.21564257,GALAXY
14.8639679,-0.187076211,22.07281,20.710203,19.36475,18.766054,18.403437,18.13457,17.786089,17.566961,17.675385,17.784101,0.41668215,GALAXY
354.6266904,0.417547266,20.825127,20.226297,19.35783,18.862562,18.509712,18.437014,18.112078,17.880718,17.693195,17.802876,0.463707,GALAXY
28.28053121,1.098587949,21.262625,20.172401,19.355371,18.97301,18.705097,18.376724,18.197412,18.157671,,,0.181,GALAXY
20.96702385,0.626484632,21.869898,20.462223,19.352333,18.914242,18.608774,18.271193,18.041132,17.786795,18.596237,18.717205,0.2562311,GALAXY
26.19728279,-0.15187718,20.671667,20.138248,19.331684,18.977734,18.60924,18.586475,18.296997,17.926939,18.127495,18.09604,0.3884065,GALAXY
335.0338135,-0.335073858,22.432955,20.618076,19.331587,18.822742,,18.43908,18.220724,17.953722,17.873526,17.856527,0.329,GALAXY
333.9633484,0.792343915,22.538845,20.647131,19.31086,18.757835,18.273066,17.91731,17.527443,17.142721,17.636503,17.624878,0.32,GALAXY
25.52206421,-0.387362003,22.27902,20.652134,19.308846,18.753323,18.379341,17.947657,17.64061,17.357645,18.004929,18.175655,0.279743,GALAXY
38.76663971,-0.708707511,21.756948,20.3628,19.302444,18.837255,18.453499,18.173075,,17.508183,,,0.2838444,GALAXY
23.25086975,-0.585983872,20.794641,20.147972,19.30166,18.989252,18.707048,18.493639,18.384754,17.94542,18.39169,18.345745,0.35717085,GALAXY
24.99011993,0.12318027,21.316887,20.35166,19.293892,18.868088,18.507961,18.15899,17.875475,17.576517,18.024403,18.197128,0.3129,GALAXY
45.72147097,-0.034034633,20.40304,19.618238,19.287493,19.137926,19.103994,19.061312,19.147432,,,,0.1656627,GALAXY
16.64620399,-0.374089479,22.027086,20.455837,19.28685,18.814882,18.520025,18.496765,18.278837,18.233646,18.419968,18.53011,0.26042205,GALAXY
27.08231544,0.184346423,21.423765,20.294544,19.271807,18.82548,18.560316,18.449797,18.189325,18.058687,18.492268,18.948061,0.2051184,GALAXY
334.2481995,-0.325096279,21.435646,20.002575,19.270956,18.891893,18.63916,18.306808,18.097706,18.063845,18.729021,19.020338,0.13,GALAXY
19.28098488,-0.147421122,22.442007,20.330612,19.26931,18.756544,18.366396,17.931309,17.612968,17.488453,18.122955,18.384651,0.15010874,GALAXY
17.29047585,-0.13149406,21.214615,20.238592,19.264915,18.885082,18.536577,18.415648,18.282951,18.101917,17.979656,18.034561,0.2815065,GALAXY
334.4034119,-0.00968538,21.537205,20.28785,19.26132,18.816605,18.378199,18.104824,17.726645,17.311493,17.606295,17.463463,0.29,GALAXY
17.42084694,-0.038695142,21.249472,20.27303,19.256954,18.86008,18.549109,18.615084,18.374529,17.930542,18.290787,18.299639,0.297494,GALAXY
24.94908714,-0.086083867,21.22776,20.305899,19.251444,18.841246,18.48416,18.228743,18.024397,17.674095,18.195198,18.142803,0.348629,GALAXY
352.9980164,0.287346363,21.469032,20.130047,19.23736,18.808228,18.554718,18.20137,18.016663,17.808529,18.468306,18.62378,0.1856313,GALAXY
21.60303688,0.161507264,22.046604,20.546207,19.228495,18.693758,18.428282,18.082254,17.839405,17.63232,17.978123,18.090076,0.27315027,GALAXY
20.42815971,-0.063957758,21.775362,20.25359,19.228146,18.775623,18.49657,18.259405,17.969088,17.588993,17.672272,17.417362,0.218833,GALAXY
44.18943405,0.008997601,21.78344,20.495256,19.222464,18.74486,18.419195,18.09682,17.826723,17.448235,,,0.36,GALAXY
9.995327488,0.874619594,21.53703,20.201853,19.22118,18.804762,18.53619,18.18276,17.956139,17.9125,18.442944,18.772335,0.1872016,GALAXY
26.99050522,-0.464852095,21.365627,20.25445,19.215239,18.799261,18.38492,18.04881,17.761244,17.460371,17.89626,17.77577,0.328135,GALAXY
352.7353821,-0.857591331,21.347628,20.341259,19.204782,18.805283,18.451834,18.397535,18.102123,17.936451,18.236755,18.210758,0.35,GALAXY
25.30965614,-0.351858616,22.670174,20.786972,19.202358,18.60468,18.242165,17.819149,17.476309,17.199337,17.508892,17.545227,0.3410477,GALAXY
22.22479248,-0.294607848,22.086388,20.421766,19.202082,18.681705,18.349371,17.894234,17.642805,17.427105,17.995712,18.095161,0.23947248,GALAXY
20.49536896,-0.069327258,21.485432,20.465302,19.199577,18.742886,18.424894,18.055561,17.761509,17.589205,17.99889,18.047215,0.38504994,GALAXY
36.08256149,0.00240953,23.325914,20.836023,19.191654,18.463428,18.066048,18.0259,,17.483582,,,0.4408317,GALAXY
17.62652588,-0.2641958,21.057243,20.078138,19.185043,18.879126,18.627443,18.6731,18.541485,18.30062,18.73328,18.915035,0.2710884,GALAXY
356.0110692,0.292027036,20.567667,19.973013,19.172754,18.874363,18.596403,18.453018,18.208933,17.993023,18.40749,18.389568,0.3980498,GALAXY
322.2351589,0.003095461,20.952065,20.125988,19.157347,18.729046,18.381874,18.119473,17.762394,17.555746,,,0.2893889,GALAXY
9.980951368,0.882307965,21.361008,20.157425,19.157137,18.878654,18.511232,18.640583,18.254631,18.294725,18.31051,18.455559,0.280139,GALAXY
29.3049736,-0.987852335,20.654139,20.063673,19.143913,18.816128,18.562466,18.415129,18.091263,17.861668,17.844051,17.713306,0.4409238,GALAXY
27.7385025,-0.05272454,20.894064,20.228552,19.143854,18.746624,18.425512,18.192917,17.972553,17.767147,18.07129,18.079874,0.4268156,GALAXY
18.17867088,-0.395944268,22.301353,20.414255,19.135235,18.599686,18.261099,17.781874,17.500233,17.211323,17.70729,17.669495,0.253944,GALAXY
1.216625314,0.144675761,20.841148,19.932083,19.134289,18.715254,18.482105,18.104177,17.925507,17.757675,18.25174,18.33113,0.1868393,GALAXY
17.99300766,0.376535296,22.685877,20.64425,19.112074,18.433998,18.039045,18.314142,,,17.493303,17.72868,0.4202198,GALAXY
19.66121863,0.589855439,21.065775,20.14019,19.111862,18.706293,18.349594,18.090052,17.806223,17.560207,18.11949,18.086596,0.32529545,GALAXY
37.63846303,-1.042994201,23.431076,20.761208,19.103971,18.532248,18.081173,17.771866,17.505075,17.229895,,,0.3818043,GALAXY
334.8995361,0.790189087,22.631964,20.765734,19.098295,18.424976,17.99961,17.728294,17.359703,17.13197,17.381731,17.594204,0.4191606,GALAXY
354.382105,0.433544041,20.121256,19.739395,19.083416,18.894753,18.459484,18.379751,18.15775,17.920816,17.842653,17.596916,0.3138215,GALAXY
334.980835,0.196671352,21.445887,20.270239,19.066866,18.568106,18.180908,17.633598,17.265472,16.948576,17.360794,17.287828,0.35,GALAXY
21.96243095,-0.229140446,20.656458,20.022446,19.058685,18.524527,18.160446,17.88803,17.632874,17.425661,17.724443,17.872025,0.4377552,GALAXY
27.73563576,-0.10628511,22.77908,20.533669,19.055515,18.481705,18.105509,17.80209,17.415157,17.157223,17.536758,17.591955,0.3699533,GALAXY
331.4947763,-0.514177446,20.534128,19.426125,19.049036,18.817848,18.69125,18.992598,18.735754,,,,0.08211463,GALAXY
22.42865944,0.204254553,20.598238,19.898705,19.04735,18.560146,18.237282,17.904995,17.615982,17.308098,17.763857,17.70784,0.253532,GALAXY
19.31245613,0.106370866,21.317566,20.178759,19.042427,18.621197,18.39756,18.30439,17.978453,17.739592,18.253935,18.29911,0.3443701,GALAXY
333.7608032,0.043004923,21.216621,20.544348,19.02532,18.471823,18.204966,18.180119,17.982443,17.713789,17.989138,18.364521,0.3318367,GALAXY
9.801543648,0.713962724,22.731403,20.622976,18.998926,18.436296,18.060448,17.772438,17.452847,17.151913,17.545914,17.590239,0.3430755,GALAXY
334.006958,0.546352148,21.382555,20.094563,18.997211,18.551083,18.233173,18.00059,17.699018,17.481073,18.05185,18.3305,0.246,GALAXY
17.09420013,0.195886105,22.08237,20.22677,18.979431,18.499022,18.17676,17.863968,17.637161,17.483147,18.0628,18.242947,0.22438508,GALAXY
18.37759972,-0.163020879,20.96127,19.987103,18.978378,18.584194,18.247992,18.191597,17.865696,17.710428,17.899189,17.880535,0.29673493,GALAXY
356.7167002,0.754255442,21.392601,20.01181,18.9748,18.511913,18.264402,17.951777,17.811249,17.62485,18.145134,18.07991,0.1915892,GALAXY
322.357129,0.201950135,21.798023,20.19434,18.969307,18.495178,18.154757,17.873419,17.638058,17.440422,,,0.27,GALAXY
14.11450195,-0.353191257,22.140987,20.393759,18.965008,18.385456,18.068106,17.695988,17.378166,17.081034,17.509573,17.517593,0.28996077,GALAXY
45.83465153,0.101632732,21.095222,19.873802,18.944767,18.49917,18.245525,17.786682,17.542383,17.402548,,,0.11,GALAXY
351.6815796,-0.709950149,20.708296,19.82391,18.937363,18.597359,18.302782,18.253138,17.932005,17.683357,18.087215,18.03008,0.3017141,GALAXY
310.1449514,-1.020449157,21.031404,20.122663,18.928648,18.479198,18.14702,17.861904,17.549232,17.248802,,,0.35,GALAXY
14.02181755,0.563902311,20.710455,19.741547,18.921537,18.53498,18.327831,18.015411,17.931683,17.780155,18.366688,18.424282,0.2186097,GALAXY
16.15344048,-0.297139406,21.777702,20.220442,18.913742,18.430904,18.132423,17.8125,17.621946,17.38015,17.91643,18.019127,0.24690418,GALAXY
46.65526193,0.178691447,19.836178,19.364883,18.90078,18.690596,18.373404,18.429012,18.052538,17.79559,,,0.2649219,GALAXY
9.705341014,0.687909731,20.59078,19.835539,18.893784,18.538464,18.219212,18.156261,17.857553,17.587887,17.859177,17.955227,0.342908,GALAXY
1.245107974,-0.020880708,22.657112,20.381004,18.889498,18.360695,18.035042,17.937836,17.636894,17.504858,17.98927,18.086113,0.303306,GALAXY
15.99872589,-0.048516158,20.679518,19.870474,18.886904,18.509832,18.182392,17.867603,17.636179,17.395018,17.91032,17.946674,0.3144055,GALAXY
334.7165527,-0.229120418,21.658644,19.974018,18.884333,18.502897,18.247185,17.886051,17.770767,17.525497,18.242527,18.412794,0.22,GALAXY
20.24290276,-0.119479924,20.466448,19.545536,18.880623,18.482075,18.361752,18.074923,17.785667,17.64296,17.578316,17.4845,0.1658603,GALAXY
352.469696,-0.323564798,21.264626,19.917173,18.870169,18.38853,18.125973,17.751358,17.500084,17.281874,17.709642,17.756914,0.25,GALAXY
45.47471984,0.259745849,24.269306,20.472412,18.868467,18.299719,17.925495,17.834404,17.598736,17.28541,,,0.383197,GALAXY
37.86640445,-0.977403959,20.629343,19.77916,18.865143,18.502018,18.162155,17.951302,,17.509115,,,0.2861773,GALAXY
22.26787376,-0.156806529,21.296919,19.819677,18.861414,18.421337,18.177769,17.85965,17.633053,17.598288,18.116405,18.263239,0.1690213,GALAXY
29.98957746,0.553369601,20.432459,19.754309,18.838121,18.50728,18.100336,17.911488,17.630163,17.400492,17.896408,17.88496,0.3120363,GALAXY
5.605646914,0.249064687,22.01462,20.266132,18.810305,18.239548,17.932076,17.728668,17.501556,17.16589,17.559174,17.676607,0.3059808,GALAXY
10.90276528,0.876776765,22.2384,20.20376,18.799469,18.31419,17.970564,17.987988,17.492195,17.165094,17.056963,17.17183,0.385639,GALAXY
16.90833473,-0.378911823,20.838179,19.588081,18.774666,18.376955,18.12203,17.707533,17.50274,17.292412,17.834675,17.730946,0.245376,GALAXY
26.96859932,0.48845005,20.422155,19.532394,18.769432,18.42116,18.217703,17.856773,17.633532,17.406729,17.865059,17.79734,0.2316581,GALAXY
37.71980667,0.394938469,20.373978,19.416489,18.75065,18.4506,18.379799,18.335323,18.201082,18.18333,,,0.2188824,GALAXY
359.3338318,-0.974953532,20.397823,19.721827,18.736843,18.3313,17.992073,17.8147,17.50839,17.273067,17.645123,17.705519,0.3390777,GALAXY
18.84209061,0.254717201,22.271542,20.242836,18.73636,18.097414,17.762222,17.394167,17.10671,16.834667,17.04453,17.060684,0.3901896,GALAXY
43.83637238,-0.233271092,21.382792,19.797518,18.730194,18.2828,18.052212,17.972183,17.820072,17.689701,,,0.22,GALAXY
15.78395176,0.089636303,21.160805,20.024017,18.72697,18.215399,17.875463,17.805742,17.504156,17.314547,17.475693,17.59365,0.3489321,GALAXY
45.30993652,-0.493048251,21.149904,19.859419,18.708933,18.286425,18.000708,17.866936,17.531954,,,,0.3067542,GALAXY
54.07516935,0.542101539,21.468067,19.89929,18.70738,18.17191,17.833597,17.456362,17.18968,17.000868,,,0.2045566,GALAXY
333.7346497,0.332826763,19.295452,18.983295,18.69227,18.295494,18.040789,18.085396,17.762287,17.471148,17.352219,17.388588,0.585371,GALAXY
15.02834988,-0.259780288,19.777514,19.219194,18.671507,18.396576,18.27663,18.019205,17.782219,17.607979,17.94272,17.847382,0.2274716,GALAXY
355.9686813,0.179738656,20.564968,19.630728,18.670822,18.24594,17.992928,17.7914,17.58226,17.437567,17.940865,18.126764,0.197681,GALAXY
333.8757935,0.654532135,21.333254,19.926838,18.66643,18.144037,17.772758,17.519314,17.164486,16.97343,17.586094,17.73951,0.2841401,GALAXY
352.6094666,0.08117912,21.749786,19.811365,18.660582,18.163172,17.841951,17.500008,17.275984,17.023134,17.551971,17.768162,0.225,GALAXY
14.37664509,0.148765311,21.082685,19.709873,18.652136,18.253319,17.97131,17.816801,17.549675,17.444717,17.91132,18.050056,0.28560513,GALAXY
23.94125366,-0.266443312,21.556236,19.669975,18.64233,18.17412,17.829494,17.464373,17.18829,17.061285,17.617306,17.782387,0.153015,GALAXY
37.83373734,-0.9018783,21.221924,19.864063,18.62609,18.145813,17.823742,17.53208,17.269833,17.037622,,,0.2866859,GALAXY
27.28887177,-0.430334628,22.338839,20.335117,18.617296,18.049486,17.704863,17.617332,17.317411,17.090765,17.387554,17.511751,0.3337843,GALAXY
5.721125292,0.283284366,20.768866,19.499828,18.600174,18.18372,17.965132,17.74011,17.386335,17.184269,16.901436,16.59078,0.2137085,GALAXY
18.9215107,-0.46890676,20.515377,19.400457,18.596922,18.153618,17.925707,17.67893,17.465096,17.763884,17.807833,18.031874,0.1776336,GALAXY
46.08611849,0.165057474,21.676392,19.787249,18.591541,18.118328,17.800285,17.561535,17.302942,17.203705,,,0.1880096,GALAXY
22.20032692,0.077998497,21.763727,20.191078,18.58484,17.97265,17.621136,17.438877,17.128489,16.886047,17.147907,17.35906,0.39235,GALAXY
353.0718689,0.27773872,20.815218,19.443571,18.583023,18.152525,17.925743,17.667097,17.30395,16.757742,16.159626,15.863007,0.187,GALAXY
10.8746302,0.087539171,20.381084,19.433285,18.56853,18.246769,17.920248,17.604866,17.445303,17.167933,17.817598,17.67342,0.27156,GALAXY
17.26203728,-0.229889616,22.180443,20.020685,18.551508,18.015215,17.612968,17.737587,17.50355,17.216206,17.766485,17.971848,0.2952776,GALAXY
351.9255981,-0.755192161,20.563997,19.814224,18.546522,18.695019,18.349201,18.039988,17.820406,17.549728,17.666416,17.444395,0.252,GALAXY
17.28138733,0.4971838,20.361235,19.380947,18.541254,18.15213,17.934046,17.618433,17.42262,17.242424,17.825813,17.896341,0.23609358,GALAXY
18.70962715,0.381315917,21.081484,19.669113,18.527628,18.013803,17.70966,17.443043,17.173319,17.014833,17.55163,17.735008,0.2426591,GALAXY
334.8369446,-0.373495817,21.31866,19.484932,18.500128,18.037748,17.74599,17.288988,17.026722,16.897982,17.467184,17.67451,0.15,GALAXY
14.86533451,-0.261399001,21.763144,19.744385,18.494604,18.003605,17.71638,17.390415,17.172976,17.051235,17.555414,17.659092,0.22626883,GALAXY
18.85951233,0.571635604,20.871534,19.495611,18.493347,18.069765,17.840172,17.732248,17.456612,17.230228,17.650833,17.782324,0.23802756,GALAXY
27.46555901,0.427087158,19.15253,18.872976,18.469618,18.245483,18.066809,17.821482,17.586166,17.385628,17.565052,17.42294,0.25263,GALAXY
1.643888116,-0.02610198,20.383698,19.134325,18.467299,18.045532,17.804024,17.80773,17.622221,17.653269,18.149824,18.48604,0.1,GALAXY
334.3487549,0.281226993,20.429115,19.413319,18.448587,18.073606,17.78289,17.453983,17.227825,16.946415,17.284113,17.142654,0.3003749,GALAXY
16.87997818,0.15352048,20.57914,19.495728,18.428596,17.971298,17.607323,17.590305,17.236595,17.060333,17.32903,17.401665,0.294878,GALAXY
25.80112267,-0.228077888,20.432253,19.273115,18.418234,18.000338,17.747654,17.45942,17.227001,16.998339,17.520212,17.608746,0.2346974,GALAXY
20.42384911,-0.129607797,22.401657,19.853895,18.36941,17.809155,17.461172,17.30619,17.034615,16.830605,17.243221,17.498016,0.2842915,GALAXY
334.717041,-0.160617307,21.097801,19.551653,18.361221,17.908987,17.613745,17.476318,17.26674,17.116898,17.405592,17.706257,0.25,GALAXY
43.79283142,-0.151929155,20.57859,19.271425,18.35157,17.896362,17.623404,17.438795,17.253101,17.087372,,,0.1831408,GALAXY
351.988678,0.069265962,20.857964,19.25566,18.337154,17.883127,17.640837,17.353306,17.0555,16.968718,17.315,17.222296,0.12168123,GALAXY
353.2472229,-0.783623993,21.218122,19.506851,18.336437,17.861263,17.536345,17.323746,17.112226,16.912094,17.40749,17.425882,0.208,GALAXY
26.55350113,0.302770674,22.759382,20.090042,18.326546,17.643013,17.267986,17.242344,16.900227,16.652807,16.808445,17.032473,0.4105472,GALAXY
10.95880005,0.841158308,20.76238,19.251902,18.322384,17.855202,17.493052,17.374546,17.133398,17.068708,17.242718,17.558105,0.1311129,GALAXY
19.71120453,-1.037458897,20.314741,19.058418,18.275118,17.812551,17.603361,17.266909,17.033514,16.811554,17.324928,17.499603,0.1752484,GALAXY
25.06209183,-0.028920185,20.919138,19.205954,18.26617,17.850603,17.535114,17.386742,17.185486,17.138142,17.638264,17.880013,0.124138,GALAXY
24.32979965,-0.118267171,22.873764,19.902868,18.25976,17.649174,17.330673,17.331274,17.037014,16.748446,17.012877,17.23926,0.3465047,GALAXY
19.80434418,0.209072366,20.79552,19.230268,18.258568,17.830631,17.579079,17.475368,17.253866,17.148127,17.455503,17.301891,0.196,GALAXY
43.81934738,-0.306581557,19.734512,18.760256,18.249264,17.875788,17.728466,17.468853,17.324085,17.228556,,,0.1294386,GALAXY
15.00033951,-0.223924622,20.547018,19.116894,18.230097,17.76614,17.508476,17.118187,16.763721,16.579859,16.981731,17.034779,0.193218,GALAXY
17.36897087,-0.268070459,21.38748,19.656668,18.211403,17.670534,17.341265,17.425867,17.168127,16.951399,17.101185,17.343493,0.2971279,GALAXY
25.50144386,-0.177213416,21.554718,19.493147,18.198948,17.68894,17.369125,17.034235,16.777874,16.503498,16.435375,16.2626,0.254726,GALAXY
46.14169417,-0.901155652,19.00499,18.59264,18.160803,17.693121,17.414087,17.356667,17.096268,,,,0.5111608,GALAXY
354.346867,0.439018196,19.841742,19.033545,18.153885,17.773148,17.456175,17.471703,17.220282,17.030128,17.159584,17.151096,0.2679783,GALAXY
18.83446884,0.44496119,20.299255,18.883158,18.15385,17.734972,17.41606,17.388414,17.115396,16.971897,17.16232,17.408813,0.1223567,GALAXY
24.90814972,0.181928441,20.631344,19.336596,18.151508,17.660118,17.330233,17.267792,17.02478,16.802397,17.183096,17.309067,0.2789,GALAXY
14.16369856,0.355286292,20.084984,19.105247,18.117178,17.681322,17.338594,17.124016,16.816494,16.559021,17.02634,17.010048,0.2985166,GALAXY
1.01168622,0.195897993,20.194586,18.926733,18.10496,17.68629,17.437527,17.314087,17.04989,16.824068,17.31812,17.56557,0.19,GALAXY
21.47205925,0.272998393,20.058031,18.799423,18.100979,17.657417,17.476238,17.13168,16.882666,16.67703,16.73473,16.762283,0.1210506,GALAXY
16.5857048,0.146185309,21.89561,19.530981,18.097256,17.56744,17.255938,17.164507,16.93666,16.669222,17.031507,17.272114,0.2704166,GALAXY
349.598999,0.668344021,20.764153,18.998217,18.051168,17.631006,17.345142,17.070347,16.883833,16.834467,17.484877,17.691534,0.1510179,GALAXY
20.85581207,-0.488628387,19.481636,18.460365,18.036085,17.824757,17.755236,,,,,,0.02855159,GALAXY
14.72828197,-0.328872561,21.38878,19.344364,18.031319,17.51862,17.206758,16.982178,16.756004,16.590172,17.161327,17.372356,0.22631587,GALAXY
9.878370283,1.024065288,20.155045,19.001614,18.016638,17.584871,17.30284,17.133442,16.87026,16.667564,,,0.2468501,GALAXY
7.85854578,0.473544121,20.28114,19.000408,18.011246,17.588339,17.24978,17.148027,16.87724,16.78588,16.564003,16.67866,0.1486622,GALAXY
16.01892471,0.012646182,21.101799,19.159815,17.997551,17.528454,17.233168,16.991734,16.712896,16.58273,17.132645,17.33154,0.1923161,GALAXY
19.1258297,0.094713956,19.454454,18.360807,17.963451,17.708086,17.62482,18.191452,18.151583,18.278044,18.11851,18.4681,0.1057438,GALAXY
15.2057066,0.048315346,20.219099,18.88225,17.959501,17.496706,17.210476,16.97394,16.65419,16.692554,16.780369,16.891247,0.2005138,GALAXY
349.6116638,0.63964963,19.266632,18.602472,17.930037,17.671421,17.35282,17.54974,17.33906,17.153275,17.383047,17.243847,0.2801808,GALAXY
349.8722534,0.599194467,19.180252,18.387278,17.865374,17.503447,17.317455,17.281109,17.109486,17.079323,17.402807,17.490696,0.118214,GALAXY
17.43661118,-0.332356632,21.053686,19.333988,17.863205,17.31016,16.999153,16.951391,16.670013,16.420475,16.722746,16.95251,0.2964309,GALAXY
19.53807068,0.125645638,19.972967,18.765736,17.792612,17.368124,17.074629,16.939209,16.72503,16.497175,17.05562,17.17625,0.2447257,GALAXY
359.5715442,-0.26677065,20.163448,18.512281,17.745102,17.433353,17.19646,16.908861,16.770475,16.807362,17.539917,17.931942,0.1101519,GALAXY
36.8434639,0.611061096,19.885138,18.553572,17.715963,17.303043,17.033972,17.172602,16.965687,16.907347,,,0.1637156,GALAXY
11.00590208,0.114597712,21.112955,19.020306,17.680372,17.187601,16.868206,16.712296,16.521267,16.382673,16.781364,16.959623,0.2170908,GALAXY
352.3477173,-0.814779401,21.646212,19.264109,17.673336,17.082666,16.749327,17.180456,16.895283,16.652252,16.206656,16.403475,0.3007163,GALAXY
27.26234436,-0.075395077,20.369965,18.720715,17.582888,17.0849,16.7884,16.724361,16.52178,16.365908,16.740461,17.006603,0.2026139,GALAXY
25.76621819,-0.026466105,20.80351,18.782133,17.571093,17.08243,16.777372,16.946104,16.712374,16.595606,16.691677,16.990932,0.2003247,GALAXY
24.70161819,-0.048870116,19.965277,18.388235,17.570358,17.157549,16.891617,16.979057,16.793224,16.838238,16.71381,16.727657,0.07375269,GALAXY
17.63201523,-0.437130481,19.826965,18.345371,17.562416,17.130022,16.847567,16.738214,16.501532,16.484018,16.84902,17.160574,0.102909,GALAXY
14.23937988,0.003764483,20.652088,18.743229,17.549747,17.071434,16.759567,16.903128,16.671425,16.605074,16.820232,17.147152,0.1948427,GALAXY
353.311554,0.019099351,20.044294,18.542038,17.508701,17.065844,16.78582,16.973867,16.756573,16.639936,16.808382,16.949684,0.1872209,GALAXY
9.825929666,0.699204184,20.597733,18.924643,17.498331,16.959127,16.618296,16.922575,16.546295,16.311243,16.514065,16.654457,0.280073,GALAXY
16.8962822,-0.453327179,21.412418,18.972189,17.489437,16.928858,16.577965,16.676058,16.401073,16.179918,16.402994,16.609158,0.270449,GALAXY
9.743751463,0.957549883,19.77014,18.36279,17.45314,17.006794,16.697062,16.617191,16.376848,16.276867,16.694933,16.96368,0.1515911,GALAXY
1.17152016,0.119968219,19.692806,18.260921,17.43478,17.025534,16.74995,16.58126,16.405893,16.425453,16.916615,17.266752,0.1075148,GALAXY
322.6107826,-0.03431074,18.819986,17.896626,17.42057,17.093538,16.912178,17.444435,17.293953,17.182938,,,0.1366957,GALAXY
353.2333984,0.03395592,19.34224,18.139723,17.410257,17.029526,16.764147,16.694529,16.529083,16.422796,16.695147,16.929962,0.1288116,GALAXY
23.49267578,-0.262203574,20.653412,18.54454,17.390919,16.900402,16.590202,16.813719,16.52722,16.388283,16.450031,16.647633,0.189979,GALAXY
322.3737876,0.017260828,19.397657,18.090893,17.37961,17.002787,16.727686,16.893827,16.627026,16.570902,,,0.127699,GALAXY
16.29393387,-0.159969136,21.068573,18.811474,17.375727,16.831062,16.517824,16.774826,16.51146,16.2892,16.429092,16.669584,0.2623699,GALAXY
46.73141736,-0.028012723,19.505224,18.111269,17.36991,16.980833,16.712343,16.65483,16.438349,16.334661,,,0.1121218,GALAXY
