counter,RA,DEC,G_MAG_AB,R_MAG_AB,Y_MAG_AB,J_MAG_AB,H_MAG_AB,K_MAG_AB,ch1_mag,ch2_mag,gj,rj,jk,rk,Fpk,Hpk,redshift,specObjID,class,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID,mode,q_mode,class_x,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_x
134,336.99895,0.618998,22.3075,21.0265,19.658749,19.264458,18.782236,18.350256,18.041807,18.13056,3.043043,1.7620428,0.9142016,2.6762443,-999.0,-999.0,-999.0,0,none,J222759.74+003708.3,336.99895,0.618998,0.287,0.256,128.0,15.446,14.953,11.453,8.732,,,,0.051,0.095,0.179,,,,,3373100001241034722,0,0,00nn,AABU,,0.029682,336.998947,0.619023,0.114,0.102,0.0,1237666649485476380,2,,3,J222759.74+003708.4,,68987912192,2004.8437,3,23.914,1.203,22.641,0.194,20.929,0.078,20.044,0.056,19.663,0.144,,,,,,,,,,,0,,,,0.092168
135,337.147008,-0.65988,22.8392,21.7639,20.312128,19.699232,19.439983,18.732332,17.176493,16.81226,3.1399667,2.0646684,0.96689975,3.031568,-999.0,-999.0,-999.0,NIRES092218,none,J222835.28-003935.5,337.147008,-0.65988,0.151,0.141,136.0,14.653,13.418,10.45,7.522,,,,0.036,0.039,0.082,0.137,,,,3373100001241004223,0,0,1111,AAAB,,0.205697,337.147007,-0.659886,0.083,0.07,0.0,1237656567585964868,1,+,3,J222835.28-003935.5,*,2278815695688,2001.7203,3,22.002,0.318,22.606,0.235,21.507,0.118,21.007,0.117,19.896,0.178,,,,0.51742,0.10858,0.49953,,,,,0,,,,0.020937
136,337.364102,0.332162,23.7023,22.126,20.24262,20.285515,19.436777,18.564192,17.807322,17.590422,3.416784,1.8404844,1.7213229,3.5618072,-999.0,-999.0,0.615,Gemini,QSO,J222927.38+001955.7,337.364102,0.332162,0.235,0.209,126.0,15.185,14.274,11.269,8.576,,,,0.047,0.063,0.158,0.343,,,,3373100001241025603,0,0,10nn,AABB,,0.227348,337.36405,0.332172,0.099,0.084,90.0,1237660236559418502,2,,3,J222927.37+001955.8,*,281543964623616,2002.8314,3,23.015,0.68,23.531,0.425,22.106,0.206,20.768,0.095,20.383,0.293,,,,,,,,,,,0,,,,0.192054
137,337.918054,0.439999,22.9179,21.5276,19.894869,19.536808,19.242264,18.790472,17.990324,17.861074,3.3810918,1.9907911,0.74633586,2.7371268,-999.0,-999.0,-999.0,0,none,J223140.33+002623.9,337.918054,0.439999,0.409,0.359,124.0,15.877,15.282,11.995,8.846,,,,0.071,0.131,,,,,,3373100001241028855,0,0,10nn,ABUU,,0.508254,337.918086,0.440045,0.109,0.096,90.0,1237666649485869730,2,,3,J223140.34+002624.1,*,68987912448,2004.8437,2,25.929,0.736,23.103,0.282,21.306,0.103,20.44,0.065,20.045,0.166,,,,,,,,,,,0,,,,0.201563
138,338.122231,0.87122,24.5428,22.4393,19.863876,19.513147,18.918985,18.722,17.447687,16.908815,5.029653,2.926153,0.7911471,3.7173,-999.0,-999.0,1.374,Gemini,QSO,J223229.33+005216.3,338.122231,0.87122,0.187,0.171,126.0,15.041,13.556,10.688,8.309,,,,0.044,0.042,0.108,,,,,3388101501241005843,0,0,000n,AAAU,,0.301467,338.122241,0.871204,0.11,0.108,0.0,1237660224749240648,2,,6,J223229.33+005216.3,,2278815695176,2002.8286,3,22.993,0.447,23.516,0.302,22.298,0.174,21.082,0.099,20.508,0.232,,,,,,,,,,,0,,,,0.068633
139,338.222663,-0.89446,23.0978,21.7016,20.312096,20.08417,19.1705,18.798594,18.93794,18.999502,3.0136297,1.6174295,1.2855757,2.9030051,-999.0,-999.0,-999.0,NIRES091818,none,J223253.43-005340.0,338.222663,-0.89446,0.508,0.477,130.0,16.194,15.591,12.137,8.889,,,,0.088,0.175,0.348,,,,,3388001601241033863,0,0,0nnn,ABBU,,0.291197,338.222645,-0.894463,0.24,0.087,0.0,1237666660221518282,2,,3,J223253.43-005340.0,*,105624251793752,2004.8464,3,22.644,0.382,23.025,0.243,21.512,0.107,20.747,0.085,20.394,0.234,,,,,,,,,,,0,,,,0.064872
140,338.627219,0.099228,22.9573,21.2383,20.152035,19.68024,19.094809,18.551361,18.896025,18.880016,3.2770593,1.5580595,1.1288794,2.6869388,-999.0,-999.0,-999.0,0,none,J223430.53+000557.2,338.627219,0.099228,0.549,0.495,116.0,16.322,15.903,11.777,8.89,,,,0.094,0.244,0.269,0.465,,,,3388100001241017557,0,0,0nnn,ABBC,,0.28366,338.627237,0.099235,0.078,0.065,0.0,1237653012427113519,2,,3,J223430.53+000557.2,,281543964623616,2000.7538,3,25.104,1.744,23.304,0.372,21.178,0.089,20.345,0.063,19.901,0.205,,,,,,,,,,,0,,,,0.069722
141,338.734351,0.092002,23.0998,21.4567,20.116999,19.856535,19.162626,18.82419,18.735205,18.722849,3.243265,1.6001642,1.0323447,2.6325088,-999.0,-999.0,-999.0,0,none,J223456.24+000531.2,338.734351,0.092002,0.474,0.408,114.0,15.93,15.993,11.892,8.496,,,,0.076,0.275,,,,,,3388100001241016180,0,0,1nnn,ABUU,,0.512984,338.734389,0.091968,0.132,0.124,90.0,1237656568660427607,2,,3,J223456.25+000531.0,,140806476402944,2001.7203,3,25.475,1.087,22.76,0.206,21.61,0.117,20.57,0.07,19.786,0.161,,,,,,,,,,,0,,,,0.183823
142,339.727108,-0.78014,23.318,21.6493,19.843952,19.63393,19.233133,18.777521,18.080412,18.011179,3.6840703,2.0153692,0.85640895,2.871778,-999.0,-999.0,-999.0,NIRES080318,weak-det,J223854.50-004648.5,339.727108,-0.78014,0.288,0.265,129.0,15.56,14.786,11.916,8.598,,,,0.054,0.087,0.268,0.327,,,,3403001601241033679,0,0,00nn,AABB,,0.112631,339.727149,-0.780196,0.107,0.069,0.0,1237656567587079205,2,,3,J223854.51-004648.7,,68987912448,2001.7203,3,23.769,2.291,22.159,0.266,20.71,0.11,19.742,0.073,19.081,0.159,,,,,,,,,,,0,,,,0.249714
144,340.665951,-0.646571,23.4932,22.0036,20.241312,19.875326,19.145342,18.172308,17.212803,16.93403,3.617874,2.1282728,1.7030181,3.8312907,1.34,0.83,0.61,Gemini,NLAGN,J224239.82-003847.6,340.665951,-0.646571,0.157,0.149,136.0,14.548,13.42,10.47,7.976,,,,0.034,0.045,0.126,0.303,,,,3403100001241001392,0,0,01nn,AABB,,0.131468,340.665932,-0.646594,0.091,0.068,90.0,1237656576167117629,2,,3,J224239.82-003847.7,,281543964623104,2001.7204,3,25.027,1.307,23.672,0.41,22.304,0.17,21.464,0.115,21.42,0.405,,,,,,,,,,,0,,,,0.106579
145,340.720904,0.891895,23.0533,21.509,20.023502,20.008501,19.278221,18.817123,18.352617,18.161888,3.0447996,1.5004995,1.1913775,2.691877,-999.0,-999.0,-999.0,0,none,J224253.01+005330.8,340.720904,0.891895,0.162,0.149,122.0,15.62,14.918,11.851,8.239,,,,0.056,0.127,0.288,0.292,,,,3403101501241001648,0,0,1nnn,ABBB,,0.470665,340.720896,0.891907,0.138,0.123,90.0,1237660224750354936,2,,3,J224253.01+005330.8,*,35255507620624,2002.8287,3,23.139,0.698,25.167,0.817,21.859,0.16,20.938,0.115,20.027,0.185,,,,,,,,,,,0,,,,0.052913
146,341.102021,0.637211,22.8212,21.7656,20.106691,19.700924,19.13018,18.680605,19.067896,19.115528,3.1202753,2.064676,1.0203189,3.0849948,-999.0,-999.0,0,NIRES092218,star,J224424.48+003813.9,341.102021,0.637211,0.475,0.426,122.0,16.205,15.217,11.646,8.995,,,,0.085,0.144,0.243,0.484,,,,3418100001241035312,0,0,1nnn,ABBC,,0.084405,341.101949,0.637187,0.055,0.044,0.0,1237649911992877503,2,,3,J224424.46+003813.8,*,103347650816,1999.7817,3,21.847,0.298,21.33,0.081,20.269,0.049,19.736,0.046,19.311,0.105,,,,,,,,,,,0,,,,0.273011
147,341.125798,0.542013,23.3099,21.7897,19.885225,19.615976,18.814022,18.8566,17.827799,17.109653,3.6939237,2.173723,0.7593764,2.9330993,-999.0,-999.0,-999.0,0,none,J224430.19+003231.2,341.125798,0.542013,0.196,0.183,120.0,15.314,13.679,10.509,8.258,,,,0.046,0.046,0.102,0.228,,,,3418100001241035053,0,0,00nn,AAAB,,0.283023,341.125834,0.541993,0.06,0.058,0.0,1237653012965098031,2,,3,J224430.20+003231.1,*,68987912704,2000.7538,3,23.609,0.736,22.909,0.186,21.524,0.08,20.715,0.062,20.252,0.141,,,,,,,,,,,0,,,,0.148927
148,341.176757,0.232162,23.5527,21.8584,20.271105,19.961582,19.353455,18.726618,17.940624,18.015509,3.5911176,1.8968179,1.2349643,3.131782,-999.0,-999.0,999.0,NIRES092218,?,J224442.42+001355.7,341.176757,0.232162,0.278,0.263,146.0,15.249,14.787,11.906,8.38,,,,0.049,0.134,,,,,,3418100001241021888,0,0,04nn,ABUU,,0.127456,341.176755,0.232154,0.304,0.168,90.0,1237666661833442299,2,,3,J224442.42+001355.7,*,281543964754176,2004.8465,3,24.24,1.182,23.779,0.427,22.033,0.177,20.67,0.084,19.949,0.189,,,,,,,,,,,0,,,,0.030995
149,341.377824,0.013365,23.1277,21.7985,20.646494,20.037848,19.316118,18.781353,17.91845,17.8081,3.089853,1.7606523,1.2564944,3.0171466,-999.0,-999.0,-999.0,0,none,J224530.67+000048.1,341.377824,0.013365,0.236,0.22,125.0,15.206,14.346,11.723,9.109,,,,0.046,0.071,,,,,,3418100001241020393,0,0,00nn,AAUU,,0.332727,341.377836,0.013396,0.105,0.089,0.0,1237663479262282540,1,,3,J224530.68+000048.2,,263919566455128,2003.7979,3,24.907,1.209,23.047,0.248,21.589,0.103,21.248,0.111,20.59,0.276,,,,0.34485,0.10099,0.36917,,,,,0,,,,0.120338
150,341.608581,0.802219,22.9831,21.2728,20.21288,19.64929,19.053354,18.640886,18.932909,18.851236,3.3338106,1.6235101,1.0084037,2.6319137,-999.0,-999.0,999.0,NIRES092218,?,J224626.05+004807.9,341.608581,0.802219,0.645,0.579,139.0,16.255,15.439,11.548,8.273,,,,0.1,,,,,,,3418101501241004719,0,0,0nnn,AUUU,,0.512005,341.60859,0.802239,0.101,0.1,90.0,1237645879010984771,2,,3,J224626.06+004808.0,,281640601387264,1998.7167,3,23.407,0.778,22.686,0.203,21.315,0.093,20.64,0.086,20.259,0.237,,,,,,,,,,,0,,,,0.080476
151,341.752861,0.727748,22.9215,21.1824,19.896692,19.308329,18.837448,18.34663,18.65688,18.689234,3.6131704,1.8740709,0.9616984,2.8357692,-999.0,-999.0,-999.0,0,none,J224700.68+004339.8,341.752861,0.727748,0.393,0.349,119.0,15.889,14.625,11.484,8.595,,,,0.067,0.13,,,,,,3418100001241032522,0,0,0nnn,ABUU,,0.501205,341.752849,0.727772,0.149,0.086,0.0,1237663544224907578,1,+,3,J224700.68+004339.9,,217164283904,2003.8116,3,23.58,0.864,22.638,0.198,21.036,0.076,20.324,0.065,19.607,0.116,,,,0.46372,0.0682,0.4677,,,,,0,,,,0.094506
152,342.02613,0.553038,24.4809,22.7865,20.454222,19.783106,19.319017,18.818525,17.339958,17.265293,4.6977935,3.0033948,0.9645804,3.9679751,-999.0,-999.0,0.88,Gemini,QSO,J224806.27+003310.9,342.02613,0.553038,0.104,0.096,117.0,14.794,14.024,10.696,7.984,,,,0.039,0.087,0.299,,,,,3418100001241030394,0,0,0nnn,AABU,,0.208571,342.026169,0.553039,0.127,0.12,90.0,1237659906387018571,2,,3,J224806.28+003310.9,*,281543964754688,2002.7605,3,24.815,1.669,23.42,0.488,22.161,0.263,20.988,0.138,21.118,0.532,,,,,,,,,,,0,,,,0.138994
153,342.250113,-0.301218,23.9491,21.6459,20.378248,19.870897,19.069021,18.817608,18.98873,18.921543,4.0782027,1.7750032,1.0532893,2.8282924,-999.0,-999.0,-999.0,0,none,J224900.02-001804.3,342.250113,-0.301218,0.181,0.17,142.0,15.456,15.117,11.312,8.334,,,,0.06,0.216,,0.441,,,,3418100001241011615,0,0,0nnn,ABUC,,1.695332,342.249879,-0.301294,0.033,0.03,0.0,1237659905313342098,2,,6,J224859.97-001804.6,,158398662443520,2002.7605,3,23.053,0.456,22.408,0.126,20.878,0.05,19.562,0.023,18.794,0.044,,,,,,,,,,,0,,,,0.886491
156,342.575151,-0.203512,22.4923,20.868,19.706873,19.175581,18.670153,18.219614,18.58247,18.631426,3.3167188,1.6924188,0.95596683,2.6483855,-999.0,-999.0,999.0,TSPEC083018,??,J225018.03-001212.6,342.575151,-0.203512,0.232,0.211,129.0,15.784,14.931,,8.089,,,,0.075,0.229,,,,,,3418100001241013160,0,0,0nnn,ABXU,,0.252408,342.575145,-0.203506,0.107,0.064,0.0,1237666493784588629,2,,3,J225018.03-001212.6,*,175928571461904,2004.7919,3,22.896,0.559,22.321,0.18,20.707,0.064,20.061,0.053,19.439,0.119,,,,,,,,,,,0,,,,0.032079
157,342.702998,-0.471622,22.6612,21.377,20.214006,19.73506,19.173824,18.711393,19.144758,18.869888,2.9261396,1.6419408,1.0236663,2.665607,-999.0,-999.0,999.0,NIRES092218,?,J225048.71-002817.8,342.702998,-0.471622,0.377,0.338,125.0,16.376,14.679,,7.223,,,,0.12,0.325,,,,,,3433100001241005142,0,0,0nnn,BBXU,,0.387001,342.703061,-0.471652,1.682,0.132,0.0,1237663542614687879,2,,3,J225048.73-002817.9,,144220812327518480,2003.8116,3,24.176,1.547,22.987,0.309,21.053,0.146,20.236,0.065,19.85,0.177,,,,,,,,,,,0,,,,0.249661
158,342.77568,-0.585953,23.2218,21.4543,20.036585,19.675415,18.941433,18.644983,18.759281,18.759615,3.5463846,1.7788846,1.0304316,2.8093162,-999.0,-999.0,-999.0,NIRES092218,none,J225106.16-003509.4,342.77568,-0.585953,0.301,0.271,128.0,15.936,,,,,,,0.093,,,,,,,3433100001241005074,0,0,2nnn,AXXX,,0.463217,342.775744,-0.58595,0.114,0.108,90.0,1237666299989131926,2,,3,J225106.17-003509.4,,439873639153920,2004.7262,1,25.384,1.466,22.571,0.278,21.264,0.104,20.625,0.078,20.052,0.155,,,,,,,,,,,0,,,,0.231318
159,342.80458,-0.765492,22.8015,21.309,19.676579,19.41985,19.024092,18.704971,18.505428,18.58494,3.3816507,1.8891504,0.71487796,2.6040282,-999.0,-999.0,-999.0,NIRES092218,none,J225113.09-004555.7,342.80458,-0.765492,0.213,0.197,121.0,15.76,14.848,,7.487,,,,0.069,0.379,,,,,,3433001601241031487,0,0,3nnn,ACXU,,0.312474,342.804626,-0.765505,0.069,0.06,0.0,1237663525437047304,2,,3,J225113.11-004555.8,*,217164284672,2003.8089,3,23.667,0.905,22.711,0.189,21.296,0.082,20.339,0.052,19.768,0.117,,,,,,,,,,,0,,,,0.171162
161,343.253882,0.103625,21.7819,20.8818,19.570599,18.756773,18.53533,17.888144,16.709618,16.375813,3.0251272,2.1250265,0.86862934,2.9936557,-999.0,0.35,0.820,TSPEC082818,QSO,J225300.93+000613.0,343.253882,0.103625,0.065,0.062,132.0,14.112,12.924,10.259,7.867,,,,0.032,0.034,0.089,0.248,,,,3433100001241015096,0,0,nnnn,AAAB,,0.196332,343.253923,0.103646,0.027,0.024,90.0,1237663479263134266,1,,3,J225300.94+000613.1,*,158398662443008,2003.7979,3,23.078,0.464,21.846,0.071,20.944,0.046,20.047,0.031,19.413,0.075,,,,0.67984,0.06718,0.65284,,,,,0,,,,0.164746
162,343.87507,-0.651789,22.9867,21.2927,20.21586,19.713392,19.079727,18.670637,18.865507,18.671917,3.2733076,1.5793073,1.042755,2.6220622,-999.0,-999.0,999.0,NIRES091818,?,J225530.01-003906.4,343.87507,-0.651789,0.543,0.497,120.0,16.142,15.645,12.079,8.583,,,,0.092,0.205,0.424,,,,,3433100001241000380,0,0,1nnn,ABCU,,0.167804,343.875124,-0.651861,0.128,0.107,0.0,1237666647877878325,2,,3,J225530.02-003906.6,,217164284160,2004.8438,3,23.642,1.247,22.873,0.299,21.198,0.105,20.507,0.091,19.856,0.193,,,,,,,,,,,0,,,,0.323295
163,344.166797,-0.887504,23.3758,21.4325,20.191818,19.669353,19.326406,18.797338,19.283978,19.277096,3.7064455,1.7631471,0.8720149,2.6351619,-999.0,-999.0,-999.0,Gemini,none,J225640.03-005315.0,344.166797,-0.887504,0.552,0.497,124.0,16.191,16.048,12.523,9.044,,,,0.087,,,,,,,3448001601241034095,0,0,0nnn,AUUU,,1.05827,344.166967,-0.887732,0.185,0.112,0.0,1237666338101002521,2,,3,J225640.07-005315.8,,35253360132368,2004.7318,2,24.29,2.907,25.425,2.099,21.636,0.179,21.002,0.134,20.288,0.189,,,,,,,,,,,0,,,,1.023183
164,344.719053,0.3113,23.1365,21.7715,20.219894,19.874706,19.216335,18.649614,18.929468,18.889223,3.261793,1.8967931,1.2250918,3.1218848,-999.0,-999.0,-999.0,NIRES092218,none,J225852.57+001840.6,344.719053,0.3113,0.387,0.358,132.0,15.876,15.466,11.996,8.592,,,,0.066,0.152,0.308,,,,,3448100001241018233,0,0,00nn,ABBU,,1.087562,344.718919,0.311195,0.174,0.151,90.0,1237666636064490109,2,,3,J225852.54+001840.3,,281640668627272,2004.841,3,22.577,0.692,22.51,0.271,21.1,0.118,20.313,0.09,20.554,0.515,,,,,,,,,,,0,,,,0.614176
165,345.143392,-0.271674,23.1933,22.0836,20.200583,19.83673,18.989428,18.325249,17.09672,16.57262,3.356571,2.2468698,1.5114802,3.75835,-999.0,-999.0,-999.0,0,none,J230034.41-001618.0,345.143392,-0.271674,0.138,0.13,138.0,14.642,13.187,10.434,7.94,,,,0.036,0.032,0.092,0.193,,,,3448100001241009421,0,0,011n,AAAB,,0.182836,345.143415,-0.271673,0.1,0.096,90.0,1237653011893126039,2,,3,J230034.41-001618.0,,144115188344422656,2000.7538,3,26.26,0.541,23.02,0.258,21.856,0.137,21.011,0.09,20.418,0.213,,,,,,,,,,,0,,,,0.081884
166,345.238302,0.052035,22.7111,22.5785,20.430912,19.406677,18.698065,18.01242,17.048405,16.385134,3.3044221,3.1718233,1.3942565,4.5660796,-999.0,-999.0,2,TSPEC082918,QSO?,J230057.19+000307.3,345.238302,0.052035,0.123,0.117,123.0,14.583,13.015,9.516,7.653,,,,0.035,0.031,0.04,0.182,,,,3448100001241012440,0,0,111n,AAAB,,0.256881,345.238312,0.052023,0.089,0.073,0.0,1237663277384401643,1,+,3,J230057.19+000307.2,*,68987912448,2003.7406,3,23.906,0.692,22.662,0.122,22.264,0.129,21.666,0.118,20.969,0.266,,,,0.61316,0.22625,0.59382,,,,,0,,,,0.057218
167,345.499072,0.240957,22.9114,21.6928,20.404778,19.844791,19.153393,18.746202,18.95189,19.03635,3.0666082,1.8480089,1.0985888,2.9465976,-999.0,-999.0,999.0,NIRES080218,?,J230159.77+001427.4,345.499072,0.240957,0.508,0.449,122.0,16.305,15.753,11.668,8.953,,,,0.089,0.173,0.221,,,,,3448100001241021023,0,0,0nnn,ABBU,,0.374889,345.499074,0.240969,0.105,0.073,0.0,1237657105516463021,2,,3,J230159.77+001427.4,*,281543964754688,2001.8649,3,23.72,1.006,23.025,0.277,21.346,0.115,20.691,0.092,20.14,0.244,,,,,,,,,,,0,,,,0.045157
168,345.558661,0.200782,23.4823,21.8817,20.572971,19.798117,19.296574,18.749569,17.879591,17.828129,3.684183,2.0835836,1.0485476,3.132131,-999.0,-999.0,999.0,NIRES091818,?,J230214.07+001202.8,345.558661,0.200782,0.237,0.217,112.0,15.336,14.492,11.318,8.514,,,,0.047,0.066,0.157,,,,,3448100001241020743,0,0,00nn,AABU,,0.316994,345.558626,0.200799,0.214,0.124,0.0,1237666648952341168,2,,3,J230214.07+001202.8,,281709320864000,2004.8438,3,24.107,1.339,23.511,0.4,22.014,0.179,20.931,0.102,20.474,0.296,,,,,,,,,,,0,,,,0.141789
169,345.877206,-0.365456,23.1977,21.3927,19.949076,19.336523,18.948122,18.465664,17.904568,17.980604,3.8611772,2.056177,0.870859,2.9270358,-999.0,-999.0,-999.0,0,none,J230330.52-002155.6,345.877206,-0.365456,0.243,0.23,125.0,15.172,14.793,12.703,8.729,,,,0.046,0.083,,,,,,3463100001241007681,0,0,10nn,AAUU,,0.163672,345.877192,-0.365456,0.167,0.128,90.0,1237667103663653450,2,,3,J230330.52-002155.6,,68987912192,2004.9448,3,22.587,0.447,23.258,0.378,21.674,0.14,20.529,0.075,20.104,0.228,,,,,,,,,,,0,,,,0.049495
170,346.267203,0.83684,22.6179,21.0459,19.819176,19.357265,18.78296,18.364195,18.233847,18.073605,3.2606351,1.6886346,0.9930705,2.681705,-999.0,-999.0,-999.0,0,none,J230504.12+005012.6,346.267203,0.83684,0.321,0.293,123.0,15.672,15.134,11.714,9.005,,,,0.059,0.103,0.233,,,,,3463101501241003015,0,0,11nn,AABU,,0.282249,346.267189,0.836844,0.059,0.058,90.0,1237663544226873877,2,,3,J230504.12+005012.6,*,268435712,2003.8116,3,23.476,0.656,22.459,0.139,20.955,0.059,20.329,0.056,19.745,0.112,,,,,,,,,,,0,,,,0.053831
171,346.464358,-0.379123,23.218,21.5843,20.369322,19.71894,19.502129,18.738487,18.922981,18.953276,3.4990594,1.8653581,0.9804534,2.8458114,-999.0,-999.0,-999.0,NIRES091818,none,J230551.44-002244.8,346.464358,-0.379123,0.583,0.524,118.0,16.362,15.921,12.049,8.555,,,,0.096,0.225,,,,,,3463100001241010793,0,0,1nnn,ABUU,,0.703571,346.464433,-0.379126,0.109,0.062,0.0,1237663783654589453,1,+,3,J230551.46-002244.8,*,68988043520,2003.8853,3,25.233,0.83,23.3,0.282,21.657,0.103,20.868,0.074,20.008,0.139,,,,0.48261,0.05409,0.50811,,,,,0,,,,0.270114
172,346.640796,-0.330716,22.8103,21.3927,20.025105,19.823763,19.23852,18.672869,18.515001,18.582495,2.9865377,1.5689371,1.150894,2.719831,-999.0,-999.0,-999.0,0,none,J230633.79-001950.5,346.640796,-0.330716,0.277,0.248,123.0,15.415,15.04,11.941,8.411,,,,0.05,0.1,0.265,,,,,3463100001241012050,0,0,00nn,AABU,,1.328024,346.640614,-0.330397,0.09,0.078,90.0,1237663783654654798,1,+,3,J230633.74-001949.4,*,35253360136464,2003.8853,3,24.715,1.073,23.205,0.286,21.379,0.089,20.632,0.069,19.904,0.134,,,,0.47748,0.04865,0.47472,,,,,0,,,,1.323237
173,346.781018,-0.37696,22.9015,21.4061,20.266409,19.835749,19.308086,18.801311,19.03053,18.933851,3.0657518,1.5703504,1.0344371,2.6047873,-999.0,-999.0,-999.0,0,none,J230707.44-002237.0,346.781018,-0.37696,0.571,0.516,127.0,16.404,15.567,12.203,8.743,,,,0.103,0.166,0.353,,,,,3463100001241012266,0,0,0nnn,ABBU,,0.416562,346.781085,-0.376975,0.112,0.094,0.0,1237659754974872282,2,,3,J230707.46-002237.1,*,68987912448,2002.6784,1,22.287,0.496,23.327,0.553,21.346,0.128,20.64,0.099,19.84,0.211,,,,,,,,,,,0,,,,0.249222
174,346.795592,0.822922,23.7588,21.8108,20.76689,20.15876,19.232252,18.586742,18.616959,18.658789,3.6000402,1.6520402,1.5720176,3.2240577,-999.0,-999.0,-999.0,Gemini18B,??,J230710.94+004922.5,346.795592,0.822922,0.174,0.16,125.0,15.768,15.329,12.476,8.871,,,,0.062,0.121,,,,,,3463101501241001667,0,0,00nn,ABUU,,0.180646,346.795572,0.822827,0.228,0.226,90.0,1237663737484673539,2,,3,J230710.93+004922.1,,68987912448,2003.8825,3,23.794,1.088,25.012,1.153,21.518,0.131,20.837,0.101,20.175,0.189,,,,,,,,,,,0,,,,0.351564
175,347.132696,-0.311894,22.3634,20.7532,19.660273,19.131529,18.579233,18.049341,18.006533,17.978643,3.2318704,1.6216714,1.0821875,2.7038589,-999.0,-999.0,999.0,TSPEC082918,??,J230831.84-001842.8,347.132696,-0.311894,0.243,0.227,127.0,15.24,14.754,11.997,8.906,,,,0.046,0.08,,,,,,3463100001241013519,0,0,00nn,AAUU,,0.186613,347.13271,-0.311903,0.073,0.059,90.0,1237660356278616711,2,,3,J230831.85-001842.8,*,68987912960,2002.8534,3,23.103,0.571,22.571,0.158,20.874,0.064,20.101,0.049,19.494,0.118,,,,,,,,,,,0,,,,0.060123
176,347.719619,-0.636674,22.7125,21.4982,20.241413,19.782381,19.498589,18.881065,19.627443,19.593887,2.9301183,1.7158182,0.90131557,2.6171336,-999.0,-999.0,-999.0,0,none,J231052.70-003812.0,347.719619,-0.636674,0.883,0.805,134.0,16.822,16.374,12.62,8.934,,,,0.145,0.341,0.535,,,,,3479100001241004755,0,0,nnnn,BBCU,,0.43313,347.71963,-0.636686,0.107,0.084,90.0,1237660222605951677,2,,3,J231052.71-003812.0,*,281543964754176,2002.8287,3,26.145,0.687,23.027,0.251,21.51,0.111,20.66,0.087,20.361,0.267,,,,,,,,,,,0,,,,0.058485
