u,g,r,i,z,ra,dec,flags_r
21.565357,24.132719,26.75572,23.708025,23.534006,269.61998795,-1.21108483,9007199388960001
25.246986,24.07626,22.124626,20.954239,20.583101,269.54601909,-1.18948044,15833242754121745
23.064489,22.695009,21.285772,20.521524,20.005011,269.58510168,-1.20061732,4503874773745664
21.548752,25.847277,24.64212,24.538734,23.529337,269.68288929,-1.22812592,11258999211065617
24.090158,24.908529,21.751467,20.872545,20.150261,269.71844886,-1.23611973,2312598683809513496
24.141085,23.68593,22.551334,21.086231,20.83964,269.77024855,-1.24813093,18014398518001921
24.709925,25.829502,25.675735,22.357977,23.149916,270.44392186,-1.18723768,9007199431332113
24.786367,22.570271,21.23131,20.549986,20.08008,270.4870257,-1.17693126,4503874773712920
23.004314,25.114403,21.716417,19.070433,22.826929,270.6198504,-1.10623775,4503599904624920
24.687899,22.098448,24.806166,19.493931,24.561104,271.03972395,-1.23950715,13511074171228464
22.90654,24.772854,21.463049,20.747496,21.904112,271.07724808,-1.21408405,2312598408923185168
25.145599,25.734852,21.377665,21.374077,20.686962,271.06944708,-1.22099882,2312598683801092112
25.496012,22.83135,21.737036,20.519087,20.898239,271.52491963,-1.24917178,4503874807398416
23.153284,24.4758,23.524439,21.542606,22.374443,271.52818685,-1.24492144,2310416977862066449
25.449163,25.739635,22.836069,21.208393,20.560926,271.50469409,-1.26029137,4573968681926929
26.005384,26.853298,23.151926,21.643661,21.922724,271.62374109,-1.10706827,13581442915238169
22.798897,23.835377,21.566469,20.514917,21.600496,271.65225293,-1.0685988,2312598408931582480
25.278759,22.299206,25.811495,25.850309,23.816559,271.64847739,-1.07918846,11260098722795793
25.679243,23.151844,21.159031,20.362352,20.187075,271.64745445,-1.07432436,4503874840821832
23.304529,23.909184,21.605722,20.859844,20.336618,272.076193,-1.10615032,2310346883987406864
22.92808,26.329618,24.986778,21.880249,23.407461,272.08357649,-1.11178747,9007199397515545
23.626047,26.503016,23.510874,21.806566,20.958931,272.09134786,-1.09195545,9008298942697753
24.151245,22.552509,24.642052,24.868298,22.432631,272.10564942,-1.06479081,11258999244718353
22.39743,25.14138,22.28187,20.761202,20.381542,272.07224902,-1.12665055,134217729
24.191668,24.031338,22.12661,21.169357,21.027195,267.33855202,-0.6911772,2312598683801124880
25.594519,23.903385,22.976271,21.765663,21.330122,267.35518978,-0.76213056,2310416977853808657
24.421598,24.097767,22.642311,22.37265,20.674675,267.36499836,-0.79401745,2310346883987406872
25.480162,24.155642,24.541258,21.653635,21.408432,267.37353739,-0.81776721,9147936919388433
25.088459,22.659916,21.64962,21.146347,20.621164,267.35586297,-0.75854402,4503874773712928
25.161974,22.815613,21.929792,21.846016,21.769791,267.75000982,-0.69392536,4503874807300112
23.444117,22.213177,24.80229,21.351986,20.481976,267.76948763,-0.76506402,13511074171191600
25.24222,24.810987,23.726509,21.346727,20.235495,267.78204934,-0.78484205,2305843009222082833
24.157236,24.288149,23.711842,24.570368,21.345863,267.78115724,-0.78377073,9007199422513169
26.214222,26.210152,25.932756,18.537991,23.935009,267.78136418,-0.79708152,13510799293321520
23.368874,24.939278,23.409456,22.144571,21.825972,267.73674261,-0.65049581,4573968673538073
22.991468,23.944698,22.369757,21.373945,20.648159,267.75363556,-0.71226933,4503874807267344
21.408384,25.411161,25.146988,24.161119,23.352921,267.75688971,-0.72156639,2314851308122833169
24.982792,22.417957,21.801434,21.146652,21.284163,267.77234846,-0.77768223,4503874807267344
24.647734,23.498049,22.888348,22.331348,21.419971,267.77647824,-0.76577248,4503874807267352
24.840534,23.626951,21.97723,21.479885,21.62859,267.79750807,-0.81503575,2310346883987406864
24.361925,22.012089,21.261894,20.718924,20.563263,267.80266264,-0.83675687,2310346883987439632
25.341845,23.986885,21.810183,21.034004,20.50493,267.73209464,-0.62975092,2310346883987406864
23.205561,26.331213,22.406952,21.204948,20.360327,267.73803634,-0.65229957,2251799847272465
25.017569,24.831314,22.444212,21.364964,20.61264,267.74449032,-0.6613841,2310346884121624592
26.36754,23.702454,22.107641,21.312517,20.790646,267.73848489,-0.66801554,2312757013484011792
25.531384,23.326488,22.92864,21.583277,21.101763,267.74496296,-0.6595827,2251799981490201
23.572844,23.319439,21.732065,20.727238,20.122084,267.75969036,-0.7404187,2310346883987406864
23.109512,23.25592,21.713943,20.782841,20.221033,267.76231591,-0.71437985,2310346883987570704
23.196823,24.007027,23.548735,21.559677,21.491434,267.77301238,-0.76331635,33693713
22.52146,22.708035,21.988989,21.440447,21.43792,267.77580368,-0.77461776,4503874773712896
24.810095,25.593887,21.82939,20.656046,19.768751,267.80610924,-0.83772212,4503874773712896
24.255646,23.646528,23.227451,21.378878,22.192837,267.77575126,-0.760158,11258999211032849
24.659212,24.703712,22.500463,20.741081,20.195307,268.13728625,-0.64704884,4573968673570833
24.414677,23.336758,21.357082,20.730129,20.927551,268.15335075,-0.66878845,2312598683801224464
24.447979,24.927835,22.561846,20.52911,20.205999,268.1707216,-0.7168189,4503874807267344
24.634659,24.915127,24.802025,21.126051,21.771101,268.16381976,-0.71950554,9007199431332113
23.547094,25.087208,22.650536,22.372684,22.923702,268.17346333,-0.72295184,4503874807267344
24.691938,26.323957,22.824572,24.556664,22.168987,268.17201919,-0.72907052,4503874807300112
25.78578,24.586454,23.349678,21.721792,21.809246,268.16391371,-0.69626574,42078481
24.251358,24.791958,23.845573,21.838926,21.165392,268.15716656,-0.68017048,11399736733077777
23.741323,22.732632,22.036469,21.695927,21.593214,268.22384226,-0.83992848,4503874807398420
24.655117,25.170195,24.330391,22.071867,22.826899,268.22463476,-0.83730284,45035996450263317
23.445482,24.54389,22.35989,21.566021,21.697775,268.19266559,-0.76307711,2312598683801223184
24.031387,22.263407,21.111259,20.618219,20.477041,268.19318508,-0.78494675,2312598408923185168
24.111664,22.891359,21.573553,21.092215,20.7992,268.19714811,-0.78196302,4503874807267344
24.003336,24.24679,21.87435,21.27832,21.064575,268.20480127,-0.81453247,4503874773712912
24.01733,24.08239,21.873856,21.504438,21.108717,268.21351057,-0.81311173,6755674587398160
25.039959,23.262241,21.755064,21.15736,20.640625,268.18732317,-0.75470232,4503874773712896
25.302044,24.195257,22.412426,21.646994,21.485008,268.1982084,-0.79989535,4503874907931136
25.423,25.571665,22.496891,21.551432,20.668701,268.21695793,-0.83584915,9007199254740993
25.096478,24.902176,23.423784,22.166475,22.040123,268.52104137,-0.66139733,4573968673538073
25.004366,23.331779,21.801428,20.805964,21.88339,268.5361976,-0.6997669,4573968673570833
25.277199,25.114376,24.392603,20.98151,22.8269,268.53870139,-0.6995171,4503600071966992
25.00576,24.614334,22.350977,20.991354,20.77273,268.53740925,-0.70516363,4574243551445009
24.634699,23.049898,21.790359,21.222637,22.927505,268.5356501,-0.70432864,4503599929360400
26.069283,22.951233,24.833246,24.418718,22.879486,268.55140113,-0.73568511,13510799293317424
23.626877,24.241386,22.273834,21.650412,22.06625,268.50919453,-0.63459268,4503874807267344
23.765949,25.114391,24.477856,20.592833,19.55035,267.56845115,-1.24848383,4521192224588048
24.854761,23.938507,22.225643,21.383949,20.402922,267.52311945,-1.15396773,2310346884130029840
22.894436,24.14229,21.645176,21.731276,20.870882,267.53864712,-1.19073216,4503874773712896
25.290188,25.707842,24.652441,22.083656,22.750677,268.45397602,-1.22600591,9007199431069969
25.67753,24.460968,21.397545,21.059095,21.977335,268.37378268,-1.12630273,2312598408931606800
25.778727,22.00795,21.065868,20.548639,20.0485,268.38511774,-1.14844805,4503874773712912
24.498163,23.746929,23.285604,22.371201,20.308699,268.76141618,-1.06567583,2305843009222082833
23.896839,23.679556,24.208933,23.342003,22.8269,268.83452978,-1.14278691,4503600038834448
24.634706,25.114452,24.80209,19.394571,22.826935,268.83767627,-1.1429324,13510799293583664
23.560682,25.623116,21.271915,21.775969,20.896088,268.82204734,-1.12675802,6913729384060176
24.223173,22.348499,21.380465,20.786001,20.13043,268.84802024,-1.16221992,2310346883987406864
24.878782,24.362207,22.76125,21.835505,20.852425,268.92069686,-1.23050229,4573968673538073
23.545998,24.526228,21.782322,20.48325,19.691774,268.80928672,-1.12368788,4503599895839248
25.83497,23.248404,21.88319,21.173779,20.359232,268.79755127,-1.10398646,2312598683801092120
24.343462,24.304207,21.7833,21.087839,20.506618,268.94791553,-1.2459179,15762873850528016
25.437317,22.629435,21.286491,20.778059,20.504339,269.15376206,-1.06860492,2310346883987406872
25.319174,25.532873,21.079412,20.030373,19.516844,269.33292647,-1.19407548,2310346883987439632
24.2202,24.240396,23.288052,21.188711,22.074091,269.31931551,-1.18652858,9008298808480017
25.332014,24.293331,21.446751,20.583261,21.018515,269.35109889,-1.19854309,2310346883995959312
24.433136,24.194553,22.128624,20.946812,20.554611,269.3569222,-1.20709743,4503874773712920
24.526611,22.357382,21.026798,20.146549,19.8407,269.39283373,-1.22045676,4503874807267352
23.682392,22.387598,21.005863,20.143637,19.806759,269.38514791,-1.21690915,4503874773712896
24.03536,26.284925,23.160301,21.869884,20.263107,269.38701235,-1.21434494,142606593
22.431259,23.451538,21.868858,22.689671,22.125168,269.78545173,-1.062611,4503875042181120
23.999788,25.185991,21.30039,20.386553,20.238899,269.83827835,-1.07704842,2312598683801092120
23.425701,22.632427,21.163956,20.918285,20.538719,270.60416817,-1.22408728,4573968673538065
25.854263,27.742447,27.150814,16.380991,16.657108,271.06392708,-1.24291912,13510799293186352
24.888353,24.360664,21.001955,19.82254,18.832777,271.03499915,-1.25986429,6755399709525264
23.816971,24.754551,25.150806,19.710121,18.843626,271.03427363,-1.26019713,9007199397511441
23.245373,25.295259,21.378687,19.939384,19.266741,271.090718,-1.21189809,2312598683801092112
24.965088,23.515778,21.667236,20.83272,20.538385,271.09223718,-1.22131768,2310346883987406864
26.269876,25.113691,24.804516,24.36351,19.324791,271.19000443,-1.11850476,13510799293583664
23.705334,26.272268,23.445045,21.13699,21.066343,271.53282641,-1.24384626,2310416977862066449
25.454899,22.284441,21.01199,20.319803,20.31284,271.53036658,-1.25703014,6755674587398160
24.351267,22.533249,26.539454,25.485172,23.072184,271.6472886,-1.10164145,9007199397347601
25.906332,27.234798,23.201431,21.582218,22.346905,271.64699044,-1.09709295,9007199296717073
21.772125,26.697838,24.801809,24.264448,23.257284,271.66112928,-1.0773666,9007199389095185
24.293369,22.464895,24.093733,25.048792,22.79903,271.96651925,-1.250857,11258999244722449
22.20953,25.287565,25.028313,25.827448,23.153391,271.96508794,-1.24655572,9008298942664977
24.55055,24.847012,21.527325,20.539188,19.705961,271.96510463,-1.25806858,4503599904227856
23.666771,23.95793,21.530289,20.404604,19.78336,271.97000799,-1.22987395,4503874773712896
26.328602,23.50889,22.479982,21.130676,21.101421,271.97056471,-1.23620369,134217729
22.933825,23.226233,21.323954,20.400887,19.867691,272.44007309,-1.22728475,4503874773712912
23.871367,23.014816,21.384802,20.839859,20.222122,267.35778087,-0.70281084,4503599929360400
24.20495,23.892679,22.041655,21.235601,20.350658,267.35924841,-0.70143519,4503874807267344
24.996956,22.634678,21.766384,21.182217,21.053324,267.36083535,-0.71117103,4503874807267344
23.211443,24.557291,22.614159,22.030581,21.041651,267.34916192,-0.66618211,4503599929360400
24.361452,25.149584,23.193319,21.864231,21.190744,267.34762225,-0.66368611,42078481
24.560163,24.609886,23.359262,21.988258,21.229362,267.37934081,-0.77188027,4732298348068889
23.897207,22.627499,21.678568,21.270548,21.199316,267.35737384,-0.68419069,6755674620952592
25.914391,22.87686,22.067072,21.678888,21.232367,267.35681996,-0.68503072,4503599929360400
25.11347,22.733545,21.813869,21.655754,20.945698,267.38106903,-0.77812039,4503874807267344
26.792587,22.943388,21.477612,21.064688,20.297115,267.39948691,-0.83181216,4503874840821832
23.083841,23.908964,22.087002,20.671427,19.665646,267.36372222,-0.72107282,4503874773712896
25.90653,23.696997,21.496735,20.377342,19.503912,267.37267427,-0.74102159,4503874773712896
23.681482,22.08482,21.609634,21.153046,21.215963,267.79568258,-0.75274342,2310346883987439632
23.213675,22.777655,22.09024,21.241606,21.614012,267.80223126,-0.75238498,4503599929360400
24.636312,24.267679,22.915401,21.979403,22.814505,267.80544493,-0.76169902,4573968673538065
25.67226,25.068357,24.490082,22.93009,22.937212,267.80374685,-0.75326411,18014398652223761
24.21423,25.285568,25.166056,22.792124,22.883852,267.82272887,-0.80436696,9007199431299345
23.818548,23.958693,21.928083,21.597752,20.83091,267.83442132,-0.83378734,4503874807267344
24.989967,22.366899,21.20046,20.657345,20.367794,267.76693991,-0.63582917,2310346883987406864
23.701012,24.528975,23.36964,21.33709,20.226933,267.76937042,-0.63953551,2305843009222250769
25.760386,23.793921,22.170216,21.428244,20.880285,267.77623529,-0.69691489,4503874807267344
24.637062,24.886787,23.394415,21.940315,22.649393,267.77825262,-0.70000675,2319424177116807441
25.203426,24.25662,24.130699,22.054976,21.869577,267.78779246,-0.72726827,176161041
25.532404,23.012924,21.485207,20.341146,19.658432,267.78399862,-0.71409629,4503599895937040
25.005707,24.961399,21.943909,20.763319,20.238014,267.7929518,-0.73431807,2312598683801223184
23.396128,22.780064,21.586695,21.155817,20.785137,267.76530778,-0.64951672,4503874773712896
22.366451,23.871075,22.128794,21.446117,21.52338,267.76551182,-0.65574761,6773266807128080
24.164991,24.521757,23.513039,22.041122,22.354944,267.76705385,-0.65536717,13598760122843409
25.999331,22.652225,22.404284,21.927414,21.73518,267.78186804,-0.72228938,151029192371339288
25.2672,22.853052,21.936152,20.718214,19.808598,267.82318188,-0.81430584,6755674620953104
23.714638,24.297329,22.580427,21.865995,21.246048,267.78686547,-0.70780507,4503874773712896
23.338976,23.561892,21.966381,21.255899,20.773758,267.81400985,-0.7831835,4503874840821832
23.465055,24.496023,22.419109,21.217789,20.682171,267.82524939,-0.81682665,4503874773712896
26.930134,26.248081,22.776001,21.601545,21.508461,267.76216531,-0.64959061,142639617
25.104002,24.747812,23.59819,21.779732,20.840046,267.78750802,-0.71195231,9007199389093889
24.101147,24.775688,22.516535,21.084522,20.423962,267.78998937,-0.70890144,142639361
24.010035,24.897463,22.191143,21.082697,20.844975,268.1349332,-0.64284991,4521466993475600
24.740383,23.591658,21.587391,20.746403,20.585491,268.13956921,-0.67656214,4573968673570833
25.920479,24.066322,22.312864,20.654871,20.013987,268.13745827,-0.67430792,4503874807300112
23.963882,25.001417,22.699694,21.286007,20.607098,268.13768641,-0.67035802,4503874807267344
23.541096,23.125601,23.159868,21.336622,21.227924,268.13876415,-0.6769003,4574243551445009
24.288008,24.300436,22.24008,21.99341,24.051176,268.13798994,-0.67107265,4503874807300112
25.446636,23.679037,22.266064,22.007362,21.488516,268.14416116,-0.69137663,4503874807300112
24.681763,25.114376,22.934433,22.082628,22.200666,268.16256733,-0.72124186,4503874815688976
24.542917,24.993496,22.381001,21.894056,20.714003,268.16834628,-0.75588931,2312598683801108504
24.873396,24.88303,23.091007,21.729103,21.90159,268.17182036,-0.74716376,33554449
25.518518,25.967278,23.531174,21.935194,22.844837,268.17102137,-0.7476999,4573968681926673
24.444349,23.757505,21.384041,21.017221,20.253038,268.15731571,-0.72565198,4503874773745664
25.033224,24.210035,21.753592,21.096563,20.82029,268.17438128,-0.75008745,6755674620952592
25.272394,23.488985,22.446869,22.116722,21.602327,268.17920284,-0.76690322,6755674620952592
25.60964,23.010328,21.795462,21.431362,20.634302,268.18014637,-0.77303191,4503874773712896
24.440302,25.854904,23.183907,21.633913,20.941965,268.13017266,-0.65357695,9007199263129857
24.43424,24.293846,22.812563,21.577473,20.564438,268.13059677,-0.64716868,9007199388958721
22.918467,27.427841,23.409943,21.735392,21.493242,268.16404633,-0.72770077,9007199388960001
25.390671,24.87727,24.138493,24.347141,22.494911,268.34705497,-0.75141347,1099688218897
24.503025,23.795828,21.976328,20.92272,19.901676,268.38490233,-0.81679413,2355382880261111824
23.687962,23.882406,23.550228,22.084146,21.476639,268.38186578,-0.8083306,42074129
24.081388,23.402443,21.53919,20.44813,19.955597,268.39813964,-0.83994574,4503874807398424
24.820589,26.850576,22.069632,20.631847,19.81341,268.33346831,-0.70125663,76561193975709968
25.26256,23.165083,22.38365,21.672192,21.51742,268.3342126,-0.70289687,4503874807267344
23.902981,24.486273,22.127399,21.39728,21.20505,268.34064315,-0.73883008,6755674620952592
23.625551,24.165062,21.821884,21.32844,21.131012,268.34386119,-0.72860417,4503874807267352
25.393839,24.228525,22.386322,21.23255,20.367197,268.35743046,-0.76401009,2310346883987406864
25.783596,24.777849,22.483334,22.000593,21.386246,268.34331795,-0.73633629,4503874907930624
25.156368,24.110622,22.506786,21.75576,22.355566,268.3881721,-0.82393226,6773266807128080
24.017984,24.280235,22.490458,21.253801,20.396467,268.37620414,-0.79340125,1
24.046606,24.4739,22.296095,22.295904,22.059637,268.74174473,-0.66668779,2312598683809513488
24.961596,24.581766,22.298473,20.87809,19.919258,268.74702752,-0.67469519,2312598683801092120
23.747038,24.477407,22.846287,21.856804,20.91942,268.74286874,-0.67211327,4573968673538065
24.583132,25.365963,23.196152,21.829435,21.353651,268.75367107,-0.68693485,4573968673570833
24.187777,23.134029,22.399317,21.234715,20.300285,268.75824615,-0.69959342,78813268625326104
25.570202,22.890697,21.742523,20.95764,20.897917,268.74286224,-0.66849858,4574243518021649
23.738857,22.791918,21.317957,22.623699,21.86322,268.7430068,-0.66802631,6914004303872272
22.304796,22.825285,22.004593,22.054644,21.177572,268.75341087,-0.67684348,4503874773712896
24.684488,22.89957,21.836174,21.521639,20.930925,268.77707214,-0.72921139,4503874773712896
23.112473,23.736675,22.930216,21.750521,20.928661,268.72528845,-0.62974077,9007199388983297
25.503683,22.96467,22.583199,21.771587,22.815681,268.80029082,-0.7729126,4503874807300120
23.190489,24.023724,23.61755,22.039602,21.348833,268.81609569,-0.78763512,13581167928279057
25.198164,24.677336,22.27969,21.381187,20.615892,268.85058386,-0.83174671,4503599929360400
25.099211,24.100866,22.087622,21.890255,22.276882,268.84774142,-0.83183428,2310346883995795472
25.206427,26.137632,22.438551,23.319305,22.490541,268.84351088,-0.82351387,4503874807398424
24.549633,24.78684,24.08182,22.020784,21.278086,268.81953259,-0.79788124,9007199430918417
26.233217,22.5812,21.231596,20.818993,19.65538,268.79347253,-0.75430157,2310346609109499928
23.403233,24.104479,22.143522,21.752413,20.943363,268.83541813,-0.81312623,6755674620985360
25.18261,23.302694,21.694052,20.490818,19.639618,268.79954274,-0.75463849,6755674620952592
24.127436,24.787376,23.789942,22.064865,21.384079,268.81806296,-0.79228367,4573968681926929
23.647768,22.833706,21.485971,20.820118,19.978703,268.82550731,-0.80956164,4503874773712896
25.726648,22.092321,24.971478,25.186625,23.161335,268.84853034,-0.83851364,11258999211032849
25.372099,23.056328,21.581633,20.993908,20.398607,268.795869,-0.75153229,4503874773712912
24.298363,23.127254,22.041437,21.641361,21.039026,268.79682857,-0.75251961,6755674620952592
26.170036,24.578192,22.625139,21.760969,20.829659,269.03730641,-0.64581345,49539871080972304
24.790802,23.305861,21.555344,21.292475,20.655123,269.06587158,-0.6851326,4503599929393168
24.992218,23.251556,21.535002,21.067461,21.587608,269.05726562,-0.67169724,4503874807267344
24.454592,25.802624,24.795799,21.642714,22.459963,269.06583516,-0.68732734,18014398644098321
23.934895,25.383068,24.92071,21.724146,23.394943,269.06476876,-0.6872703,9007199397744913
25.700911,22.439995,21.386559,20.70631,21.031818,269.07793848,-0.69365458,4503874774237204
25.033894,23.666176,21.814976,21.236086,21.274454,269.04684763,-0.65601528,2310346883995959312
24.701458,23.182743,21.882944,21.578712,21.011324,269.0800457,-0.69944379,4503874807267348
24.513199,22.251001,24.802063,24.361759,22.828342,269.11636845,-0.75098021,13510799293186352
24.278931,23.99209,22.682106,21.614689,21.380926,269.14785336,-0.78592736,2305844108725452817
24.914574,22.908199,21.129112,20.560228,20.121435,269.16887375,-0.80024519,6755399743045648
23.407919,22.783735,22.137377,21.633099,22.181963,269.1691194,-0.80138822,4503874807267344
23.571714,22.124252,22.447342,21.723867,19.182276,269.19691236,-0.82889234,85568668074905880
23.233742,23.687637,22.327389,21.734539,20.871801,269.10545503,-0.73693823,4503874807267344
24.739964,23.494581,22.317945,23.657413,22.379095,269.10705029,-0.73668997,2312598683809611792
23.582731,24.248816,23.265818,21.112211,20.208103,269.10708217,-0.74059812,2314850208476856593
23.521152,22.242458,21.415049,21.303911,20.902349,269.1146022,-0.74109895,2310346883987406864
25.392857,25.227381,24.410742,21.447182,20.60405,269.11096073,-0.7389114,2305843009356431633
24.440994,22.10103,21.50256,21.070246,20.344067,269.12344424,-0.74984057,4574243517923353
25.83029,22.766205,21.709547,21.396906,20.818073,269.12301535,-0.74923129,4503874807267344
25.529999,24.055008,22.526869,22.171751,21.743616,269.15780903,-0.78794559,6755674620952592
25.379299,23.147146,21.842768,21.464046,20.969851,269.17865115,-0.8154196,4503874807267344
24.085484,25.205858,23.514248,21.543926,20.800827,269.17977311,-0.81638705,2317102008416473105
23.711069,24.517361,21.913441,20.894066,20.062679,269.09113757,-0.714741,2310364201295675408
25.909618,22.75705,21.666269,21.057329,20.245781,269.09373105,-0.71587997,2312598683801092112
24.716211,24.747465,22.613253,21.728111,20.585598,269.08899923,-0.7147207,4732573225975825
25.32358,22.328663,21.546007,21.065041,20.406023,269.10258176,-0.72752312,4503874773712896
23.772423,24.774981,23.307579,21.837675,22.04286,269.14195122,-0.77634002,45037095819018257
25.701136,23.302576,21.656116,21.047758,21.394588,269.15454541,-0.78400903,2312598683809513744
26.07579,24.988045,22.442688,21.801828,21.180624,269.09293979,-0.72330089,4503874782101760
26.123213,23.485846,21.765627,20.445278,19.214804,269.10770766,-0.73380071,4503874782101760
23.90271,23.15299,21.695263,21.053837,19.989016,269.11026958,-0.73514178,4503874773876752
25.412706,24.419344,22.411589,21.976976,20.879292,269.1091512,-0.73489358,6755674621116432
23.929691,24.026508,23.258307,22.168163,21.056021,269.13941973,-0.76935172,4573968673538065
26.17868,23.329662,22.32622,23.017801,21.332432,269.14438655,-0.77285812,4503874782101760
25.733103,23.921127,21.668421,20.476614,19.50614,269.15893228,-0.79138914,51809263047278608
24.448923,22.687855,21.613237,21.231756,20.843813,269.20455353,-0.83597607,2310346883987406864
23.455439,23.517651,22.49251,21.470566,20.13011,269.09183384,-0.72174004,131073
24.564693,25.80286,22.810143,21.411339,20.435198,269.13660442,-0.77148946,1099645976577
24.148857,26.716343,23.166483,21.482094,20.292728,269.14809218,-0.78349629,9007199254740993
23.563648,25.984095,24.080008,21.517288,20.909172,269.15000401,-0.78533653,9007199397347585
24.428316,24.329172,23.416037,21.714573,21.650034,269.46176884,-0.65514446,2310416977853808657
24.82552,23.187843,23.265732,21.862036,22.608913,269.50698784,-0.6953509,49610239959367729
25.499439,25.885735,24.438335,22.153093,21.762753,269.43875818,-0.63382054,2305843009356300561
24.836657,25.76985,22.53249,21.610966,22.019001,269.44947868,-0.65059972,2310346884121624592
24.054874,23.458488,22.530064,21.720325,20.738375,269.50344143,-0.69441451,4503600105521480
23.348063,23.769392,22.030436,21.019943,20.181181,269.52384175,-0.70640648,4503874975055944
25.017563,24.726824,21.465057,20.227943,19.834856,269.54796447,-0.71999553,4662204481798160
24.081549,24.398716,22.1488,20.576353,20.717297,269.55300448,-0.72310243,4503874807300112
25.3314,23.243788,21.734255,20.926949,21.463278,269.54406127,-0.72214915,4661929603891224
23.291599,22.432858,21.236427,20.832769,20.464294,269.56384861,-0.73480896,4503874807431184
25.026243,25.746563,23.877726,21.977884,21.766815,269.61360404,-0.75751848,42340625
23.820335,25.114954,21.898741,20.904896,20.731691,269.6306587,-0.76281197,2310575307528208401
23.421801,23.847853,21.821049,21.114233,21.028786,269.64615814,-0.77276912,4503874807267344
25.548613,25.116642,22.634771,21.55607,20.568169,269.63777972,-0.77376564,4574243551477777
23.298388,25.215387,22.551064,21.886366,21.307013,269.64277956,-0.77606026,4503874807267352
23.753502,25.517401,25.547356,22.556126,22.639509,269.6334519,-0.77104244,9007199431332113
25.373161,23.139359,21.991697,21.189384,20.957611,269.52897118,-0.70221299,4503874807300112
24.447029,25.542501,24.548517,23.879341,20.683321,269.56533357,-0.72734985,2319424177108418577
24.819195,24.756115,22.35313,21.227192,20.371586,269.58728914,-0.74801636,2310346883987406872
23.030563,23.459509,22.193844,21.431747,20.756731,269.60498588,-0.75154565,6755674620952600
24.257479,22.092463,21.362654,21.182358,20.412733,268.47130205,-0.81995069,6772991929225240
22.429476,22.518723,21.277498,20.632063,20.370483,268.39574644,-0.64022424,2312598683801092112
24.224955,24.188005,21.539959,21.061462,20.304819,268.41509604,-0.70763294,2312598683801092120
21.790768,25.975252,26.203869,25.430862,23.940779,268.43033857,-0.7203311,9008298900718849
23.43367,25.548048,22.784985,21.650326,22.323875,268.39553133,-0.64652859,2251799847239697
24.174755,23.783262,22.522491,21.25065,20.27434,268.41326673,-0.68077445,4503874807267344
25.150976,23.240292,21.956898,21.322973,21.579412,268.41995951,-0.71384997,4503599904194816
25.578733,23.354528,21.388012,20.065643,19.240959,268.42819153,-0.71951319,4503874773712896
26.416868,24.862257,21.422565,20.547438,20.019506,268.463649,-0.80121756,4503874773712896
23.172577,23.795914,22.033886,21.108028,20.197901,268.41250588,-0.69669593,134250497
23.006342,23.667112,22.795803,21.476379,20.735092,268.43377386,-0.75067459,2251799822074129
23.139591,23.867155,22.696301,21.785172,20.913464,268.46976817,-0.81849081,140737622720513
24.373394,22.658442,22.195665,19.749187,19.346682,268.84276439,-0.77014746,4503874773843984
24.467728,25.114382,24.802029,24.361797,22.702217,268.86043529,-0.80089717,9007199397380369
25.202734,25.011419,23.493198,21.865934,21.895466,268.86588774,-0.8003258,4573968673538065
24.831783,25.114376,24.729206,20.353086,21.231602,268.88020228,-0.82462444,13510799326707984
24.132038,23.737478,22.389473,22.161186,21.802244,268.78073758,-0.68117092,6755674621509652
24.276075,23.467855,21.741486,21.266012,20.625444,268.82378157,-0.74867378,6755399743045648
26.052719,22.301964,21.361998,20.730347,20.322411,268.85476739,-0.78682932,4503874773712912
22.962275,23.082102,21.114313,20.34441,19.709484,268.85612648,-0.79782937,6755674587398160
23.679399,22.276817,21.000641,20.233994,19.411388,268.87042909,-0.82156927,4503874773712912
25.243063,23.483755,21.580593,20.868782,20.223125,268.87680567,-0.83160792,2312598683801092112
25.639175,23.419228,21.96073,21.321411,20.998297,268.88673038,-0.8350637,4503874773712896
25.168661,24.193947,22.153378,20.899769,19.885361,269.09379313,-0.65524939,2310346883987537936
24.489849,23.531368,22.130159,21.377407,20.469925,269.09283201,-0.65725742,2310346883987406864
24.429028,24.934317,23.488245,22.842377,22.414967,269.09482394,-0.6527039,33685521
23.960936,22.676611,24.798676,24.273703,22.74988,269.10728253,-0.67440059,153122387506893073
24.987679,24.761673,22.258905,21.49542,22.826897,269.13723797,-0.70969136,4503599929393168
24.406792,25.231518,22.072401,21.263859,20.954536,269.12885725,-0.70548856,4503874807267344
27.247545,24.235979,22.717539,21.342884,21.005058,269.12995902,-0.7058703,4573968673538065
23.453651,23.776264,21.957563,21.404047,21.653372,269.13540027,-0.70691804,4503874807267352
24.767553,25.024834,23.998312,22.681524,22.961725,269.13531282,-0.71141319,9007199431332113
26.125153,24.777483,25.127954,23.633226,23.776228,269.13423451,-0.71007493,9007199397744913
25.444685,23.087584,22.369751,21.355009,20.501877,269.15276278,-0.73293049,4521467001868304
26.064106,23.086538,21.861338,21.338493,20.39146,269.0986256,-0.66158951,2310346883987406864
23.739037,23.211321,22.422424,22.113182,21.580301,269.1221389,-0.68990842,4503874807300112
26.035616,23.366987,21.961266,21.395033,21.592648,269.14580736,-0.71892478,4503874807267344
24.761248,24.802351,22.214579,20.646303,19.787151,269.09946554,-0.66606756,2310417252731584529
23.61553,25.115177,21.464191,20.759418,20.150892,269.11866645,-0.68827382,6755399709525264
