u,g,r,i,z,ra,dec,flags_r
24.22113,24.359831,23.418655,21.918533,21.061821,267.19095175,-1.24859089,2382474571891736593
25.544628,27.907393,26.679209,26.545309,17.512516,267.20624193,-1.05648387,13510799293583664
20.709911,25.113081,24.802502,24.362823,18.004742,267.22605639,-1.14908435,13510799293583664
20.696409,25.29071,24.890753,24.566402,17.127254,267.22517506,-1.13654666,13528391479628080
20.876535,25.256409,25.007906,24.467495,17.267365,267.22693658,-1.14996425,13510799293317424
24.176954,25.123629,24.822069,19.666227,19.926123,267.20482269,-1.19484028,13510799326740784
24.359814,23.317194,21.833862,21.090939,20.695572,267.19986822,-1.1923984,4503874807267352
27.17728,27.307915,27.516716,14.865473,14.628003,267.22153387,-1.23137263,9007199431332113
24.634686,25.114613,24.801996,17.003359,22.826864,267.21868089,-1.22916868,13510799293583664
24.31488,25.178999,23.990009,21.106268,21.602898,267.21524806,-1.23566211,2319354083385151760
22.879557,22.010426,24.810452,24.364826,22.824535,267.21661582,-1.11700711,9007199397482769
25.38904,23.956234,22.666611,21.849302,20.77877,267.22760101,-1.24923654,13581167928279057
24.648914,24.874147,24.663416,24.311901,20.843872,267.23098802,-1.06743033,13581168070885649
24.42091,23.529032,21.778261,20.542797,20.231525,267.23879552,-1.17993267,4503874807267352
24.374815,22.829134,21.443193,20.91613,20.576979,267.24434112,-1.06242718,2310346883987439632
25.148602,23.421261,22.48115,21.049183,21.402702,267.26808546,-1.22364983,4573968681926929
24.81768,25.46966,22.500521,20.678459,19.826721,267.27041785,-1.05445823,9007199431299345
24.91585,24.479944,23.144543,21.465021,21.428865,267.2750049,-1.15603011,85638761966731281
24.329397,24.234947,24.942398,22.020233,23.519779,267.27634026,-1.15680231,9007199423173905
20.673393,27.370565,21.997433,23.513796,23.095453,267.15524901,-1.08963591,15832967716798737
24.15967,24.112223,22.382963,21.18368,21.682625,267.15901854,-1.17589771,2310346883995828240
25.085928,25.018763,21.274502,20.696558,20.283516,267.16881954,-1.20868506,2310346883987439632
24.059849,24.115114,21.67094,21.112831,20.780104,267.17311974,-1.22255412,2382404203147427856
24.695024,23.533821,21.565685,20.447832,19.899536,267.18390207,-1.15767842,4574243551576089
24.065817,23.656929,21.412094,20.661987,22.50778,267.24288426,-1.05659589,2312668777667362833
25.145195,25.073278,23.812809,21.353848,20.583511,267.27363801,-1.25125284,2305844108733841681
25.364384,24.138956,21.861465,21.232269,23.038694,267.25662672,-1.0948898,6755674620952600
25.851959,23.311039,22.262716,21.314915,21.264641,267.24345394,-1.1929978,4573968673570833
25.875095,23.157146,21.956539,20.86731,21.187574,267.26536204,-1.13846347,6755674587398160
22.761141,23.92432,21.693056,21.311972,20.988987,267.15683882,-1.08217253,4503874773712896
25.572081,24.536285,22.09166,21.897604,20.545076,267.23707244,-1.13448078,4503874773712896
24.199673,24.415226,24.616156,25.636307,19.743164,267.27837582,-1.22933477,2314850208611041553
25.910032,25.598255,22.725101,21.352507,21.427774,267.27242875,-1.15470472,142606593
25.879698,23.990839,24.439238,18.811834,22.993692,267.29904888,-1.18844176,2305843009356333329
23.675972,25.140007,24.817551,24.374346,18.985977,267.31403722,-1.17019523,9007199397380369
24.754349,25.242153,24.835251,24.469124,19.865776,267.33313737,-1.09636867,9007199431332121
25.671741,26.173481,25.865425,17.376003,18.171484,267.36466071,-1.20265637,13510799293583664
24.634724,25.114286,24.802025,17.946917,17.339499,267.35948994,-1.19902521,13510799293583664
25.086267,25.113892,21.41078,20.678772,22.827232,267.35969821,-1.16054419,4573968673538065
25.144089,25.310408,23.912308,21.876337,22.43853,267.40329767,-1.18338591,9007199389126673
24.224171,22.643803,22.339939,21.83251,21.963421,267.42415878,-1.21847277,2312598683935309840
23.316805,23.286209,23.068707,22.643993,22.679106,267.42163183,-1.21590937,4573968673538073
25.691996,25.186598,23.747025,21.177446,22.117081,267.288349,-1.08853319,2314850208476991761
24.085121,24.663666,22.894787,21.362469,20.576563,267.31564113,-1.24263888,2310416977853677585
25.578817,23.000565,21.534899,20.484709,19.919605,267.38916962,-1.18606493,2312598683801092112
21.928759,24.937525,24.446268,24.104626,22.682402,267.41586577,-1.20345707,2314850208611041553
25.132936,24.409311,21.863911,21.146242,20.204315,267.42771659,-1.22318921,2312598683801092112
21.885431,25.825703,26.452711,25.544327,22.131268,267.34029542,-1.06288463,9007199388960001
24.094864,24.75462,21.8311,20.618332,19.907839,267.3546053,-1.25256006,2312598683801092112
22.923363,22.110521,21.448845,21.169325,20.907274,267.29811471,-1.22745897,4503874773712896
23.574827,23.025396,21.485264,20.957237,20.805193,267.3276433,-1.12948981,6755674620952592
23.019444,22.891998,21.252623,20.790073,20.318771,267.37107463,-1.18804574,4503874773712920
23.754194,22.759573,21.98102,21.249422,21.463001,267.28659188,-1.17808147,4503874773712896
26.038364,23.064795,22.337896,21.213469,21.134193,267.37650892,-1.14498927,1
22.849958,24.045658,22.805281,21.04641,20.683176,267.43156659,-1.23424651,9007199397347585
23.726023,24.657503,22.506039,21.686394,20.410603,267.42561529,-1.22715097,9007199263162625
23.976755,25.038572,23.218206,23.069675,20.955376,267.43846067,-1.25784083,2305843009222230033
25.433428,25.424421,24.966372,22.16819,20.18508,271.92676146,-1.24491862,18014398643699713
26.181505,23.687984,23.431499,21.475477,22.214043,272.56277586,-1.24195468,2305843009222115601
22.64263,23.008543,21.27796,19.953638,19.339739,272.5639832,-1.23333971,2312598683801124880
27.447758,25.124889,24.818695,17.302738,17.13954,272.68786591,-1.15689914,13510799293583664
23.526466,24.172905,22.191885,20.381243,20.012671,272.67210226,-1.1305837,2310346883987406872
25.154568,22.451935,21.590546,20.522202,20.354256,272.70452294,-1.1126146,4503874807267344
23.512239,22.877138,23.381763,20.72576,20.600084,272.72204761,-1.16976561,9007199397347609
26.12697,24.525045,21.563877,20.454775,20.133528,272.73129083,-1.05386946,4503599929884696
24.394609,24.677809,22.1103,21.59823,21.471523,272.69759575,-1.22980941,4503874782101760
22.332764,27.178516,21.987555,21.108715,20.354631,272.72571035,-1.25295889,4503874907930624
23.023094,25.849478,23.882854,21.617426,20.052645,272.6741271,-1.18965015,9007199397347585
22.032669,24.579756,21.604847,20.039354,21.154276,272.96936715,-1.06489832,4503874807791636
25.120029,27.500971,22.940619,20.784159,20.19047,272.96662205,-1.06480535,2314850208611959061
24.617247,26.178137,21.406605,20.547178,20.256105,268.07663582,-0.10732707,2310346883987406864
24.40942,23.846384,21.293695,20.406942,20.407822,268.08448564,-0.19699634,2310346609109630992
24.838543,23.81797,21.470146,20.748629,20.931805,268.07605752,-0.1017186,4503874807300112
23.611456,25.024284,24.706432,22.76894,20.215979,268.08986477,-0.14463915,2314850208611209489
23.786549,24.725431,22.074211,21.539114,22.826996,268.08969147,-0.14835786,2310346609243717656
25.170383,22.269115,21.008522,20.677605,20.58532,268.08107527,-0.15711966,6755674620985368
25.401773,23.532385,21.606035,23.446228,22.291906,268.0908205,-0.17446691,2312598683809513744
25.046776,23.510033,21.009386,21.847815,21.882473,268.08451889,-0.20649616,2312598683809513744
26.23502,25.708412,22.763136,21.507101,21.638117,268.08693788,-0.13590381,2310416977853677585
24.076372,25.597721,22.68313,20.915762,21.582392,268.08690966,-0.15382209,9007199388991489
23.706644,26.005968,21.916176,20.891981,20.490177,268.0933626,-0.20405279,8388865
26.110325,22.292961,21.079649,20.385777,19.593338,268.41013869,-0.20535046,4503874807267352
25.996763,26.022736,22.103678,21.315395,20.907282,268.40541255,-0.11890013,2314850208602652689
21.73156,23.919024,24.293011,25.730755,23.949865,268.40307495,-0.11836685,11258999244620049
23.081404,24.744015,23.544899,21.843113,22.575956,268.41157621,-0.19553425,13581167928410129
25.134281,24.246319,23.758125,21.598568,21.356197,268.41175268,-0.14885908,2319424177108418577
25.011251,26.459085,21.624664,20.925728,20.400511,268.4006041,-0.13611328,4503874773712896
23.770741,24.755499,21.791653,21.189505,20.834555,268.4094925,-0.12455974,9007199388958721
25.653656,25.614204,23.031496,21.441072,22.548056,268.41630476,-0.20096583,134217745
24.549761,24.881752,22.31027,21.394394,20.973783,268.69942154,-0.14831378,4503874807267344
23.315151,23.578636,23.125648,21.517826,20.758823,268.70581873,-0.1917885,9007199422513169
25.072428,22.043261,24.801285,19.523592,19.456747,268.70568798,-0.17786491,13510799293186352
23.188408,25.12109,21.894478,20.108433,18.883528,268.69773151,-0.12012857,4573968639983633
25.721987,22.613974,21.578768,20.771372,19.659225,268.69995542,-0.11912422,4503874807267352
23.110455,25.045431,22.726377,21.553659,20.994848,268.7025463,-0.16216403,2310416977853677585
24.491158,24.286009,24.814308,20.796057,19.694431,268.71084374,-0.20254007,2317102008424759569
25.859177,25.707151,21.653484,21.070154,21.085842,268.69866128,-0.12563893,2310505213670326544
23.927744,23.282763,21.039717,20.265799,19.698912,268.70911854,-0.20569843,2310346883987406864
24.352184,24.468065,21.381968,21.012592,20.737488,268.70039614,-0.10346152,4503874773712896
26.102247,23.200987,22.111599,21.286724,23.410116,268.69960885,-0.17200638,8421633
22.988089,22.790867,21.275789,20.754543,20.984228,268.95921507,-0.12127348,4503874807267344
25.41626,23.403839,22.714769,24.361807,19.432447,268.97583879,-0.20504161,4503599904194576
24.23527,25.852541,23.907045,20.753164,21.526695,268.97088505,-0.17225639,2305843009222082833
25.275232,22.573807,21.909916,20.85825,20.913769,268.97053044,-0.20665493,4503874782101784
25.888655,23.451494,22.071148,21.256535,21.030546,268.97214747,-0.17373164,9007199254781953
24.7862,24.652582,21.914133,20.076389,19.159035,269.2787595,-0.1454059,2310346883995930640
24.797213,24.668739,21.860882,20.287615,19.815794,269.2681553,-0.11911205,4503874807267344
22.895298,23.187279,22.002542,21.394135,20.295317,269.27099112,-0.11197146,4503599895805952
26.564703,24.794603,23.410152,21.088902,20.703655,269.29102789,-0.20880362,9007199397380353
24.298376,26.171356,21.552353,20.026331,18.890175,270.70692172,-0.21006323,4503874807267344
25.725672,26.317114,23.044218,21.926462,20.61577,270.70788653,-0.20525561,9007199288463377
23.655031,23.038231,21.105593,20.849566,20.392611,270.72782349,-0.15171063,4503874807267352
24.52914,23.195877,21.357586,20.518833,19.876417,270.7224619,-0.15816297,4503599929360400
25.682289,26.285645,21.014269,17.368259,23.28409,270.73761064,-0.11357394,4503599904620820
25.910934,22.952551,21.260286,20.593134,20.060829,270.68371172,-0.27850777,4503874807267344
25.963947,24.602413,21.064421,20.938398,20.501226,270.6874843,-0.28997603,2310346883987406864
25.949028,23.462778,21.249718,20.549824,20.140137,270.69750046,-0.26862537,4503874807398424
24.278645,23.292376,22.628668,21.16769,21.538183,270.69658819,-0.26069808,2310416977853677585
24.496117,22.442953,22.427248,21.495859,21.99962,270.70901658,-0.21560075,4573968816177433
24.921515,25.403265,22.183109,21.206736,21.156464,270.71575859,-0.18329719,9007199422513169
23.917173,23.230862,21.122725,20.924444,21.016939,270.71992136,-0.19045181,2312598683809513744
23.768135,25.890009,22.952559,21.324543,20.973497,270.71398754,-0.19629464,9008298934308881
23.814407,25.669773,22.058395,21.263472,20.179329,270.69934214,-0.25334837,4573968673538065
23.654806,23.215801,22.36484,21.162104,20.995266,270.70145662,-0.23155782,11258999236199697
26.045399,22.943161,22.209227,20.851309,20.534962,270.73098392,-0.11981897,142606593
26.626301,23.59972,23.317955,21.149303,22.901157,270.73040538,-0.15909732,9007199254740993
25.897457,23.005989,21.592321,21.853939,21.216568,271.03150779,-0.16616584,6755674620952592
24.673986,24.487165,21.770544,20.676054,19.936991,271.03035097,-0.18380716,4573968673538065
23.288858,25.24535,24.813639,17.50194,22.976973,271.03430578,-0.18083543,13510799293583664
23.830549,23.476669,21.310331,20.384357,19.867071,271.03522452,-0.13218082,4503874807267344
23.337078,24.331923,22.02281,20.572264,20.658659,271.04024019,-0.13317514,4503874807267376
23.388264,23.630459,26.562361,21.606735,22.387375,271.3007881,-0.14336633,11260098722824473
24.087557,22.804417,21.130075,20.375944,20.04302,271.30495928,-0.11263116,4503874807267344
26.138847,26.400042,22.595032,21.390673,21.051111,271.3054407,-0.10273474,4573968681926937
26.497818,22.263672,21.037224,20.33003,19.689775,271.29875122,-0.12368229,4503874773712896
22.111313,24.811491,22.32548,20.58227,19.569242,271.30594685,-0.11557125,45035996273704961
25.142279,23.959274,22.872705,20.587919,19.567381,271.57610093,-0.29170805,2310416977862066449
25.909311,23.862581,22.597591,21.248056,21.261171,271.58215952,-0.26703253,4503874942009364
24.268391,22.187983,23.381369,24.771036,20.939594,271.58680855,-0.20280768,9008298800058385
24.634756,25.114536,22.420338,20.082588,22.826796,271.57715006,-0.25317885,4573968639983633
25.761589,25.043932,23.14826,21.733768,23.190489,271.59129364,-0.1076215,140737530433809
25.840151,24.022934,25.576263,21.679159,22.866673,271.59432604,-0.11509286,9007199431069969
25.171772,25.472828,22.708876,20.874889,20.234047,271.57928621,-0.23886829,2310416977862066449
24.656937,22.891806,21.257381,21.381609,20.554775,271.59954131,-0.12791991,2312598408931606800
23.677166,23.060579,21.418941,20.414669,19.996523,271.59713051,-0.1471869,2392537302204441
22.630136,22.223719,21.127035,20.712322,20.354383,271.59319092,-0.1048891,4503874773712896
24.816233,24.696173,23.584314,21.527369,23.182837,271.59491776,-0.10149257,11258999244587281
22.897865,27.260996,22.248966,20.906822,19.976244,271.59557111,-0.12661677,9007199397380353
26.922981,24.317371,21.745617,20.582802,19.962341,271.59940692,-0.12225854,1
23.904188,23.799294,21.912233,20.653233,20.302475,271.91194598,-0.10557291,4573968673570841
23.967165,23.315781,21.102915,19.888128,19.336054,271.92153955,-0.10773402,4573968673538073
24.334578,25.192884,24.814154,21.796349,22.740402,271.91480386,-0.1887759,2314850208611176721
26.845253,22.350767,21.151087,20.754885,21.364506,271.91739331,-0.16854173,4503874773712896
24.498373,25.541838,25.542833,16.65744,23.342459,272.34390993,-0.12912558,13510799293317424
25.252728,25.905495,23.690607,21.67901,22.153023,272.33556993,-0.17776712,9007199296684561
24.249327,25.317513,23.474604,20.764853,21.13236,272.33853328,-0.13324826,2305843009222082833
25.021576,26.240345,21.919935,21.155437,22.797253,272.3325551,-0.14474384,2310416977862066705
24.629055,25.124294,21.593147,19.908195,19.888636,272.34235403,-0.13928164,4573968640016401
24.307541,22.951653,21.058325,20.576422,20.498993,272.33606538,-0.12411395,4503599929360400
26.987507,23.590052,22.87314,20.797741,20.729107,272.32813574,-0.17466735,11258999101988889
22.420746,26.300808,22.092115,20.740202,20.424282,272.34337341,-0.13434897,134217745
25.259073,24.342697,21.141354,20.688505,21.489998,272.33130143,-0.17241708,2310346883987406864
25.361759,22.629051,21.169033,20.819813,20.658922,272.33744285,-0.15658646,4503874773712896
25.85498,23.381041,22.875629,21.233297,20.50009,272.73167926,-0.20798656,9007199288430609
23.212818,23.089815,21.882135,21.396404,21.158072,267.66967212,0.23713996,4503874807267344
25.880754,23.824905,21.903496,20.443136,19.740726,267.68087957,0.27423883,4503874807300112
24.941902,24.093191,23.989029,21.834923,23.044567,267.67538952,0.26366799,9147936877707281
25.838415,23.766615,22.544968,21.155846,20.647453,269.45391613,-0.14028441,33685521
24.515018,25.169704,22.070213,20.111526,19.800461,269.45860777,-0.14503636,6755674587529232
23.467356,24.724056,22.352093,21.443851,21.460182,269.46437994,-0.14494183,4573968673538065
24.006969,24.588608,21.216549,19.849113,18.924992,269.47423797,-0.2040427,4503874773745680
23.00688,22.550903,21.417479,20.799522,20.728804,269.47821185,-0.17979475,4503599929360408
23.971973,24.063227,22.092474,21.334984,20.043776,269.45899163,-0.13779015,8388865
21.118044,25.107819,24.801586,24.358931,17.936897,270.50078191,-0.23022929,13510799293186352
23.271265,28.049454,26.924564,18.524797,24.841776,270.4724976,-0.2805121,13510799293317424
24.942186,22.643436,21.23851,20.532202,20.741117,270.47790023,-0.29510078,2312598683801223184
25.946115,22.802227,21.269308,20.478598,20.325893,270.48397101,-0.2921687,4503874807300112
26.387226,23.604282,22.215008,21.648941,21.675428,270.50440432,-0.23997292,2310346883987406864
23.514328,22.92539,21.694195,21.311417,20.78112,270.51058332,-0.21138824,6755674621116432
24.825178,24.628849,21.527494,20.385189,20.376562,270.51994214,-0.18354316,2310346883987406864
23.43359,24.552664,21.807323,21.120764,22.372332,270.48929515,-0.25019919,4503600030023680
24.59786,24.278786,21.921803,19.995731,19.555759,270.48175819,-0.28388261,9007199397380609
24.937052,27.744341,22.432957,20.827581,20.991808,270.48355916,-0.28204896,9007199254740993
28.692785,29.969341,29.702789,19.464083,27.516119,270.49813301,-0.2505535,9007199254773761
23.43952,25.073393,23.311356,21.385075,20.797827,270.52156002,-0.18702513,9007199397347585
24.937702,23.68022,21.674513,21.227951,21.348431,270.53521044,-0.1264561,2310346609109630992
22.988688,26.41824,22.559443,21.552017,20.741848,270.54873888,-0.11569215,41976089
24.291006,24.959625,21.354158,20.945246,20.739496,270.53741239,-0.1568949,2310346609109533208
26.182981,22.880096,21.014881,20.79493,20.53565,270.53531532,-0.17819069,4503874773712896
23.523216,25.641932,22.729057,21.174765,21.076857,270.54105678,-0.10967329,9007199388958721
24.069906,25.114082,24.802576,19.916164,22.828424,270.97634599,-0.13660515,13510799293186352
25.941227,22.691368,21.464931,20.814331,20.231359,270.97012525,-0.15694001,2310346883987406864
26.607691,25.615135,24.048235,20.880102,19.381033,270.97379674,-0.1405322,9007199388991489
23.731756,24.990204,22.529633,21.36829,20.924759,271.22877152,-0.18113028,42340625
25.48348,23.659071,22.948647,20.870607,20.001953,271.50454398,-0.27834658,2310416977853808657
25.665073,22.410275,21.53282,21.041737,21.151012,271.51848863,-0.22369028,4503874807267352
25.952747,24.223783,22.847488,23.633331,22.088856,271.50584242,-0.30896595,13581167928279065
23.538515,23.987236,22.114269,20.759365,20.52277,271.51450665,-0.25943035,2310416977853677585
25.401237,23.364388,21.359524,20.968811,21.650692,271.51800664,-0.24921422,2310346883987406864
24.450941,25.115112,24.803316,21.072414,22.832188,271.52977729,-0.1638142,9007199397347601
24.236462,24.513367,24.046206,22.121407,19.783314,271.52309777,-0.15096106,2305843009213870097
25.278673,25.10726,24.882113,21.732019,22.350735,271.50883377,-0.27723483,2314850208611176721
24.667557,25.932653,22.452166,21.142317,20.426519,271.50510821,-0.29902702,134217729
26.166065,24.61624,22.333178,20.761015,19.852314,271.88987204,-0.16012447,2310416977862066193
25.106491,22.953854,23.811995,20.243914,20.684301,271.88637801,-0.20096239,2305983746710602001
24.439322,23.100157,21.468391,19.826982,19.300568,271.89238354,-0.12282351,4503874807267344
23.166891,23.914692,21.113325,20.194265,19.870579,271.89309588,-0.12365911,6755674620985360
21.695601,25.903055,25.73489,24.42535,22.993694,271.89550655,-0.11852645,9008298909106449
23.328695,23.106388,21.567751,19.927641,19.240726,272.25695282,-0.14905546,4573968648405265
26.320858,25.229225,21.535755,20.67732,20.010334,272.25694138,-0.14628877,2312598683801092120
23.308016,24.307459,22.092588,20.316713,19.383101,272.26129182,-0.17387973,2310416977862099473
26.918423,23.512655,21.256283,20.411036,19.791027,272.25751197,-0.13514045,2312598683801092112
25.841997,24.463224,21.99427,21.181641,21.166679,272.25540494,-0.16358868,2312669052545269777
24.183983,23.79022,21.553604,21.495911,22.018726,272.25866752,-0.14006497,2310346609243717648
24.485544,25.078379,22.564602,21.654343,20.90176,272.25750433,-0.15795172,2310346609243717648
24.374863,25.000071,23.226536,21.324314,21.541252,272.25889841,-0.11874431,2310416977862066449
26.867023,23.810583,22.620161,21.002083,20.626385,272.25190851,-0.18716946,9007199388958721
24.988064,23.208803,21.703764,20.634932,20.363308,272.25895365,-0.19329104,1
24.76577,26.434206,22.866678,22.229549,23.386385,272.63914848,-0.20844097,9008298808480017
24.990656,26.154264,22.391485,20.903744,20.561995,272.64097907,-0.15901729,2310416977853677585
23.606293,23.213364,22.168787,21.543186,20.522812,267.37036046,0.29832932,4573968673538065
22.828259,25.114092,25.013227,20.194489,20.498178,267.75069619,0.22737511,2314850208602685457
22.37417,25.122248,21.616693,20.17807,20.604021,267.76306011,0.29676856,15832967716798745
24.088882,22.92366,21.274599,20.069195,19.823315,267.74842643,0.27387854,4573968673538065
25.954245,23.07037,23.727278,21.337053,20.747841,267.74759491,0.21911809,11258999211065617
22.762146,24.01351,21.671782,21.108711,21.291859,267.74460231,0.21201341,2312598683801092112
22.983826,23.937824,22.86091,21.135616,19.937037,267.75099576,0.28935758,2314850208476823833
24.180576,22.544243,21.383539,20.820017,20.404676,267.75092105,0.25551777,4503874773712896
23.027519,23.428228,23.185225,21.572479,22.375063,267.75211248,0.25824826,2310416977862066193
25.616323,24.166019,23.085114,21.826256,21.892128,267.75425264,0.2692878,2310416977862066449
25.929077,23.99844,22.748037,21.209524,20.433054,267.7475125,0.23481184,9007199397478657
25.008749,23.500145,21.531406,21.356623,21.577702,268.12557741,0.27118463,2310346883987406864
22.977468,23.886017,23.665478,21.514299,22.40098,268.1218375,0.27056436,9007199422513169
23.5397,24.278629,22.902172,21.540367,20.28149,268.1219404,0.22236095,2310416977853808657
25.478052,24.716774,22.02998,21.133932,21.649403,268.12397377,0.24141723,4503874807267352
25.935558,24.394636,21.838156,21.06712,21.355738,268.12445896,0.27561652,4574243551477785
24.946892,24.678457,24.228176,21.705507,21.734901,268.12972828,0.27980612,18015498054828057
23.455515,22.826103,21.317442,20.714491,20.132732,268.11602739,0.221506,2310346883987406864
23.401466,22.272818,21.750721,21.257816,21.369967,268.1209116,0.27899713,4503600030023680
25.79777,25.873133,22.952669,21.580805,21.745342,268.12865818,0.26312398,2319424177108418577
24.221695,23.23374,21.373989,20.789059,20.282475,268.1187372,0.26009433,4503874773712896
23.965252,23.776197,23.20949,21.477228,21.10338,268.11450933,0.22520426,134356993
23.416391,23.321644,22.481007,20.628077,19.803041,268.11770501,0.21674951,8421633
23.284721,23.682598,22.500879,21.183617,21.5166,268.11996524,0.28335468,9007199397347585
25.277241,25.414797,23.588823,22.029495,21.73805,268.47969006,0.22003373,2319424177108418577
24.20978,22.902887,22.206854,19.749294,19.765711,268.48924066,0.26259116,4573968673570833
24.695484,24.111431,23.600512,22.256466,20.435143,268.49741459,0.31481054,2319424177108418577
24.904375,22.967155,21.553787,21.205078,21.315147,268.48738672,0.28071957,2310346884121624592
26.016794,22.323099,21.580919,21.142021,21.073378,268.49173847,0.27668293,4503874773712896
26.628099,22.257977,21.228456,20.644535,20.445967,268.49192566,0.2869387,4503874773712896
23.624079,24.139671,25.120573,21.101614,20.222588,268.48367387,0.21430876,2323857407857524753
25.087294,26.294411,22.512499,21.298248,21.515841,268.497303,0.30254508,9007199397347585
23.121483,24.744482,21.057688,20.616844,23.267357,268.78455574,0.22417362,2312598683801255952
25.249916,23.581991,21.331722,21.541265,21.488272,268.79385365,0.29600493,2312598683801092120
21.238859,22.510235,21.474438,20.943054,20.369001,268.80040229,0.30226681,4503874773712896
23.660378,25.264666,23.463999,21.535889,21.451265,268.80350032,0.30785517,9007199388958721
26.350456,25.193203,23.019247,20.600887,20.783419,269.06018862,0.29810117,2314850208476856593
22.509001,23.570343,21.258249,20.860058,20.949745,269.04527037,0.2212904,4503874807300112
24.206816,26.706112,22.99313,21.214512,20.798532,269.04653622,0.22662629,1099545313297
22.970181,24.013691,23.336758,20.496151,21.519447,269.04259596,0.21745236,2305843009213726737
25.6105,22.70738,21.128471,20.548874,20.101213,269.04696915,0.24116776,4503874773712896
23.80492,24.240341,22.102581,21.371094,20.064665,269.49811784,0.2472226,4573968673538065
22.502884,23.048979,22.602118,21.718727,21.523314,269.49197603,0.24207717,33685521
22.846336,22.452414,21.214575,20.631989,19.957745,269.51345656,0.27865661,4573968673669137
22.711399,26.815691,24.564491,22.114752,20.628185,268.4814762,-0.58781646,11258999236198417
23.859444,23.733381,21.215715,20.729668,20.507841,268.49737509,-0.61143785,2312598683801223184
24.18008,24.988274,22.173523,20.898617,19.973127,268.49815312,-0.6231544,2310416977853677593
23.181086,25.148697,22.794968,21.260078,21.161495,268.50245262,-0.62689274,4573968648519953
23.878141,23.451956,21.95961,21.031233,20.373499,268.50449345,-0.62494324,6826043499347993
25.876947,24.247128,21.672707,20.606979,19.955584,268.50864777,-0.625866,2310505213661937680
23.20528,24.405453,21.77174,21.66482,21.256266,268.45760867,-0.52124423,6755674620952592
26.082914,23.340824,21.387506,20.32103,19.637913,268.46846866,-0.53208018,4503874773712896
22.126495,23.677862,22.671799,20.587072,19.758297,268.50160175,-0.60954231,9007199422644249
24.506605,23.122168,21.993847,20.671627,20.435375,268.87533445,-0.60209853,4573968673538065
22.530733,25.089634,21.969336,21.12184,20.791632,268.86886544,-0.58472654,1
24.612556,25.30164,22.573769,21.680756,21.979603,268.89093616,-0.61875253,49539596211487000
20.805676,25.114391,24.802036,18.571657,22.82691,269.13139524,-0.52941691,13510799294632240
23.762564,24.78302,22.575205,21.172239,20.904211,269.16262676,-0.58535803,4573968673538065
25.543837,24.287718,23.631231,22.013294,22.4098,269.15332942,-0.56032369,13581167903244561
24.11245,25.185987,21.048487,20.079411,19.786297,269.14816428,-0.56624144,4503874773712896
23.569014,23.199934,21.178633,20.490377,20.104422,269.58573091,-0.56928109,4503599929360400
22.435625,22.709539,21.33987,21.002514,20.574938,269.60932216,-0.57998842,4503874807300112
23.526953,25.746241,22.003817,21.45039,21.359219,269.60933076,-0.58649116,4503874807300112
24.906076,23.914488,22.630909,21.688988,21.889078,269.60725325,-0.57939938,4573968673570833
24.369184,25.62682,22.876059,21.706362,21.555691,269.60285549,-0.58217212,1099553739025
24.081245,24.668314,22.437109,21.931551,21.817112,269.52795538,-0.53003567,49609964947243025
26.033781,23.766626,22.474655,21.595644,20.887012,269.5431081,-0.53555405,4573968673538073
22.999275,24.78072,21.323381,20.535572,20.164373,269.62549146,-0.59794013,4503874807267344
24.94277,24.625046,23.479395,21.586935,20.372995,269.59160205,-0.57649327,11258999211065625
24.798464,22.326632,21.238098,21.2332,20.618921,269.55856559,-0.54606531,4662204481798160
24.645718,23.724104,21.493452,20.534237,19.959312,269.55792766,-0.54773954,2312598683809480976
26.510431,23.182846,21.95944,21.237545,20.514446,269.52913948,-0.52565457,4503874983428680
23.756859,22.803493,21.46081,20.342724,19.851988,269.56216816,-0.54489602,2312598683801223184
24.31921,23.534922,21.713585,21.175112,20.757704,269.61666976,-0.5983365,4503874907930624
22.938942,25.012529,21.541328,20.538155,19.893621,269.63110598,-0.59222585,4503874773712896
24.398716,23.9554,21.637028,20.562557,19.916634,269.63908303,-0.60719416,4503874907930624
22.544353,22.433134,21.069429,20.500015,20.216101,269.67989069,-0.62842218,4503874773712896
24.793558,25.305595,22.751806,21.147911,20.365295,270.03264372,-0.70603523,4573968681943313
23.754053,25.025372,22.178848,21.238106,22.83647,270.03818664,-0.70239425,4573968673538073
23.566402,25.808771,26.387619,22.547768,23.421587,270.0303777,-0.7088174,9008298942959889
23.64543,25.576305,24.730122,18.748785,17.899637,270.0650887,-0.70549025,13510799293317432
24.106325,23.368475,21.440947,20.980053,20.319944,270.07046041,-0.69767806,4503874807267344
25.198328,26.844358,24.903502,25.944944,19.77434,270.00748317,-0.70694552,9007199430902033
23.2393,22.896378,21.228573,20.219736,19.537659,270.07802431,-0.69366324,6755674587398160
22.743851,23.068052,21.493256,20.908192,21.44948,270.0277308,-0.70184011,1
24.898539,24.292227,21.665186,20.734444,19.978136,270.09040566,-0.69906435,4573968673538065
26.065825,23.316662,22.779343,21.145365,22.216932,270.11432556,-0.69266455,9007199254741009
23.29867,23.274504,21.351748,20.6518,20.45192,270.09389629,-0.70076599,2310346883987406864
26.288216,22.90414,21.753862,21.08239,20.878355,270.10372838,-0.69698239,4503874773712896
27.10807,23.16184,22.325661,21.004927,20.727604,270.11671613,-0.68943616,134217729
24.648621,22.680641,21.377802,20.538181,19.661617,270.33314523,-0.61456408,4503874807267352
