,ug,ur,ui,uz,uj,uk,uw1,uw2,gr,gi,gz,gk,gw1,gw2,ri,rz,rw1,rw2,iz,ij,ik,iw1,iw2,zj,zk,zw1,zw2,jw1,jw2,kw1,kw2,w1w2,class_bin,RA,DEC,index,Unnamed: 0,petroR50_g,petroR50_r
0,1.6696000000000026,2.799800000000001,3.9460000000000015,4.653000000000001,4.774833000000001,5.712456000000002,6.839255000000001,7.140017000000004,1.1301999999999983,2.2763999999999998,2.9834,4.042856,5.169654999999999,5.470417000000001,1.1462000000000003,1.8532000000000008,4.039455,4.340217000000003,0.7070000000000007,0.8288329999999995,1.7664560000000016,2.893255,3.1940170000000023,0.12183299999999875,1.0594560000000008,2.186254999999999,2.4870170000000016,2.0644220000000004,2.365184000000003,1.1267989999999983,1.4275610000000007,0.3007620000000024,1,3.8063309999999997,-0.549673,1,0,3.8063322378446234,-0.5497576108260254
1,0.04280000000000328,1.4691000000000043,2.1650000000000027,2.487000000000005,3.120206000000003,4.259295000000005,4.177098000000004,4.230727000000002,1.4263000000000012,2.1221999999999994,2.444200000000002,4.216495000000002,4.134298000000001,4.187926999999998,0.6958999999999982,1.0179000000000011,2.707998,2.761626999999997,0.32200000000000273,0.9552060000000004,2.0942950000000025,2.0120980000000017,2.065726999999999,0.6332059999999977,1.7722949999999995,1.6900979999999992,1.7437269999999965,1.0568920000000013,1.1105209999999983,-0.08219700000000074,-0.028568000000003483,0.05362899999999726,1,5.428998,-0.10199,2,1,5.429008995998363,-0.102033763011858
2,0.5084000000000017,0.9406,2.1060000000000016,3.0600000000000023,3.937017000000005,5.336723000000003,6.818943000000001,7.4117000000000015,0.4321999999999981,1.5976,2.5516000000000005,4.828323000000001,6.310542999999999,6.9033,1.1654000000000018,2.1194000000000024,5.878343000000001,6.4711000000000025,0.9540000000000006,1.8310170000000028,3.230723000000001,4.712942999999999,5.3057,0.8770170000000022,2.2767230000000005,3.7589429999999986,4.351699999999999,2.8819259999999964,3.474682999999997,1.482219999999998,2.0749769999999987,0.5927570000000006,1,9.474310000000001,-0.8644649999999999,3,2,9.474340282071314,-0.8645234747058865
3,1.9089999999999991,3.502299999999998,4.207999999999998,4.649000000000001,5.295424999999998,6.245704999999997,6.214192999999997,6.145142,1.5932999999999993,2.2989999999999995,2.740000000000002,4.3367049999999985,4.305192999999999,4.236142000000001,0.7057000000000002,1.1467000000000027,2.711893,2.6428420000000017,0.4410000000000025,1.0874249999999996,2.037704999999999,2.006193,1.9371420000000013,0.6464249999999971,1.5967049999999965,1.5651929999999972,1.4961419999999992,0.918768,0.8497170000000018,-0.03151199999999932,-0.10056299999999753,-0.0690509999999982,1,10.372874000000001,0.133633,4,3,10.372833723060122,0.1335450182978756
4,2.7977999999999987,4.1936,5.038,5.5710000000000015,5.857657999999998,6.86251,6.5468199999999985,6.479560999999998,1.3958000000000013,2.240200000000001,2.7732000000000028,4.064710000000002,3.7490200000000016,3.681760999999998,0.8444000000000003,1.3774000000000015,2.3532200000000003,2.285960999999997,0.5330000000000013,0.8196579999999969,1.82451,1.50882,1.4415609999999963,0.28665799999999564,1.2915099999999988,0.9758199999999988,0.9085609999999952,0.6891620000000032,0.6219029999999997,-0.31569,-0.3829490000000035,-0.06725900000000351,1,11.819037,0.38054099999999996,5,4,11.819024046776367,0.3803827132840848
5,-0.3426999999999971,0.11520000000000152,1.2920000000000016,2.140000000000004,2.629907000000003,3.684700000000003,4.843801000000003,5.512174000000003,0.4578999999999986,1.6346999999999987,2.482700000000001,4.0274,5.186501,5.854873999999999,1.1768,2.0248000000000026,4.728601000000001,5.396974,0.8480000000000025,1.3379070000000013,2.3927000000000014,3.551801000000001,4.220174,0.4899069999999988,1.5446999999999989,2.7038009999999986,3.3721739999999976,2.213894,2.882266999999999,1.1591009999999995,1.8274739999999987,0.668372999999999,1,29.103484,-0.2495840000000001,6,5,29.10351714433975,-0.2496419009185208
6,2.253200000000003,3.5334000000000003,4.372,4.777000000000001,5.163325,6.177401000000002,7.107402,7.3820390000000025,1.2801999999999971,2.1187999999999967,2.523799999999998,3.924201,4.854201999999997,5.128838999999998,0.8385999999999996,1.2436000000000007,3.574002,3.8486390000000017,0.4050000000000011,0.7913250000000005,1.805401000000004,2.735402000000001,3.0100390000000026,0.38632499999999936,1.4004010000000022,2.3304019999999994,2.605039000000001,1.944077,2.218714000000002,0.9300009999999972,1.2046379999999992,0.274637000000002,1,29.355862,-0.854057,7,6,29.355898508217003,-0.854061041745107
7,1.3842000000000034,2.699200000000001,3.517000000000003,3.689000000000004,4.508474,5.3999799999999984,5.068034000000001,5.115754000000003,1.3149999999999975,2.1328,2.3048,4.015779999999996,3.683833999999997,3.731553999999999,0.8178000000000019,0.9898000000000023,2.368834,2.416554000000001,0.1720000000000006,0.9914739999999966,1.8829799999999963,1.5510339999999978,1.5987539999999996,0.8194739999999959,1.7109799999999955,1.3790339999999972,1.4267539999999992,0.5595600000000012,0.6072800000000029,-0.3319459999999985,-0.2842259999999968,0.04772000000000176,0,29.498614,-0.710669,8,7,29.49862110232554,-0.7107337326278076
8,0.3190000000000026,1.1639000000000017,1.9030000000000025,2.506999999999998,3.300320000000003,4.355429000000001,5.143917000000002,5.665257999999998,0.8448999999999991,1.5839999999999996,2.187999999999996,4.036428999999998,4.824916999999999,5.346257999999995,0.7391000000000005,1.3430999999999962,3.980017,4.501357999999996,0.6039999999999957,1.3973200000000006,2.4524289999999977,3.2409169999999996,3.7622579999999957,0.7933200000000049,1.8484290000000032,2.636917000000004,3.158258,1.843596999999999,2.364937999999995,0.7884880000000011,1.309828999999997,0.5213409999999961,1,29.58792,0.464661,9,8,29.587954398048467,0.4646786014970018
9,-1.0406000000000013,-0.13269999999999982,2.7680000000000007,3.0760000000000005,2.671524999999999,3.480557000000001,3.3590899999999984,3.3918560000000006,0.9079000000000016,3.808600000000002,4.116600000000002,4.521157000000001,4.3996900000000005,4.432456000000002,2.9007000000000005,3.2087000000000003,3.491789999999998,3.5245560000000005,0.30799999999999983,-0.09647500000000164,0.7125570000000003,0.5910899999999977,0.6238560000000001,-0.4044750000000015,0.4045570000000005,0.28308999999999784,0.3158560000000001,0.6875649999999993,0.7203310000000016,-0.12146700000000266,-0.08870100000000036,0.032766000000002286,0,29.781135,-0.007804000000000002,10,9,29.780987995138606,-0.007812892290067491
