,data,RA,DEC,G_mag,R_mag,J_mag,K_mag,redshift,class,U_mag,I_mag,Z_mag,ug,ur,ui,uz,uj,uk,uw1,uw2,gr,gi,gz,gk,gw1,gw2,ri,rz,rw1,rw2,iz,ij,ik,iw1,iw2,zj,zk,zw1,zw2,jw1,jw2,kw1,kw2,w1w2,class_cleaned
11,GALAXY,17.4258036,-0.7382265,16.955,16.514,16.061,15.24,,GALAXY,17.893,16.128,15.876,0.9380000000000024,1.3790000000000013,1.7650000000000006,2.0170000000000012,1.8320000000000007,2.6530000000000005,4.677000000000001,5.4780000000000015,0.44099999999999895,0.8269999999999982,1.0789999999999988,1.714999999999998,3.738999999999999,4.539999999999999,0.38599999999999923,0.6379999999999999,3.298,4.099,0.25200000000000067,0.06700000000000017,0.8879999999999999,2.912000000000001,3.713000000000001,-0.1850000000000005,0.6359999999999992,2.66,3.4610000000000003,2.8450000000000006,3.646000000000001,2.024000000000001,2.825000000000001,0.8010000000000002,GALAXY
12,GALAXY,18.4213045,1.1023996,19.856,18.543,17.511,15.796,,GALAXY,20.852,18.801,18.066,0.9959999999999987,2.309000000000001,2.051000000000002,2.7860000000000014,3.341000000000001,5.056000000000001,6.678000000000001,8.228,1.3130000000000024,1.0550000000000033,1.7900000000000027,4.060000000000002,5.682000000000002,7.232000000000001,-0.2579999999999991,0.4770000000000003,4.369,5.918999999999999,0.7349999999999994,1.2899999999999991,3.004999999999999,4.626999999999999,6.176999999999998,0.5549999999999997,2.2699999999999996,3.8919999999999995,5.441999999999998,3.3369999999999997,4.886999999999999,1.6219999999999999,3.171999999999999,1.549999999999999,GALAXY
13,GALAXY,19.919956,-0.4312741,20.317,19.627,18.432,16.769,,absGAL,20.939,19.349,18.96,0.6219999999999999,1.3120000000000012,1.5899999999999999,1.9789999999999992,2.5070000000000014,4.170000000000002,5.236000000000001,5.978999999999999,0.6900000000000013,0.968,1.3569999999999993,3.548000000000002,4.614000000000001,5.356999999999999,0.2779999999999987,0.666999999999998,3.9239999999999995,4.666999999999998,0.38899999999999935,0.9170000000000016,2.580000000000002,3.646000000000001,4.388999999999999,0.5280000000000022,2.1910000000000025,3.2570000000000014,4.0,2.728999999999999,3.4719999999999978,1.065999999999999,1.8089999999999975,0.7429999999999986,absGAL
14,GALAXY,20.5752274,1.0071585,16.873,16.733,16.338,14.901,,GALAXY,17.517,16.232,16.275,0.6439999999999984,0.7839999999999989,1.2850000000000001,1.2420000000000009,1.1789999999999985,2.6159999999999997,5.402999999999999,6.945,0.14000000000000057,0.6410000000000018,0.5980000000000025,1.9720000000000013,4.759,6.301000000000002,0.5010000000000012,0.45800000000000196,4.619,6.161000000000001,-0.04299999999999926,-0.10600000000000165,1.3309999999999995,4.1179999999999986,5.66,-0.06300000000000239,1.3739999999999988,4.160999999999998,5.702999999999999,4.224,5.766000000000002,2.786999999999999,4.329000000000001,1.5420000000000016,GALAXY
15,GALAXY,24.619295,-0.3190274,17.806,17.148,15.816,14.425,,GALAXY,19.105,16.706,16.506,1.2989999999999995,1.9570000000000007,2.399000000000001,2.599,3.2889999999999997,4.68,5.5760000000000005,6.289,0.6580000000000013,1.1000000000000014,1.3000000000000007,3.3810000000000002,4.277000000000001,4.99,0.44200000000000017,0.6419999999999995,3.6189999999999998,4.331999999999999,0.1999999999999993,0.8899999999999988,2.280999999999999,3.1769999999999996,3.889999999999999,0.6899999999999995,2.0809999999999995,2.9770000000000003,3.6899999999999995,2.287000000000001,3.0,0.8960000000000008,1.609,0.7129999999999992,GALAXY
16,GALAXY,26.6913009,-0.6235043,17.232,16.465,15.487,,,GALAXY,18.559,16.021,15.735,1.3270000000000017,2.094000000000001,2.5380000000000003,2.8240000000000016,3.072000000000001,,5.658000000000001,6.4990000000000006,0.7669999999999995,1.2109999999999985,1.4969999999999999,,4.3309999999999995,5.171999999999999,0.44399999999999906,0.7300000000000004,3.564,4.404999999999999,0.28600000000000136,0.5340000000000007,,3.120000000000001,3.9610000000000003,0.24799999999999933,,2.8339999999999996,3.674999999999999,2.5860000000000003,3.4269999999999996,,,0.8409999999999993,GALAXY
17,GALAXY,30.939936,-1.0192935,18.673,17.715,16.547,15.044,,GALAXY,20.285,17.215,16.944,1.6120000000000019,2.5700000000000003,3.0700000000000003,3.341000000000001,3.7379999999999995,5.241,6.25,7.356999999999999,0.9579999999999984,1.4579999999999984,1.7289999999999992,3.628999999999998,4.637999999999998,5.744999999999997,0.5,0.7710000000000008,3.6799999999999997,4.786999999999999,0.2710000000000008,0.6679999999999993,2.1709999999999994,3.1799999999999997,4.286999999999999,0.39699999999999847,1.8999999999999986,2.908999999999999,4.015999999999998,2.5120000000000005,3.6189999999999998,1.0090000000000003,2.1159999999999997,1.1069999999999993,GALAXY
18,GALAXY,31.0516844,-0.8965015,18.645,17.778,16.727,15.139,,absGAL,20.313,17.274,16.966,1.6679999999999993,2.535,3.038999999999998,3.3469999999999978,3.5859999999999985,5.1739999999999995,6.568999999999999,7.398,0.8670000000000009,1.3709999999999987,1.6789999999999985,3.5060000000000002,4.901,5.73,0.5039999999999978,0.8119999999999976,4.033999999999999,4.8629999999999995,0.30799999999999983,0.5470000000000006,2.1350000000000016,3.530000000000001,4.359000000000002,0.23900000000000077,1.8270000000000017,3.2220000000000013,4.051000000000002,2.9830000000000005,3.812000000000001,1.3949999999999996,2.224,0.8290000000000006,absGAL
19,GALAXY,33.52464,-0.2769759,17.335,16.696,15.772,14.694,,GALAXY,18.71,16.334,16.079,1.375,2.0139999999999993,2.3760000000000012,2.6310000000000002,2.9380000000000006,4.016,5.134,5.98,0.6389999999999993,1.0010000000000012,1.2560000000000002,2.641,3.7590000000000003,4.605,0.3620000000000019,0.6170000000000009,3.120000000000001,3.966000000000001,0.254999999999999,0.5619999999999994,1.6399999999999988,2.757999999999999,3.603999999999999,0.3070000000000004,1.3849999999999998,2.503,3.349,2.1959999999999997,3.042,1.1180000000000003,1.9640000000000004,0.8460000000000001,GALAXY
20,GALAXY,35.2282337,0.2981211,18.618,17.791,16.823,15.203,,GALAXY,19.752,17.34,17.085,1.1340000000000003,1.9609999999999985,2.411999999999999,2.666999999999998,2.9289999999999985,4.5489999999999995,5.807999999999998,6.968999999999999,0.8269999999999982,1.2779999999999987,1.5329999999999977,3.414999999999999,4.673999999999998,5.834999999999999,0.4510000000000005,0.7059999999999995,3.8469999999999995,5.008000000000001,0.254999999999999,0.5169999999999995,2.1370000000000005,3.395999999999999,4.557,0.26200000000000045,1.8820000000000014,3.141,4.302000000000001,2.8789999999999996,4.040000000000001,1.2589999999999986,2.42,1.1610000000000014,GALAXY
21,GALAXY,37.2855168,-0.6387723,19.117,18.413,17.206,16.14,,absGAL,20.602,18.002,17.709,1.4849999999999994,2.189,2.6000000000000014,2.8930000000000007,3.396000000000001,4.462,5.352,7.157,0.7040000000000006,1.115000000000002,1.4080000000000013,2.9770000000000003,3.867000000000001,5.672000000000001,0.41100000000000136,0.7040000000000006,3.1630000000000003,4.968,0.29299999999999926,0.7959999999999994,1.8619999999999983,2.751999999999999,4.556999999999999,0.5030000000000001,1.568999999999999,2.4589999999999996,4.263999999999999,1.9559999999999995,3.7609999999999992,0.8900000000000006,2.6950000000000003,1.8049999999999997,absGAL
22,GALAXY,38.2551822,0.4207904,23.085,25.201,13.396,12.148,,GALAXY,999.0,23.572,999.0,975.915,973.799,975.428,0.0,985.604,986.852,988.283,989.556,-2.1159999999999997,-0.4869999999999983,-975.915,10.937000000000001,12.368,13.641,1.6290000000000013,-973.799,14.484,15.757,-975.428,10.175999999999998,11.424,12.854999999999999,14.127999999999998,985.604,986.852,988.283,989.556,2.6790000000000003,3.952,1.4309999999999992,2.703999999999999,1.2729999999999997,GALAXY
23,GALAXY,41.5540347,0.0776097,19.952,18.797,17.446,,,GALAXY,20.724,18.603,18.626,0.7719999999999985,1.9269999999999996,2.1209999999999987,2.097999999999999,3.2779999999999987,,7.105,8.361,1.1550000000000011,1.3490000000000002,1.3260000000000005,,6.333000000000002,7.589000000000002,0.19399999999999906,0.17099999999999937,5.178000000000001,6.434000000000001,-0.022999999999999687,1.157,,4.984000000000002,6.240000000000002,1.1799999999999997,,5.0070000000000014,6.263000000000002,3.8270000000000017,5.083000000000002,,,1.2560000000000002,GALAXY
